[00:00:00.029 --> 00:00:00.789]  This is everything.
[02:31:11.226 --> 02:31:14.969]  The center of the Earth is heating up.
[02:31:15.910 --> 02:31:24.078]  We have, that's what's causing the changes in all three layers of our atmosphere.
[02:31:24.927 --> 02:31:29.450]  You go on the Weather State, just go on the Weather Channel and watch it for a little while.
[02:31:29.790 --> 02:31:31.951]  Now, they do not understand.
[02:31:31.971 --> 02:31:33.692]  They do not know what's causing it.
[02:31:34.133 --> 02:31:39.836]  And again, there's still where everybody's pulling this green stuff and you got to do this and got to do that.
[02:31:40.536 --> 02:31:48.681]  All that's going to do is make a few extra people a few billion dollars more by selling all of that green concept.
[02:31:49.202 --> 02:31:50.202]  It's not going to happen.
[02:31:50.242 --> 02:31:51.183]  It's not going to stop.
[02:31:52.037 --> 02:31:59.179]  The Earth is going to be, and I'm saying something that is terrifying, but this is a reality.
[02:32:00.620 --> 02:32:07.862]  The Earth is going to be uninhabitable in a very short period of time for humans.
[02:32:09.442 --> 02:32:13.443]  And that's unfortunately is a scientific reality.
[02:32:13.863 --> 02:32:20.675]   Now, prior to that, Period of time, which is not too far along, far from now.
[02:32:20.715 --> 02:32:22.936]  As a matter of fact, that's how crazy this is.
[02:32:23.637 --> 02:32:25.398]  And people are going to say I'm nuts or whatever.
[02:32:25.418 --> 02:32:26.299]  That's all fine.
[02:32:27.059 --> 02:32:32.584]  But everything that I have said and done for 30 years has been a reality.
[02:32:33.204 --> 02:32:34.765]  Not enough people knew about it.
[02:32:35.346 --> 02:32:38.228]  I started before we even had computers, for crying out loud.
[02:32:38.848 --> 02:32:41.190]  Long time ago when I got into all of this stuff.
[02:32:41.570 --> 02:32:46.574]  But the bottom line is the Earth will be uninhabitable by itself.
[02:32:48.503 --> 02:32:55.387]  That from the heating up from the inside out and the oceans be rising on a regular basis, which they do.
[02:32:56.007 --> 02:32:57.608]  They've already rised.
[02:32:59.469 --> 02:33:05.452]  Actually, Genesis says, and now the scientists have proven it, that most of the seas weren't there before it was under the ground.
[02:33:05.472 --> 02:33:10.295]  And just a month ago, the Smithsonian said we've confirmed there's underwater oceans bigger than the Pacific.
[02:33:10.735 --> 02:33:13.116]  And that's why it described the waters of the deep birth forth.
[02:33:13.617 --> 02:33:14.517]  And it made everything flood.
[02:33:14.857 --> 02:33:15.418]  Is that what you're saying?
[02:33:15.438 --> 02:33:15.658]  Yeah.
[02:33:16.580 --> 02:33:19.222]  Well, it's a combination of things.
[02:33:21.263 --> 02:33:24.144]  There are increases in volcanic activity.
[02:33:25.825 --> 02:33:47.518]   The big deal, like I say, if you just go on the Weather Channel and watch what's going on, or even go on Google and places like that, that have simplistic information, you'll find out that the drought problem in some areas, The tornadoes in areas.
[02:33:47.558 --> 02:33:49.299]  We have more tornadoes this year.
[02:33:49.319 --> 02:33:54.663]  We have tornadoes every day or two that destroy entire towns.
[02:33:56.565 --> 02:34:00.988]  It's trillions of dollars of stuff just from the tornadoes.
[02:34:01.508 --> 02:34:12.915]  The tornadoes are happening because all three layers of our atmosphere are being screwed with because of the radiation coming out from the Earth itself.
[02:34:13.335 --> 02:34:18.338]  And at the same time, the globalists are doing secret weather programs that you talked about 30 years ago that are now public.
[02:34:18.678 --> 02:34:20.059]  We got loaded phone lines.
[02:34:20.950 --> 02:34:23.874]  For Bob Fletcher, loaded phone lines for him.
[02:34:24.515 --> 02:34:25.096]  One card.
[02:34:25.296 --> 02:34:29.722]  Max, Jane, John, Nathaniel, Bart, Greg, Daniel, Greg.
[02:34:30.222 --> 02:34:35.309]  We're going to your phone calls on the other side of this break.
[02:34:35.990 --> 02:34:36.870]  Bob Fletcher's our guest.
[02:34:36.910 --> 02:34:38.211]  He doesn't have a website, doesn't have a P.O.
[02:34:38.231 --> 02:34:40.092]  Box, doesn't have anything.
[02:34:40.112 --> 02:34:44.153]  But he's, we want to get his DVDs back out, so we're going to get them, put them on Band Up Video, and create a P.O.
[02:34:44.173 --> 02:34:45.313]  Box to support him.
[02:34:45.333 --> 02:34:46.214]  But what a great guy.
[02:34:46.694 --> 02:34:51.416]  So amazing that one of the original patriots of the big wave before Alex Jones, here.
[02:34:51.476 --> 02:34:53.536]  Because that's what it's all about, is recognizing those.
[02:34:54.117 --> 02:34:56.357]  And look, long after I'm gone, get her in prison.
[02:34:56.738 --> 02:35:02.220]  All folks be remembering the work I did, because it'll energize and enthuse and inspire others.
[02:35:02.260 --> 02:35:02.740]  We'll be right back.
[02:35:04.136 --> 02:35:07.938]  So we have the left saying the world's ending in seven years.
[02:35:09.159 --> 02:35:12.000]  People don't say, why are their spokespersons saying that?
[02:35:12.040 --> 02:35:13.361]  AOC said Tucker will be gone.
[02:35:13.861 --> 02:35:14.582]  Friday, he was gone.
[02:35:16.102 --> 02:35:16.743]  It's talking points.
[02:35:16.763 --> 02:35:18.864]  They're getting ready for something big.
[02:35:19.584 --> 02:35:22.826]  I want to take phone calls for Bob Fletcher here today.
[02:35:22.846 --> 02:35:24.507]  Appreciate Bob being with us.
[02:35:24.527 --> 02:35:28.329]  Before I go to Jane and all these other callers, anything else you'd like to add to the viewers, Bob?
[02:35:30.673 --> 02:35:53.578]  No, the truth is, I guess, it doesn't look good, just in general terms, and I have documentation that we'll get back with yourself, and we'll go over some of this other stuff, and I'll get back with you guys.
[02:35:56.391 --> 02:36:08.738]  Everything that I'm saying, unfortunately, is out of the horse's mouth, and a lot of stuff that you get, information would appear that people know what they're talking about, etc.
[02:36:09.099 --> 02:36:13.021]  That's out of the back end of the horse, as opposed to out of the horse's mouth.
[02:36:13.361 --> 02:36:21.946]  Everything I have, and unfortunately have discovered, was delivered to me by these above-top-secret whistleblowers.
[02:36:22.267 --> 02:36:29.700]   We have weapons that That are mind-boggling in terms of actual just weapons.
[02:36:29.740 --> 02:36:39.225]  Talk about some of those and we'll go to calls because I remember like 14 years ago the San Francisco Chronicle interviewed and did an Air Force press conference they admitted they have antimatter weapons they kind of leaked this stuff.
[02:36:40.347 --> 02:36:41.428]  No, absolutely.
[02:36:41.948 --> 02:36:42.569]  We have.
[02:36:42.809 --> 02:36:44.190]  It's called the Particle Beam.
[02:36:44.650 --> 02:36:45.250]  We have it.
[02:36:45.691 --> 02:36:52.115]  Unfortunately, I'm afraid Red China may have it because they've got damn near everything we ever did.
[02:36:52.195 --> 02:36:56.938]  We've been in bed with them even unknowingly for so many years.
[02:36:57.719 --> 02:37:00.501]  If they don't have the Particle Beam, I would be amazed.
[02:37:01.181 --> 02:37:07.525]  I physically have not only everything on the Particle Beam in terms of what it does and how it does it.
[02:37:07.846 --> 02:37:17.410]   It's old Nikola Tesla stuff from His original idea is in the 1889 and he died in like 1921 when he finally passed away.
[02:37:17.430 --> 02:37:22.676]  But believe it or not, Tesla had laid out everything necessary to do the particle beam.
[02:37:23.137 --> 02:37:40.049]   Particle beam, in very brief terms, takes atomic Particles themselves, what we utilize in the atomic bomb with doing a what we call a violent cracking or splitting of atoms.
[02:37:41.090 --> 02:37:46.453]  What the particle beam does, it pulls atoms apart.
[02:37:47.154 --> 02:37:53.251]   It doesn't cause an atomic explosion, but it takes And this is mind-boggling, but we have it.
[02:37:53.471 --> 02:38:05.501]  I even have pictures of the generator live from Area 51 that generates, and this is not a typo, 500 million volts.
[02:38:07.623 --> 02:38:16.831]  And the delivery system is like a weapon, a laser weapon, that is in orbit.
[02:38:17.640 --> 02:38:24.264]  With several of our own spacecraft in orbit on a regular basis has the delivery system.
[02:38:24.684 --> 02:39:02.513]   So this 500 million volt generator, which I have actual pictures of it from Area 51, I mean live films inside the building, that generates the power which is transmitted to a receiving weapon, a delivery system, which is a laser weapon, so to speak, And although it's different from a common laser, because it actually causes the twin towers, 1,450 feet tall, 550,000 tons each, to turn to dust before it hits the ground in nine seconds.
[02:39:02.694 --> 02:39:08.918]  Well, to break that down, I mean a particle beam takes cyclotronic particles, accelerated, and then puts them into a laser beam.
[02:39:10.117 --> 02:39:13.339]  Well, it's technically not considered to be a laser.
[02:39:13.479 --> 02:39:16.060]  It is a beam, so to speak.
[02:39:16.380 --> 02:39:21.203]  But what it does is it separates individual atoms.
[02:39:21.563 --> 02:39:23.424]  It pulls atoms apart.
[02:39:24.205 --> 02:39:39.221]   If you had a nuclear weapon that was about to be exploded or you were concerned about it, if you struck it one second with this particle beam, It would turn to dust and would just blow away into the wind.
[02:39:39.741 --> 02:39:48.163]  And for people that tried to figure it out and make a lot of stories about it, that is exactly what brought down the Twin Towers.
[02:39:48.664 --> 02:39:50.424]  They both came down 550,000 tons each.
[02:39:54.665 --> 02:40:02.950]  Hardened mass, steel, stainless steel, and all the rest of it, and they were turned to dust before they hit the ground.
[02:40:03.470 --> 02:40:21.841]  And the media makes jokes about space lasers, but Max Planck and the entire atomic bomb... The particle beam, if you hit an atomic bomb with it, it would turn to dust before it ignited.
[02:40:22.261 --> 02:40:28.332]   If you hit the unit, With a particle beam, it would just blow away, would just look like a dust cloud, and that's all it is.
[02:40:28.973 --> 02:40:35.718]  It separates individual atoms, atomic structures, individual atoms of solid mass.
[02:40:36.399 --> 02:40:38.420]  We saw it with the Twin Towers.
[02:40:38.540 --> 02:40:39.481]  People never knew it.
[02:40:40.301 --> 02:40:41.402]  I even have a picture.
[02:40:42.263 --> 02:40:43.084]  I have all the information.
[02:40:43.104 --> 02:40:46.886]  You're free to use any means necessary, but I want them alive.
[02:40:47.407 --> 02:40:48.608]  No disintegrations.
[02:40:50.092 --> 02:40:52.573]  That's crazy, but... You know what I'm saying?
[02:40:52.673 --> 02:40:54.074]  It's literally a disintegration beam.
[02:40:55.175 --> 02:40:59.196]  What I'm telling you is a reality.
[02:40:59.557 --> 02:41:02.098]  We have it, and I believe Red China probably has it, too.
[02:41:03.579 --> 02:41:10.642]  And the problem is, you know, we're headed towards nuclear war.
[02:41:12.123 --> 02:41:12.603]  Let's do this.
[02:41:12.623 --> 02:41:13.823]  I want to give all these callers time.
[02:41:13.843 --> 02:41:18.246]  We can take all these calls in two segments, but spend the last three minutes to brag on Ukraine.
[02:41:18.266 --> 02:41:18.946]  What's your view on that?
[02:41:23.034 --> 02:41:25.295]  We don't even know if they're getting the weapons.
[02:41:25.615 --> 02:41:27.776]  There's been so much money sent over there.
[02:41:27.796 --> 02:41:38.620]  And the truth is, I don't know, I feel bad for it because it's just another, because Putin's a wacko.
[02:41:39.441 --> 02:41:42.522]  But then we match him one on one with Biden.
[02:41:43.228 --> 02:41:56.601]   You know, he's loose change and Putin's completely into a, I don't give a damn, I might take out I may launch nuclear into any place I want to because he's sick.
[02:41:56.641 --> 02:41:58.922]  He's got other problems that nobody knows about.
[02:42:00.163 --> 02:42:01.404]  He's isolated himself.
[02:42:01.824 --> 02:42:10.709]  He sits when he has meetings with his own people back in the high-level persons that he meets in the Soviet Union.
[02:42:12.630 --> 02:42:23.136]   In Moscow, there's no more union anyhow, but in Moscow, He sits 55 feet away from people that he's talking to, his own commanders.
[02:42:23.516 --> 02:42:24.677]  He's got problems.
[02:42:25.137 --> 02:42:28.199]  Physical, mental, psychological, emotional, he's a wreck.
[02:42:28.820 --> 02:42:30.741]  You know, and we got him over there.
[02:42:31.521 --> 02:42:35.203]  Let me tell everybody something that's actual figures.
[02:42:36.024 --> 02:42:44.229]  There are, today, in the globe, around the globe, 17,000 nuclear weapons.
[02:42:45.590 --> 02:42:47.551]  That's a number, a real number.
[02:42:48.471 --> 02:43:02.536]  And only three or four of them, if they're shot off in any place, Israel, you know, in the Mideast, the Far East, any place, or if Russia does a couple of them someplace.
[02:43:03.316 --> 02:43:09.658]  First off, most all of them are a hundred times bigger than Hiroshima's in their volume.
[02:43:10.259 --> 02:43:19.983]  And there are 17,000, and any five or six will set up a cloud that will turn the globe into a nuclear winter.
[02:43:20.424 --> 02:43:22.184]  We won't have sun for a hundred years.
[02:43:22.605 --> 02:43:32.989]  That's been there, done that already with going back millions of years back with a huge meteor or a comet or whatever it was that hit and caused that.
[02:43:33.009 --> 02:43:33.369]  All right.
[02:43:33.429 --> 02:43:33.970]  Incredible.
[02:43:34.090 --> 02:43:35.290]  Bob Fletcher is our guest.
[02:43:35.370 --> 02:43:36.111]  Alex Jones Show.
[02:43:36.271 --> 02:43:36.971]  Call straight ahead.
[02:43:36.991 --> 02:43:37.391]  Stay with us.
[02:43:38.332 --> 02:43:38.852]  Al Gore.
[02:43:41.260 --> 02:43:42.000]  John Kerry.
[02:43:43.521 --> 02:43:44.061]  CNN.
[02:43:46.703 --> 02:43:47.283]  AOC.
[02:43:48.804 --> 02:43:49.504]  Pato O'Rourke.
[02:43:51.445 --> 02:43:52.266]  The world ends in 2030.
[02:43:52.105 --> 02:43:59.105]  in 2030. Why are they saying it?
[02:44:00.105 --> 02:44:07.105]   Millennials and people, you know, Gen Z and all these folks that come after us are looking up and we're like,
[02:44:07.105 --> 02:44:11.105]   the world is going to end in 12 years if we don't address climate change.
[02:44:11.105 --> 02:44:20.105]   And your biggest issue is, your biggest issue is how are we going to pay for it?
[02:44:20.338 --> 02:44:26.639]  To make sure that we make this transition in the 10 years that we have left to us as the science and scientists tell us.
[02:44:29.366 --> 02:44:31.328]  So that's them three years ago saying we're all dead.
[02:44:32.188 --> 02:44:34.350]  Bob Fletcher, let's go to the phone calls.
[02:44:34.831 --> 02:44:35.792]  Appreciate callers holding.
[02:44:36.512 --> 02:44:38.254]  Max in Wisconsin, you're on the air.
[02:44:38.274 --> 02:44:39.695]  You have a question for Bob Fletcher.
[02:44:39.715 --> 02:44:43.779]  Hi Mr. Fletcher and hi Mr. Jones.
[02:44:44.279 --> 02:44:51.946]  I wanted to ask Mr. Fletcher in his experience what some of the wildest technologies he thinks are real.
[02:44:51.986 --> 02:45:02.097]   He mentioned the death ray and Nibiru, but what's the most down-the-rabbit-hole technologies you think are a reality in his opinion?
[02:45:04.758 --> 02:45:22.305]  Well, basically, probably the most amazing is the particle beam, which we have, and we've utilized it actually, unfortunately, on the Twin Towers.
[02:45:23.158 --> 02:45:32.464]  By the way, I have footage that shows the actual dustification of the Twin Towers.
[02:45:33.025 --> 02:45:46.834]  These two towers, 1,500 feet high, 200 feet square, hardened cement, rebar, stainless steel, and what have you, constructed, by the way, so that a plane could not go into it.
[02:45:47.580 --> 02:45:52.963]  Those two planes that went into on 9-11 went into the side of the Twin Towers.
[02:45:53.683 --> 02:46:00.286]  They were constructed synthetic penetration weapons.
[02:46:00.646 --> 02:46:06.009]  They were made by with depleted uranium, which is seven times denser than steel.
[02:46:06.869 --> 02:46:10.031]  They were not the airlines that were had been hijacked.
[02:46:10.600 --> 02:46:19.225]  They had been replaced with in the air, and I have all of that on one of my exposés, showed everything how it's done.
[02:46:19.285 --> 02:46:26.590]  And even the live footage where you can see 17 stories or more.
[02:46:27.170 --> 02:46:29.131]  Actually, I show all of the building.
[02:46:29.611 --> 02:46:34.334]  When it came down, the Twin Towers are turned to dust before they hit the ground.
[02:46:34.674 --> 02:46:36.856]  We ended up with one and a half floors.
[02:46:38.274 --> 02:46:40.559]  Of what was 550,000 tons.
[02:46:40.659 --> 02:46:43.484]  And dust all over the city, but let's expand on that.
[02:46:43.985 --> 02:46:45.728]  In Operation Northwoods, declassified in 2000.
[02:46:47.864 --> 02:46:48.965]  The CIA under L.L.
[02:46:48.985 --> 02:47:05.196]  Lemonsir, Joint Chiefs of Staff, and Curtis LeMay, Joint Chiefs of Staff, admitted to planning to have CIA get on planes with one tail number, have it take off, and have another drone plane they would use to then crash and blame on the Communists or on the Cubans.
[02:47:05.777 --> 02:47:08.739]  So that whole plan about switching planes out is historic.
[02:47:09.779 --> 02:47:11.200]  Yeah.
[02:47:11.380 --> 02:47:12.381]  And that's a reality.
[02:47:12.501 --> 02:47:16.284]  And I did one entire report on it where I show that whole thing.
[02:47:17.014 --> 02:47:26.457]  And explain the depleted uranium, which by the way, depleted uranium is what we use on our tank penetration missiles.
[02:47:27.202 --> 02:47:44.462]  There are not even necessary to have explosives, but they have they just using kinetic energy of something that will actually go through the side of four or six inches of steel tanks go right through the side of it and not even slow down.
[02:47:44.863 --> 02:47:46.805]  As a matter of fact, and come out the backside.
[02:47:48.892 --> 02:47:54.035]  Those are made with depleted uranium, seven times the density of steel.
[02:47:54.475 --> 02:47:55.896]  And that's what we utilize.
[02:47:56.436 --> 02:48:05.101]  We have also a thing called rail guns, which are just no explosives in them, no explosives to launch them.
[02:48:05.141 --> 02:48:12.726]  They use magnetics, negative and positive electronics to launch rails, what they're called rails.
[02:48:13.186 --> 02:48:14.567]  We have a rail gun ship.
[02:48:15.819 --> 02:48:24.624]  That, as a matter of fact, the testing for the railgun ship was done 1,000 feet from my house in Bayview, Idaho.
[02:48:24.644 --> 02:48:25.685]  Sure, that's all on record.
[02:48:26.926 --> 02:48:28.387]  All right, Max, great question.
[02:48:28.407 --> 02:48:29.727]  Let's talk to Jane in Michigan.
[02:48:29.747 --> 02:48:30.448]  Jane, you're on the air.
[02:48:30.468 --> 02:48:30.788]  Go ahead.
[02:48:32.569 --> 02:48:33.189]  Oh, hello.
[02:48:33.349 --> 02:48:34.590]  Can you guys hear me?
[02:48:34.610 --> 02:48:35.411]  I sure can.
[02:48:36.251 --> 02:48:36.871]  Oh, thank you.
[02:48:36.952 --> 02:48:38.833]  As soon as you came on, my phone started.
[02:48:38.993 --> 02:48:39.593]  It's okay.
[02:48:39.633 --> 02:48:40.033]  Go ahead.
[02:48:40.053 --> 02:48:40.774]  We're glad you called.
[02:48:40.794 --> 02:48:41.054]  Go ahead.
[02:48:41.929 --> 02:48:42.790]  Okay, wonderful.
[02:48:43.110 --> 02:49:01.843]  So, I just wanted, I have a quick question, um, first of all, what you guys were just talking about with the weapons that we're currently using, and I'm curious if, you know, like, uh, testing these weapons and using them could be the cause of all the problems that we're having with our planet and throughout the solar system.
[02:49:04.065 --> 02:49:06.847]  Yeah, what does nuclear testing do to the atmosphere?
[02:49:06.867 --> 02:49:07.627]  That's a good question.
[02:49:09.669 --> 02:49:27.883]   Well, the, um, The nuclear testing actually see the point unfortunately at this point in time other than the fact that we have 17,000 nuclear weapons that are about a hundred times the Hiroshima
[02:49:28.689 --> 02:49:32.432]  You know, I mean, that's that's where we really lost it.
[02:49:32.713 --> 02:49:34.014]  We lost control of that.
[02:49:34.374 --> 02:49:38.417]  I mean, you know, the good guys have it, bad guys have it, et cetera, et cetera.
[02:49:39.598 --> 02:49:42.621]  The testing is not a problem.
[02:49:43.001 --> 02:49:49.167]   The reality is how many of them have finished Actual products are out there.
[02:49:49.187 --> 02:50:01.139]  And again, unfortunately, the number is 17,000 atomic weapons, approximately 100 times that of the one that took out Japan, Hiroshima.
[02:50:02.473 --> 02:50:06.076]  And they're all over the damn place and it's out of control.
[02:50:06.596 --> 02:50:23.108]  We have, see a lot of our, the people who are our best friends around the globe, we've supplied them with 3, 4, 5, 8, 12, 16, you know, each or a couple thousand depending on what and who they are.
[02:50:23.708 --> 02:50:25.589]  I think we have something like 4,000 of these things.
[02:50:25.669 --> 02:50:31.775]   Russia Theoretically, and has 4,000 of them.
[02:50:32.015 --> 02:50:33.677]  Sure, but I know there's a lot of secret weapons.
[02:50:34.117 --> 02:50:39.643]  To her question, all these secret technologies getting tested, could that be hurting the environment?
[02:50:39.683 --> 02:50:40.864]  And I appreciate your call, Jane.
[02:50:41.986 --> 02:50:42.826]  Yeah.
[02:50:42.906 --> 02:50:44.368]  No, it's the problem.
[02:50:44.608 --> 02:50:46.871]  The environment is what I mentioned earlier.
[02:50:46.911 --> 02:50:47.752]  Maybe she missed it.
[02:50:48.853 --> 02:50:49.974]  The Earth is heating up.
[02:50:50.643 --> 02:50:56.533]  And that's affecting all of the winds, all everything's affecting droughts, it's affecting floods.
[02:50:57.175 --> 02:51:03.486]  We have, right now... But to be clear, it's not carbon dioxide doing it, you're saying it's the earth itself and the magnetic field's moving too.
[02:51:04.739 --> 02:51:18.351]  Yeah, the problem is that all of the layers of the Earth, the atmospheric layers themselves, and that's what's causing, and not counting the fact that it also causes increase in volcanic activity.
[02:51:19.371 --> 02:51:27.478]  Folks that don't know, I've seen PBS documentaries, they have like two mile deep mines in South Africa, it's like 150 degrees, I've got to pump air conditioning into it.
[02:51:27.758 --> 02:51:32.963]  People don't know that just a few miles down, the Earth gets hotter and hotter and hotter, and you're saying that heat is coming out.
[02:51:34.133 --> 02:51:35.475]  Yes, that's the problem.
[02:51:35.515 --> 02:51:38.759]  That's causing all of the changes.
[02:51:39.299 --> 02:51:43.504]  And you go around the globe... Well, Shannon, one more call.
[02:51:43.524 --> 02:51:44.265]  We've got to get these callers.
[02:51:44.646 --> 02:51:45.887]  OneCardMoney from Hawaii.
[02:51:45.907 --> 02:51:47.289]  You're on the air with Bob Fletcher.
[02:51:48.911 --> 02:51:49.211]  Yes.
[02:51:49.592 --> 02:51:53.176]  I'd like to change the topic here.
[02:51:53.866 --> 02:52:16.164]  His mention of a particle beam weapon and the World Trade Center collapse, I would only point out Soviet nuclear compliance officer Dmitry Kolyzov has described under the SALT II Treaty a carve-out for 140 kiloton and below yield of a nuclear device.
[02:52:20.194 --> 02:52:26.136]  And that causes what he describes, what Mr. Fletcher describes, as dustification.
[02:52:26.916 --> 02:52:29.477]  Which, you saw the towers collapse.
[02:52:29.957 --> 02:52:35.039]  It is transmitted along the most dense materials, which would have been the steel girders.
[02:52:36.299 --> 02:52:43.262]  Mr. Fletcher's premise of an airplane made of depleted uranium does not hold water.
[02:52:44.302 --> 02:52:46.303]  Depleted uranium is heavier than lead.
[02:52:47.946 --> 02:52:52.810]  The idea of a 767 that is constructed from lead doesn't fly.
[02:52:52.830 --> 02:52:55.491]  I have to take exception with him.
[02:52:56.112 --> 02:53:11.242]  In terms of climate change, some scientists, leading scientists, geophysicists, have posited that the Earth's core seems to be altering its spin.
[02:53:14.389 --> 02:53:18.572]  No doubt the magnetic field's already moved and I skipped the break we get more time so don't hang up, one card.
[02:53:19.092 --> 02:53:21.294]  But I don't think what Bob says, the whole plane's about a DU.
[02:53:21.715 --> 02:53:25.518]  He's saying some of the body was made up to have a greater penetration.
[02:53:25.858 --> 02:53:28.140]  What intel do you have on that, Bob?
[02:53:28.180 --> 02:53:36.346]  And why would they, if they're going to use a particle beam, why would they have an airplane jacketed in a DU?
[02:53:36.366 --> 02:53:42.299]   The two aircraft, by the way, there were supposed to be three Uh, and it wasn't a third one.
[02:53:42.339 --> 02:53:44.621]  The third one was supposed to hit building seven.
[02:53:44.641 --> 02:53:48.324]  Uh, and they're made, manufactured...
[02:53:49.495 --> 02:53:55.358]  First off, I actually worked for Boeing and built 747s back.
[02:53:55.818 --> 02:54:05.623]  I was a machinist and programmer on the numerical control equipment at Boeing and at Lockheed at a short period of time in my life.
[02:54:05.643 --> 02:54:09.365]  All right, I built the 747s for crying out loud.
[02:54:09.885 --> 02:54:19.208]   And the idea that any aluminum aircraft Could fly through those buildings, which is what they showed us.
[02:54:20.249 --> 02:54:21.650]  That's not happening.
[02:54:22.250 --> 02:54:27.074]  It was done with, and the term is depleted uranium.
[02:54:27.834 --> 02:54:36.301]  Depleted uranium is what they utilize on the tank penetration missiles.
[02:54:36.341 --> 02:54:37.742]  You're not saying all airplanes that.
[02:54:38.222 --> 02:54:40.424]  You're saying what you saw looked like DU.
[02:54:40.944 --> 02:54:43.086]  Let's bring one card Monty back in.
[02:54:43.126 --> 02:54:43.346]  Go ahead.
[02:54:45.647 --> 02:54:52.054]  The FBI, who was on the scene, confiscated most of the photos.
[02:54:52.434 --> 02:55:05.829]  If you search Dimitri Kalozov, K-H-A-L-E-Z-O-V, he has pictures on his site that show the very wing tips penetrating steel.
[02:55:07.514 --> 02:55:19.980]  As far as Mr. Fletcher is concerned, I have no problem of saying that multiple sources could have been used, but how would Mr. Fletcher account for the presence of thermitic material in the residues?
[02:55:20.000 --> 02:55:24.242]  Well, that's right, because they have thermite jacketing that's been confirmed on the towers.
[02:55:24.262 --> 02:55:27.424]  They had a special upgrade above the buildings the months before.
[02:55:27.804 --> 02:55:28.964]  Great points, great questions.
[02:55:29.044 --> 02:55:29.545]  One card, Monty.
[02:55:29.565 --> 02:55:30.025]  Mr. Fletcher.
[02:55:32.888 --> 02:55:40.591]  Well, the bottom line is I have all of the documentation in it.
[02:55:40.611 --> 02:55:50.994]  I have the films that were supplied to me from a multitude of places, some of them even overseas.
[02:55:52.474 --> 02:56:01.389]   I have the films that shows the building and parts of the remaining building Turn to dust and blow away.
[02:56:01.409 --> 02:56:03.630]  That is called the particle beam.
[02:56:04.290 --> 02:56:16.736]  And there was a woman, I don't have it handy, that had written an entire book, she's a scientist, and she wrote a book that was called Where Did the Towers Go?
[02:56:17.600 --> 02:56:30.943]  She's a scientist, and she said, without knowing, when she published her book, she did not know what I knew, and that was that we had the particle beam, which does what it does.
[02:56:31.043 --> 02:56:36.164]  It separates atoms, turns solid mass to dust, and that's what was utilized.
[02:56:36.484 --> 02:56:37.885]  There may have been other things.
[02:56:37.925 --> 02:56:38.905]  Well, listen, I know this.
[02:56:39.545 --> 02:56:41.566]  Building 7 was the CIA headquarters.
[02:56:42.126 --> 02:56:43.826]  They announced on the news they were going to blow it up.
[02:56:43.846 --> 02:56:44.946]  We have all the newscasts saying it.
[02:56:45.247 --> 02:56:46.987]  They blew it up and later said they didn't blow it up.
[02:56:49.486 --> 02:56:53.510]  Well, you're talking about when you say blow it up, you're talking about the towers?
[02:56:53.530 --> 02:56:54.671]  Yeah, building seven.
[02:56:54.691 --> 02:56:56.292]  They said, we're going to pull up, we're going to bring it down.
[02:56:56.372 --> 02:56:58.494]  And they had the countdown on the news and blew it up.
[02:56:59.195 --> 02:57:01.717]  Problem was, here's the problem.
[02:57:02.077 --> 02:57:07.903]  There were three craft that were designed to hit three buildings.
[02:57:08.729 --> 02:57:13.512]  And they were manufactured with depleted uranium, which is denser than steel.
[02:57:13.932 --> 02:57:32.002]  And when you make the outside of that thing and the cowling, I actually have films that shows the front cowling, 17 feet of the front nose cone of the craft that flew into the side of the building, coming out the backside.
[02:57:33.650 --> 02:57:53.125]  I actually have the films of that, and I got news, and then in about two seconds after it passed through the, out the back side, 220 feet of that building, came out the back side, punched through the back side, and I have film that shows there's not a scratch on it.
[02:57:53.145 --> 02:57:54.686]  Alright, let's take more calls.
[02:57:55.086 --> 02:57:57.208]  John in Nebraska, you're on the air with Bob Fletcher.
[02:57:58.564 --> 02:58:04.329]  Oh yeah, Bob, I first heard you on Dr. Stan Monteith, I think, Radio Liberty in the 90s?
[02:58:05.310 --> 02:58:07.232]  Yes, God bless him, he passed away.
[02:58:08.556 --> 02:58:17.460]  Yeah, and the last I'd heard of you, Bob, was on your Planet X, and you kind of focused on that plate, which I thought was interesting.
[02:58:17.500 --> 02:58:19.560]  You might want to touch on that a little bit.
[02:58:20.301 --> 02:58:22.021]  A couple other things.
[02:58:22.081 --> 02:58:23.402]  We've brought up so many deals.
[02:58:24.102 --> 02:58:38.148]  There seems to be some pretty strong information that Barbara Bush, Barbara Pierce, that was the illegitimate daughter of Alistair Crowley, which adds a hint of a satanic element to the Bush family.
[02:58:39.705 --> 02:58:39.962]  Well...
[02:58:42.271 --> 02:58:50.977]  To answer part of that question anyhow, so to speak, the Bush families are Satanist, period.
[02:58:52.277 --> 02:59:00.643]  And I don't know anything about the sex life of Barbara Bush or any of that kind of stuff or where that may have come from, but that's the least of our concerns.
[02:59:01.123 --> 02:59:09.789]  The bottom line is, according to the original person that got me convinced with that was Ted Gunderson.
[02:59:10.733 --> 02:59:18.098]  Ted Gunderson was the head of the Los Angeles FBI for about 13 years.
[02:59:18.138 --> 02:59:23.022]  He was 14, 15 years as an agent prior to being the head of it.
[02:59:23.722 --> 02:59:39.593]  When he retired, Ted Gunderson went full-time with Bob Fletcher, distributing my DVDs and expanding on handling and distributing all of my DVDs that I had done at that time.
