[00:00:00.110 --> 00:00:00.413]  Yeah.
[03:04:17.885 --> 03:04:19.065]  Other candidates have come in.
[03:04:19.105 --> 03:04:21.026]  The establishment is closing ranks on this.
[03:04:21.046 --> 03:04:25.307]  That's why there's been so much talk openly in the GOP about a brokered convention.
[03:04:25.567 --> 03:04:27.207]  They control access to the data.
[03:04:27.307 --> 03:04:28.988]  They control access to the debates.
[03:04:29.068 --> 03:04:31.488]  They've done that to shut out third parties for a very long time.
[03:04:31.829 --> 03:04:36.950]  Now they're using it internally to shut out anybody that isn't really vetted for
[03:04:37.910 --> 03:04:40.972]  The major parties because there is only one party in Washington.
[03:04:41.132 --> 03:04:41.953]  You have to understand that.
[03:04:41.993 --> 03:04:42.993]  There's only one party.
[03:04:43.214 --> 03:04:55.401]  And when you look at this budget deal, when you look at the history of the way the speakers have worked from Nancy Pelosi to John Boehner to Paul Ryan, you start to understand why they control this so carefully.
[03:04:55.441 --> 03:04:58.223]  They both have the same exact agenda.
[03:04:58.644 --> 03:04:59.024]  Stay tuned.
[03:04:59.164 --> 03:04:59.884]  We're going to be right back.
[03:05:09.674 --> 03:05:12.036]  Joe Banks here with InfoWars.com.
[03:05:12.176 --> 03:05:13.858]  Article up by Paul Joseph Watson.
[03:05:13.978 --> 03:05:16.480]  Canadian children sing Muhammad worship song.
[03:05:16.721 --> 03:05:27.090]  A video shows Canadian children singing a song which celebrates Muhammad's arrival in Medina after he forced Christians to convert to Islam under the threat of death.
[03:05:27.350 --> 03:05:28.131]  You heard that right.
[03:05:28.311 --> 03:05:41.099]  The video clip was posted on YouTube one day after Prime Minister Justin Trudeau and Ontario Premier Kathleen Wynne personally welcomed 163 Syrian refugees into the country.
[03:05:41.319 --> 03:05:50.205]  It has over 11,000 thumbs up and more than 1.2 million views, although comments were disabled, presumably to censor criticism.
[03:05:50.505 --> 03:06:00.519]  The video titled, Welcome to Canada Syrian Refugees, shows the choir singing one of the oldest songs in the Islamic culture called, Talal al-Badrua Al-Anya.
[03:06:01.320 --> 03:06:05.246]  You can find more insanity like this at InfoWars.com
[03:06:08.450 --> 03:06:11.672]  When cells become toxic, they die early and aging sets in.
[03:06:11.972 --> 03:06:19.976]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[03:06:20.196 --> 03:06:25.219]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[03:06:25.639 --> 03:06:27.920]  You want the best that's out there at the lowest price anywhere?
[03:06:28.160 --> 03:06:29.941]  We now have the synergistic solution.
[03:06:30.261 --> 03:06:34.444]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[03:06:38.474 --> 03:06:42.695]  Used since before the days of the Roman Empire to support the body's natural systems.
[03:06:42.855 --> 03:06:46.816]  Introducing the new Infowarslife.com oil of oregano formulation.
[03:06:47.016 --> 03:06:51.777]  We have now procured the most high quality and potent forms of oregano oil on the market.
[03:06:51.957 --> 03:06:56.478]  Extracted directly from the wild herb and sealed in easy to use capsules.
[03:06:56.618 --> 03:06:59.938]  You will no longer need to endure the burning of liquid oregano on the tongue.
[03:07:00.078 --> 03:07:03.399]  Now available in our limited first run at Infowarslife.com.
[03:07:03.539 --> 03:07:05.379]  That's Infowarslife.com or call 888-253-3139.
[03:07:08.240 --> 03:07:11.521]  Soon Christmas would have come and gone, and with it, 2015.
[03:07:11.941 --> 03:07:16.403]  Now is the time to give the gift of amazing health this Christmas and New Year's season.
[03:07:16.843 --> 03:07:24.485]  Many of you have experienced or you've heard about the amazing benefits from the exclusive formulations available at InfoWarsLife.com.
[03:07:24.725 --> 03:07:27.166]  Now is your chance to share them with those you love.
[03:07:27.526 --> 03:07:30.707]  And take advantage of free shipping and unprecedented specials.
[03:07:31.087 --> 03:07:40.069]  You will find the InfoWars Life Essentials Pack with X2 Super Male and Silver Bullet Colloidal Silver for 33% off on top of free shipping.
[03:07:40.169 --> 03:07:48.051]  You'll also find other specials like the Deep Cleanse Pack with Deep Cleanse Oxy Powder and Living Defense for 28% off and again free shipping.
[03:07:48.272 --> 03:07:50.452]  Visit InfoWarsLife.com today.
[03:07:50.652 --> 03:07:52.133]  Read the 5-star reviews.
[03:07:52.473 --> 03:07:53.873]  See the informational videos.
[03:07:54.153 --> 03:07:54.233]  Yes.
[03:07:54.313 --> 03:07:59.420]  Add your friends and family members addresses on checkout and we'll ship their gifts free directly to them.
[03:07:59.680 --> 03:08:05.427]  We're talking about game-changing gifts and they're all available with free shipping and massive discounts this Christmas season.
[03:08:05.647 --> 03:08:07.069]  Infowarslife.com
[03:08:20.059 --> 03:08:23.124]  The answer to 1984 is 1776.
[03:08:23.325 --> 03:08:31.278]  You're listening to The Alex Jones Show.
[03:08:32.501 --> 03:08:35.963]  Welcome back to the Alex Jones Show on this Friday, December 18th, 2015.
[03:08:36.043 --> 03:08:37.344]  I'm David Knight, your host.
[03:08:38.185 --> 03:08:42.248]  Yesterday, Star Wars, The Force Awakens grossed 57 million dollars.
[03:08:42.948 --> 03:08:44.509]  Some of those dollars were mine, actually.
[03:08:44.549 --> 03:08:45.530]  I went to see it last night.
[03:08:45.550 --> 03:08:46.610]  I'll tell you a little bit about that.
[03:08:46.670 --> 03:08:48.071]  I won't spoil it for you, I promise.
[03:08:48.592 --> 03:08:51.374]  Also, we have a report coming up from Alex talking about
[03:08:52.054 --> 03:08:56.275]  How the first six movies paralleled what's really going on.
[03:08:56.355 --> 03:08:59.456]  I would say really kind of the prequels.
[03:08:59.816 --> 03:09:02.817]  The first three in the series, supposedly, chronologically.
[03:09:03.397 --> 03:09:07.998]  The last three that George Lucas did closely paralleled what's going on in this world.
[03:09:08.038 --> 03:09:14.540]  But before we get to Star Wars, I just want to let you know that today is the last day that we can guarantee Christmas delivery.
[03:09:14.560 --> 03:09:15.720]  And of course we have free shipping.
[03:09:16.140 --> 03:09:18.821]  Free shipping on everything at the InfoWars store.
[03:09:19.481 --> 03:09:24.562]  That's at InfoWarsStore.com, and we've got a lot of other specials in addition to the free shipping.
[03:09:24.602 --> 03:09:26.822]  We have 20% off X2 nascent iodine.
[03:09:26.842 --> 03:09:28.863]  This is a great time to stock up.
[03:09:28.963 --> 03:09:33.943]  It's a great time, when you look at these health products, to give the gift of health to your family.
[03:09:33.963 --> 03:09:35.564]  You know, there's a lot of things that we can get.
[03:09:35.604 --> 03:09:39.644]  We always like to get some fun stuff, but, you know, there are some essentials that we really need to have.
[03:09:39.684 --> 03:09:42.645]  So right now you can get 20% off of X2 nascent iodine.
[03:09:42.985 --> 03:09:46.406]  We've got 15% off winter sun vitamin D3.
[03:09:46.726 --> 03:09:48.426]  And then we have some combination packs.
[03:09:49.026 --> 03:09:57.394]  The Essentials Pack, the Survival Shield X2 Nascent Iodine combined with either Super Male or Female Vitality and Silver Bullet, that is 33% off.
[03:09:58.015 --> 03:09:58.856]  33% off of that.
[03:09:58.936 --> 03:10:06.363]  Also, a Cleanse Pack that we have, and Deep Cleanse, first time ever, we've got 17% off of Deep Cleanse.
[03:10:06.864 --> 03:10:12.189]  Even a coffee special, we've got, if you get two packages, two bags of InfoWars coffee,
[03:10:12.669 --> 03:10:14.713]  You can get a free InfoWars mug.
[03:10:14.753 --> 03:10:20.945]  And of course that's our 100% organic, non-GMO, grown without pesticides, gourmet quality coffee.
[03:10:21.045 --> 03:10:22.247]  Wake up America!
[03:10:23.263 --> 03:10:26.085]  All of that is available and guaranteed shipping if you get it today.
[03:10:26.506 --> 03:10:30.729]  Free shipping still at InfoWarsStore.com on everything we have there.
[03:10:30.989 --> 03:10:40.256]  And one thing, too, that is also not only kind of fun but also something very useful is the InfoWars Premium Power Pack that allows you to charge your electronic devices.
[03:10:40.336 --> 03:10:43.619]  It's an extra battery in a very, very compact format.
[03:10:44.279 --> 03:10:48.241]  And it even has enough capacity and charge to jumpstart your car.
[03:10:48.281 --> 03:10:50.623]  It comes with jumper cables to do even that.
[03:10:50.683 --> 03:10:55.145]  So it can run your electronic devices for quite some time in a very small package.
[03:10:55.665 --> 03:10:58.267]  Typically you would see that at about $150 or more.
[03:10:58.327 --> 03:11:02.709]  That's $119.95 at Infowarsstore.com.
[03:11:02.729 --> 03:11:03.950]  Again, free shipping on everything.
[03:11:04.310 --> 03:11:06.171]  Guaranteed by Christmas.
[03:11:06.271 --> 03:11:09.033]  Today is the last day we can guarantee that by Christmas.
[03:11:09.853 --> 03:11:10.974]  Now going to Star Wars.
[03:11:10.994 --> 03:11:11.635]  We saw it last night.
[03:11:11.655 --> 03:11:15.298]  I was actually surprised that I was able to get a ticket at the last minute.
[03:11:15.418 --> 03:11:18.140]  I'm not one of these people who queued up a week in advance.
[03:11:18.440 --> 03:11:21.203]  I enjoyed Star Wars when it first came out, but I'm not that big a fan.
[03:11:21.863 --> 03:11:31.712]  I was curious and I looked and I found several places where I could still get in because as much demand as there's been, I've seen that there's been over a hundred million dollars in ticket pre-sales.
[03:11:31.792 --> 03:11:34.234]  As much demand as it is, they've added more screens.
[03:11:34.614 --> 03:11:35.715]  That's what the free market does.
[03:11:35.735 --> 03:11:37.777]  You know, Hollywood kind of understands the free market.
[03:11:38.257 --> 03:11:44.347]  Uh, when it comes to their own money, but they don't really appreciate it when it comes to your business, your money.
[03:11:45.345 --> 03:11:59.170]  I went to see it last night, and I would say, and I'm not going to give away anything, I'll just tell you that in terms of the movie, it was almost exactly a remake of the very first Star Wars, what they call now Episode 4.
[03:12:00.330 --> 03:12:03.332]  Just things were changed, but done really, really well.
[03:12:03.352 --> 03:12:09.554]  It was very enjoyable as a popcorn film, as a blockbuster film, extremely well made film.
[03:12:10.134 --> 03:12:11.415]  But everything has just changed a little bit.
[03:12:11.435 --> 03:12:13.076]  You've all seen the droid going around.
[03:12:13.116 --> 03:12:14.297]  So that's the kind of thing.
[03:12:14.337 --> 03:12:19.140]  They replaced R2-D2 with a droid that has a rolling bottom and a stationary head.
[03:12:19.240 --> 03:12:20.120]  You know, that type of thing.
[03:12:20.661 --> 03:12:22.522]  So that kind of runs all the way through.
[03:12:22.642 --> 03:12:25.684]  All the different archetypes, the storyline is essentially the same.
[03:12:25.724 --> 03:12:28.645]  They just played musical chairs with the characters.
[03:12:29.846 --> 03:12:31.507]  There's not really anything geopolitical in it.
[03:12:31.527 --> 03:12:32.308]  We're going to talk about
[03:12:33.154 --> 03:12:40.861]  The geopolitical aspects of the prequels, and we've got a report of Alex breaking that down, and he did that well before the mainstream media is doing it.
[03:12:40.921 --> 03:12:46.565]  Now people understand that false flag narrative, and now they see the parallels in it.
[03:12:46.586 --> 03:12:49.648]  But Alex broke that down, and we're going to play that report here in just a moment.
[03:12:49.728 --> 03:12:51.890]  I will say, this is not a spoiler alert.
[03:12:51.930 --> 03:12:53.832]  This is something you'll see from the very beginning.
[03:12:54.472 --> 03:13:00.098]  Uh, what they've done is a role reversal with the main characters in the film, uh, the male and the female character.
[03:13:00.118 --> 03:13:10.668]  Uh, they've made the male character very, uh, empathetic, uh, very sensitive, uh, and really not much of a fighter, whereas the female is really a superwoman.
[03:13:11.369 --> 03:13:15.091]  And this is really pushing this narrative that we see coming from Hollywood all the time.
[03:13:15.411 --> 03:13:20.654]  It coincides incidentally and coincidentally, some would say, with pushing women in combat.
[03:13:20.674 --> 03:13:27.198]  You have to ask yourself is art imitating life or is Hollywood pushing an agenda along with the government?
[03:13:27.218 --> 03:13:33.801]  Of course we know the government has used Hollywood to press all kinds of agendas, to do predictive programming for us.
[03:13:34.382 --> 03:13:37.043]  That is certainly something that runs through this.
[03:13:37.223 --> 03:13:38.224]  I would say the best
[03:13:39.185 --> 03:13:44.231]  She's also the best actor, but she is certainly the strongest character in this movie.
[03:13:44.811 --> 03:13:53.722]  Let's go to Alex Jones breaking down the original series in this, because although this one looks really, really good, it doesn't look like a computer game.
[03:13:54.102 --> 03:13:57.744]  Especially when you've seen computer games technology increase.
[03:13:57.764 --> 03:13:59.045]  You go back and you look at the prequels.
[03:13:59.385 --> 03:14:03.047]  They really look, starting to look like a very cheap video game.
[03:14:03.427 --> 03:14:06.568]  But they did have more interesting storyline in it than this one does.
[03:14:06.628 --> 03:14:10.070]  As I said, this one is simply an action blockbuster film.
[03:14:10.430 --> 03:14:11.491]  Not a lot of depth to it.
[03:14:11.511 --> 03:14:13.132]  It's very much like the very first one.
[03:14:13.532 --> 03:14:16.513]  But Alex is going to break down what was really behind the prequels.
[03:14:16.554 --> 03:14:17.194]  Here's that report.
[03:14:18.450 --> 03:14:22.772]  Well, the long-anticipated Star Wars movie is finally in theaters.
[03:14:23.152 --> 03:14:29.295]  And you know, without question, the Star Wars movies have had a huge impact on popular culture.
[03:14:29.455 --> 03:14:41.341]  And George Lucas, the creator of Star Wars, says that deep down, everyone knows that the greatest threat to liberty isn't the average criminal on the street, but the monolithic, all-powerful state.
[03:14:42.001 --> 03:14:43.442]  The New World Order.
[03:14:43.882 --> 03:14:48.885]  The human desire to resist tyranny is one of the strongest drives we have.
[03:14:49.246 --> 03:14:53.588]  George Lucas did a really good job of portraying that in his movies.
[03:14:53.889 --> 03:15:08.237]  For example, Star Wars Episode 3, The Revenge of the Sith, well, it's about as sci-fi as you can get, but it mirrors reality, and it details the psychology of government-sponsored terrorism as a tool of empire.
[03:15:09.098 --> 03:15:10.139]  Emperor Palpatine
[03:15:11.079 --> 03:15:14.061]  Was a little-known senator from Nauvoo, small planet.
[03:15:14.341 --> 03:15:17.263]  He finances terrorists to attack the planet.
[03:15:17.623 --> 03:15:26.608]  And then he plays victim and says that the pacifist republic isn't doing enough to help him with the terrorist invasion, the Trade Federation invasion.
[03:15:27.168 --> 03:15:29.130]  Who even speak in Chinese accents.
[03:15:29.190 --> 03:15:30.211]  It's all geopolitical.
[03:15:30.952 --> 03:15:38.059]  He then goes and complains and catapults himself in the crisis into the role of Chancellor.
[03:15:38.300 --> 03:15:42.304]  Because, you know, he was the victim but now he demanded something be done.
[03:15:42.344 --> 03:15:43.825]  He'd been a pacifist previously.
[03:15:43.845 --> 03:15:45.006]  Now he's Chancellor.
[03:15:45.307 --> 03:15:45.767]  Episode 2.
[03:15:46.668 --> 03:15:47.929]  Launches terror attacks.
[03:15:48.971 --> 03:15:55.017]  Uh, all over the galaxy with groups he's secretly financing through his backers in the trade federation.
[03:15:55.057 --> 03:15:56.579]  He turns around double crosses in the end.
[03:15:57.140 --> 03:16:01.104]  So basically in the end they knock out all of the people that backed him, which always happens.
[03:16:01.144 --> 03:16:04.188]  Nazi Germany, Soviet Russia, Maoist China, learn from history.
[03:16:05.430 --> 03:16:11.592]  Then in episode, so he uses that to build up the power of the empire in episode two.
[03:16:12.732 --> 03:16:16.093]  And now he's got this big imperial army, but it's not imperial yet.
[03:16:16.513 --> 03:16:26.176]  But it's the stormtroopers, the outfits, the weapon systems to counter this outside threat run by Count Dooku, the Osama Bin Laden guy that actually works for him and they meet in secret.
[03:16:26.736 --> 03:16:33.178]  Now, in episode three, he launches an attack on the imperial capital himself.
[03:16:33.238 --> 03:16:34.639]  He launches an attack on New York.
[03:16:35.580 --> 03:16:43.764]  And then he gets captured, and then he sets up Count Dooku to get killed, and then he seduces to the dark side Anakin Skywalker to make him Darth Vader.
[03:16:44.484 --> 03:16:58.670]  And in the end, he then sets up, after he has the police state in place, he sets up the Jedi and says they're terrorists, and has the anti-terror forces go in and wipe them out, and then he says he's launching a global intergalactic war to bring peace.
[03:16:59.977 --> 03:17:03.280]  Now, the media could not understand.
[03:17:03.320 --> 03:17:03.500]  Wait.
[03:17:03.520 --> 03:17:04.882]  And they actually wrote articles.
[03:17:04.962 --> 03:17:06.843]  Emperor Palpatine's attacking himself?
[03:17:06.903 --> 03:17:07.804]  It makes no sense.
[03:17:09.085 --> 03:17:12.008]  Adults cannot understand children-level ideas.
[03:17:12.549 --> 03:17:12.869]  Okay?
[03:17:13.349 --> 03:17:14.991]  Child-level ideas.
[03:17:15.191 --> 03:17:16.833]  Child-level.
[03:17:16.893 --> 03:17:24.299]  Now, Star Wars The Force Awakens is the new film now in theaters, this time produced by Disney and directed by J.J.
[03:17:24.440 --> 03:17:24.780]  Abrams.
[03:17:24.960 --> 03:17:33.064]  And it continues the cinematic saga of an interplanetary civilization's struggles with galactic war and tyranny.
[03:17:33.304 --> 03:17:46.251]  The plot of the new Star Wars movie frighteningly resembles modern-day America, as global warfare driven by a planetary empire thrusts the world into a militarized police state.
[03:17:46.531 --> 03:17:49.853]  Once again, science fiction mirrors reality.
[03:17:50.173 --> 03:17:51.373]  InfoWars.com
[03:17:53.749 --> 03:17:58.876]  A great report by Dan McBrain using Alex Jones's breakdown and analysis of what was going on.
[03:17:58.896 --> 03:18:10.351]  And of course, who would imagine that we've got a government that creates and finances terrorist surrogates so they can then establish their authoritarian government on top of that.
[03:18:10.851 --> 03:18:13.132]  That was what was really excellent about the prequels.
[03:18:13.172 --> 03:18:16.054]  Again, this one, however, begins a new tradition.
[03:18:16.834 --> 03:18:21.897]  The director did a great job of recreating the very first Star Wars.
[03:18:22.017 --> 03:18:28.500]  But again, it's got a lot of women in combat, which is really the key action figure.
[03:18:28.580 --> 03:18:32.762]  They've shifted things around so that Luke Skywalker is now female, essentially, folks.
[03:18:33.323 --> 03:18:35.404]  That's what they've done in terms of shifting characters.
[03:18:36.124 --> 03:18:46.406]  And you know what they're doing with the War on Terror, running both sides of this, we've reported on this over and over again here at InfoWars, they're also doing when it comes to Washington.
[03:18:46.886 --> 03:18:52.087]  That's what's behind this budget deal and we're going to break that down in a great deal of detail as well.
[03:18:52.487 --> 03:18:59.948]  You can see however how the close establishment of elites in both parties have exactly the same agenda.
[03:19:00.148 --> 03:19:01.489]  It's a very authoritarian agenda.
[03:19:01.509 --> 03:19:02.689]  When we look at what they're pushing,
[03:19:03.269 --> 03:19:07.770]  On this bill that just got run through that they gave nobody any time to take a look at.
[03:19:07.790 --> 03:19:10.551]  We're going to play some comments from Senator Sessions.
[03:19:10.591 --> 03:19:11.891]  He really breaks this down.
[03:19:11.951 --> 03:19:13.512]  I really appreciate his honesty.
[03:19:13.552 --> 03:19:28.096]  He's, more than anybody else, he took a look at what was behind the Trans-Pacific, Trans-Atlantic partnerships when they were running through the TPA, the fast-track authorization for this, subverting the constitutional process.
[03:19:28.736 --> 03:19:29.116]  We're good.
[03:19:45.021 --> 03:19:47.144]  Boy, that sounds like Star Wars, doesn't it?
[03:19:47.265 --> 03:19:47.505]  Yeah.
[03:19:47.745 --> 03:19:48.687]  And you know what they're trying to do?
[03:19:48.747 --> 03:19:51.671]  They're trying to establish a global dictatorship.
[03:19:52.131 --> 03:19:58.080]  So we're going to break down what's behind this, what's behind the betrayal of the American people by both party leaders.
[03:19:58.120 --> 03:19:59.162]  When we come back, stay with us.
[03:20:09.306 --> 03:20:19.913]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[03:20:20.194 --> 03:20:24.116]  There's something that is changing thousands of people's lives, and you could be one of them.
[03:20:24.377 --> 03:20:26.198]  It's called Heart and Body Extract.
[03:20:26.538 --> 03:20:31.982]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[03:20:32.162 --> 03:20:41.947]  What happens with the Formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[03:20:42.168 --> 03:20:48.431]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[03:20:48.671 --> 03:20:51.993]  It can also work on balancing the circulation for diabetics.
[03:20:52.013 --> 03:20:53.834]  So the body is an amazing thing.
[03:20:54.074 --> 03:20:57.176]  It simply needs some help so it has the tools to heal itself.
[03:20:57.196 --> 03:20:59.339]  Heart and Body Extract gets results.
[03:20:59.679 --> 03:21:02.984]  To order your 2-month supply, call now, toll free at 866-295-5305.
[03:21:03.104 --> 03:21:05.067]  Order online at HBExtract.com.
[03:21:08.840 --> 03:21:11.983]  We have been fighting this war tirelessly with you at our side.
[03:21:12.123 --> 03:21:13.284]  Day in and day out.
[03:21:13.484 --> 03:21:16.987]  Exposing the ludicrous lies and criminal operations of the globalists.
[03:21:17.187 --> 03:21:19.168]  And we're starting to see big effects.
[03:21:19.489 --> 03:21:21.050]  And the word is getting out.
[03:21:21.390 --> 03:21:23.292]  The globalists want to make us dependent.
[03:21:23.472 --> 03:21:26.895]  And as Napoleon famously said, an army marches on its stomach.
[03:21:27.215 --> 03:21:30.758]  Ammunition, food and supplies form the backbone of any offensive.
[03:21:31.038 --> 03:21:32.179]  Including the Info War.
[03:21:32.699 --> 03:21:35.662]  And our enemies admit they're losing the Info War.
[03:21:35.902 --> 03:21:39.465]  We are in an information war, and we are losing that war.
[03:21:39.645 --> 03:21:45.931]  With this in mind, we have held strong to our principles and the decision to refuse any money from globalists or government.
[03:21:46.151 --> 03:21:52.897]  We are funding our crusade against tyranny the old-fashioned way, with pure free-market, free-will capitalism.
[03:21:53.137 --> 03:22:02.463]  Visit Infowarsstore.com today or call 888-253-3139 and take advantage of free shipping right through December 18th and get your order before Christmas.
[03:22:02.863 --> 03:22:08.067]  May God bless you and your family and keep us strong as we forge ahead in this battle for humanity.
[03:22:08.723 --> 03:22:12.084]  We've had an amazing year here at Supernatural Silver.
[03:22:12.264 --> 03:22:21.646]  We've truly enjoyed the fantastic response from thousands of people as they've tried our extraordinary product, and we're thrilled at the life-changing results people have.
[03:22:22.006 --> 03:22:30.008]  Our company email is continually full of happy, satisfied customers who thank us for the help they've received from Supernatural Silver.
[03:22:30.168 --> 03:22:33.609]  This holiday season, as you think of gifts to give your loved ones,
[03:22:33.849 --> 03:22:36.153]  Consider giving Supernatural Silver.
[03:22:36.413 --> 03:22:39.117]  A gift that can help provide good health and wellness.
[03:22:39.397 --> 03:22:42.962]  A gift that can change lives and make a real difference.
[03:22:43.223 --> 03:22:50.173]  In a world where we are constantly exposed to dangerous health threats, give yourself and your loved ones a fighting chance.
[03:22:50.633 --> 03:22:52.415]  Give Supernatural Silver.
[03:22:52.555 --> 03:22:58.861]  Go to SupernaturalSilver.com and use the promo code HOLIDAY2015 for 20% off.
[03:22:59.061 --> 03:23:03.806]  And this holiday season, we wish you and yours the blessings of peace and good health.
[03:23:03.986 --> 03:23:07.410]  From all of us here at SupernaturalSilver.com.
[03:23:08.689 --> 03:23:11.872]  Winter has just begun, and are you already tired of being cold?
[03:23:12.272 --> 03:23:14.094]  How would you like to never be cold again?
[03:23:14.114 --> 03:23:20.759]  This is Dale with Fortress Clothing, and I'm here to tell you, you will never be cold again with Fortress.
[03:23:21.525 --> 03:23:30.829]  If you're tired of freezing your butt off, elk hunting, sitting in a tree stand deer hunting, winter camping, fishing, ice fishing, no longer fear the cold.
[03:23:31.389 --> 03:23:34.790]  If you snowmobile, ski, snowboard, get Fortress.
[03:23:35.430 --> 03:23:41.533]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[03:23:42.053 --> 03:23:50.416]  If you're stuck outside working in the cold or find yourself in an emergency situation, get our winter bug out bag and you will never be cold again.
[03:23:50.916 --> 03:23:54.822]  Fortress is the answer, so quit complaining and go to FortressClothing.com.
[03:23:55.082 --> 03:23:57.826]  It's a mid-layer garment that goes with anything you want to wear.
[03:23:58.286 --> 03:24:01.932]  Enter coupon code RADIO and get 20% off any item.
[03:24:02.352 --> 03:24:04.275]  Go now while we still have inventory.
[03:24:04.655 --> 03:24:05.597]  FortressClothing.com
[03:24:23.540 --> 03:24:27.903]  Welcome back to the Alex Jones Show.
[03:24:27.943 --> 03:24:28.943]  I'm David Knight, your host.
[03:24:29.064 --> 03:24:32.205]  We're going to take a look at this OmniBust bill.
[03:24:32.225 --> 03:24:35.367]  Put the T on it because they're going to bust America with this.
[03:24:35.387 --> 03:24:36.628]  They're going to bust us financially.
[03:24:36.648 --> 03:24:38.369]  They're going to bust our borders.
[03:24:38.409 --> 03:24:40.250]  They're going to bust our privacy.
[03:24:40.810 --> 03:24:42.491]  It has so many different aspects in it.
[03:24:42.752 --> 03:24:44.192]  Funding Planned Parenthood 100%.
[03:24:44.893 --> 03:24:46.674]  Everything is in this.
[03:24:46.694 --> 03:24:47.915]  A 1.8 trillion dollar bill.
[03:24:48.735 --> 03:24:52.520]  I was interested to see the reactions of Rush Limbaugh.
[03:24:52.540 --> 03:24:56.405]  It was his commentary on it that was pointed to by the Drudge Report.
[03:24:56.505 --> 03:24:57.887]  This is Mr. GOP.
[03:24:57.987 --> 03:25:02.873]  And what he had said was, why don't we just disband the GOP if they're going to do this kind of thing.
[03:25:02.913 --> 03:25:04.094]  Let me read you his comment here.
[03:25:04.795 --> 03:25:07.238]  He said this was out and out, in our face, lying.
[03:25:07.278 --> 03:25:11.423]  I'm going to play the clip from Senator Sessions where he says exactly the same thing.
[03:25:11.463 --> 03:25:14.467]  He said, we had, we understood the problems of the border.
[03:25:14.507 --> 03:25:16.770]  We thought maybe we had a chance with this new leadership.
[03:25:17.451 --> 03:25:22.637]  We made some improvements to try to pull some things back, to try to stop some of the things Obama is doing.
[03:25:22.878 --> 03:25:23.619]  Those were shut down.
[03:25:24.099 --> 03:25:29.505]  Uh, we got word that there was going to be some things put in there for the corporations, and then we got assurances that those were not in there.
[03:25:29.545 --> 03:25:31.147]  He goes, they lied to our face.
[03:25:31.528 --> 03:25:34.011]  Lied to the face of the Senators, not just to the voters.
[03:25:34.451 --> 03:25:40.238]  Gave them these assurances, and then Senator Sessions says, and then at 2 a.m., 2 a.m.
[03:25:40.358 --> 03:25:43.461]  in the morning, they dropped this bill on us, and he goes, it's all there.
[03:25:44.062 --> 03:25:45.103]  They just lied to us.
[03:26:14.962 --> 03:26:16.363]  There is no Republican Party.
[03:26:16.383 --> 03:26:19.604]  He said, you know, we don't even need a Republican Party if they're going to do this.
[03:26:19.924 --> 03:26:20.245]  I agree.
[03:26:20.605 --> 03:26:20.925]  I agree.
[03:26:21.305 --> 03:26:23.186]  You know, just elect Democrats.
[03:26:23.406 --> 03:26:24.766]  Disband the Republican Party.
[03:26:24.987 --> 03:26:25.927]  Let the Democrats run it.
[03:26:26.307 --> 03:26:28.128]  Because that's what's happening anyway.
[03:26:28.548 --> 03:26:35.311]  And these same Republican leaders doing this can't for the life of them figure out why Donald Trump has all the support he has?
[03:26:35.551 --> 03:26:37.332]  They really can't figure this out?
[03:26:38.272 --> 03:26:42.934]  Now, let me read you something else that Rush said in this, which I think is very enlightening.
[03:26:44.158 --> 03:26:50.039]  At the beginning of the transcript, he says, it's not all Republican caving, understand?
[03:26:50.079 --> 03:26:54.380]  He says, a lot of it is Republican fealty and loyalty to some of their donors.
[03:26:55.080 --> 03:26:55.840]  Yeah, OK.
[03:26:56.140 --> 03:26:56.700]  Think about that.
[03:26:56.780 --> 03:26:58.020]  Hold that word, fealty.
[03:26:58.040 --> 03:26:59.281]  There's a lot of truth in that.
[03:26:59.321 --> 03:27:02.941]  I don't know if Rush is criticizing this or not.
[03:27:02.981 --> 03:27:05.022]  I'd have to go back and listen to his tone.
[03:27:05.782 --> 03:27:10.682]  But he points out these people have donated money, and so they expect these favors back.
[03:27:10.702 --> 03:27:12.083]  So this is fealty.
[03:27:12.543 --> 03:27:13.003]  Fealty.
[03:27:13.883 --> 03:27:15.544]  Remember where that comes from, okay?
[03:27:15.724 --> 03:27:18.005]  That's the essence of crony capitalism.
[03:27:18.465 --> 03:27:28.009]  Fealty is a medieval term, a feudalism term, and that's what they are pushing us back into, is a kind of global feudalism.
[03:27:28.029 --> 03:27:31.530]  When they negotiate these trade partnerships, they're selling this as free trade.
[03:27:31.570 --> 03:27:32.651]  It's not free trade, folks.
[03:27:33.231 --> 03:27:33.971]  It's not free trade.
