[00:00.000 --> 00:01.720]  This is InfoWars, right?
[02:18:09.520 --> 02:18:12.520]  Germans make really good cars.
[02:18:12.520 --> 02:18:14.520]  I think the Japanese make better ones.
[02:18:14.520 --> 02:18:17.520]  Germans had a really cool leader at one time.
[02:18:17.520 --> 02:18:18.520]  Oh, my God.
[02:18:18.520 --> 02:18:25.520]  Look, I drive mainly American cars, but when it comes to company cars, it's a couple of toyotas because the damn things don't break.
[02:18:25.520 --> 02:18:27.520]  I mean, it is ridiculous.
[02:18:27.520 --> 02:18:31.520]  You know, the Japanese bitch to the globalist groups, they want to make light bulbs go 100 years.
[02:18:31.520 --> 02:18:32.520]  They want to make cars never break.
[02:18:32.520 --> 02:18:33.520]  You know, they can do that.
[02:18:33.520 --> 02:18:34.520]  The Japanese are pissed.
[02:18:34.520 --> 02:18:36.520]  That's why they've not said they're for electric cars.
[02:18:36.520 --> 02:18:38.520]  They go, these don't work.
[02:18:38.520 --> 02:18:39.520]  It takes more carbon.
[02:18:39.520 --> 02:18:40.520]  Why are you doing this?
[02:18:40.520 --> 02:18:42.520]  That's what needs to be broken.
[02:18:42.520 --> 02:18:43.520]  You get what I'm saying?
[02:18:43.520 --> 02:18:51.520]  It's like, I want to say with Ben Shapiro, he was so disrespectful to his employee, Candace Owens, for speaking out against me.
[02:18:51.520 --> 02:18:55.520]  And that just showed you another level of this kind of control that's out there.
[02:18:55.520 --> 02:18:56.520]  No, I agree.
[02:18:56.520 --> 02:18:57.520]  I like Candace.
[02:18:57.520 --> 02:18:58.520]  She has a lot of courage.
[02:18:58.520 --> 02:18:59.520]  She's a really smart, beautiful lady.
[02:18:59.520 --> 02:19:01.520]  She's really defended you.
[02:19:01.520 --> 02:19:04.520]  But I mean, are you saying Ben Shapiro's got her on a leash?
[02:19:04.520 --> 02:19:09.520]  I think it's pretty obvious.
[02:19:09.520 --> 02:19:12.520]  You know, as our Paul Watson, we didn't launch her.
[02:19:12.520 --> 02:19:15.520]  She deserved it, but implores launch Candace Owens.
[02:19:15.520 --> 02:19:16.520]  Yes.
[02:19:16.520 --> 02:19:19.520]  But everyone is still controlled by the Jewish media.
[02:19:19.520 --> 02:19:22.520]  We need to serve Christ first.
[02:19:22.520 --> 02:19:23.520]  Christ first.
[02:19:23.520 --> 02:19:24.520]  Everyone.
[02:19:24.520 --> 02:19:25.520]  Period.
[02:19:25.520 --> 02:19:26.520]  Okay.
[02:19:26.520 --> 02:19:27.520]  But you say the Jewish media.
[02:19:27.520 --> 02:19:28.520]  Let me just bring up a real world example.
[02:19:28.520 --> 02:19:30.520]  I'm not just, I'm trying to get the figure.
[02:19:30.520 --> 02:19:31.520]  I only met Matt Drudge once.
[02:19:31.520 --> 02:19:33.520]  He came here, hung out a few hours and went to dinner.
[02:19:33.520 --> 02:19:34.520]  He's Jewish.
[02:19:34.520 --> 02:19:35.520]  I never asked for anything.
[02:19:35.520 --> 02:19:36.520]  He never told me what to do.
[02:19:36.520 --> 02:19:40.520]  He only sent a few emails here and there to writers saying, Hey, you know,
[02:19:40.520 --> 02:19:42.520]  when you break something, email it to me.
[02:19:42.520 --> 02:19:45.520]  And he was a Jewish guy that totally helped us go to the next level.
[02:19:45.520 --> 02:19:48.520]  We would have been successful without him, but he, he liked super charged it.
[02:19:48.520 --> 02:19:51.520]  Then suddenly he flips the other side, never talked to him again.
[02:19:51.520 --> 02:19:53.520]  And his website's like a Democrat hellscape.
[02:19:53.520 --> 02:19:57.520]  But I'm just saying it's like, I've known a lot of Jews in my life and I didn't
[02:19:57.520 --> 02:19:59.520]  have the Hollywood experience you had.
[02:19:59.520 --> 02:20:05.520]  Actually, all the Jews in my life overall were very nice people is all I'm saying.
[02:20:05.520 --> 02:20:08.520]  I'm, I'm actually tired of hearing about the Jews.
[02:20:08.520 --> 02:20:09.520]  Like I love them.
[02:20:09.520 --> 02:20:12.520]  Honestly, I don't even care that much.
[02:20:12.520 --> 02:20:15.520]  You know, but we spent the last three out two hours talking about them.
[02:20:15.520 --> 02:20:16.520]  Cause it's fun.
[02:20:16.520 --> 02:20:17.520]  It's fun.
[02:20:17.520 --> 02:20:18.520]  You don't want to hear about them.
[02:20:18.520 --> 02:20:21.520]  We want to talk about them all because being canceled is fun because we're
[02:20:21.520 --> 02:20:23.520]  showing you guys the extent that you can go, right?
[02:20:23.520 --> 02:20:27.520]  Cause everything at this point that you do proves my point.
[02:20:27.520 --> 02:20:28.520]  Watch this.
[02:20:28.520 --> 02:20:34.520]  If I say death con three and then you cancel all of my deals, you proved
[02:20:34.520 --> 02:20:36.520]  exactly why I needed to go deaf con.
[02:20:36.520 --> 02:20:37.520]  No, no, I agree with what you said.
[02:20:37.520 --> 02:20:38.520]  Let me stop you.
[02:20:38.520 --> 02:20:41.520]  Cause James Chappelle Alex, Alex, let me channel.
[02:20:41.520 --> 02:20:42.520]  All right.
[02:20:42.520 --> 02:20:43.520]  Channel.
[02:20:43.520 --> 02:20:44.520]  All right.
[02:20:44.520 --> 02:20:48.520]  If, if, if I, uh, and Dave Chappelle works for the Jews anyway.
[02:20:48.520 --> 02:20:52.520]  So if, if I say, uh, now I forgot what I had to say, let me meditate.
[02:20:52.520 --> 02:20:53.520]  Let me get into a place.
[02:20:53.520 --> 02:20:54.520]  I'm sorry.
[02:20:54.520 --> 02:20:55.520]  Go ahead.
[02:20:55.520 --> 02:20:56.520]  Love you, brother.
[02:20:56.520 --> 02:20:57.520]  Uh, Jesus is king.
[02:20:57.520 --> 02:21:03.520]  Um, if I say, if I go on this, on this interview and I say, I love Hitler.
[02:21:03.520 --> 02:21:09.520]  And then they go and 51 50 me and try to lobotomize me.
[02:21:09.520 --> 02:21:13.520]  Like we saw Harley pass and I do, or they put me in prison.
[02:21:13.520 --> 02:21:15.520]  It just proves what I'm saying.
[02:21:15.520 --> 02:21:18.520]  And it's going to spark the high schools.
[02:21:18.520 --> 02:21:19.520]  It's going to spark the grammar.
[02:21:19.520 --> 02:21:23.520]  School is going to spark the colleges that say enough is enough.
[02:21:23.520 --> 02:21:27.520]  It doesn't matter how on the spectrum you think I am.
[02:21:27.520 --> 02:21:29.520]  I have the right to speak out loud.
[02:21:29.520 --> 02:21:31.520]  That is our first amendment.
[02:21:31.520 --> 02:21:38.520]  And it's a shame that you have to be considered to be on the spectrum to have enough courage
[02:21:38.520 --> 02:21:40.520]  to speak out loud.
[02:21:40.520 --> 02:21:42.520]  I do love my family, right?
[02:21:42.520 --> 02:21:46.520]  But I looked at every possible outcome.
[02:21:46.520 --> 02:21:49.520]  I've practiced Chinese water torture on myself.
[02:21:49.520 --> 02:21:54.520]  I would, I would like skip along Malibu in front of my house and sing.
[02:21:54.520 --> 02:21:59.520]  When the Cleans come to kill me, how is it going to be?
[02:21:59.520 --> 02:22:02.520]  What are they going to do to kill me?
[02:22:02.520 --> 02:22:03.520]  Wait a second.
[02:22:03.520 --> 02:22:05.520]  Netton, what do you have to say about this?
[02:22:05.520 --> 02:22:10.520]  Netton, don't want to say Netton.
[02:22:10.520 --> 02:22:13.520]  What I'm trying to get at here is yay.
[02:22:13.520 --> 02:22:20.520]  That I don't think the father of the future revolution against tyranny is Hitler.
[02:22:20.520 --> 02:22:22.520]  Hitler said a coming man was coming.
[02:22:22.520 --> 02:22:26.520]  It would be the next Hitler that would destroy the New World Order and the whole system.
[02:22:26.520 --> 02:22:27.520]  He wanted his own New World Order.
[02:22:27.520 --> 02:22:29.520]  He thought it would come out of America.
[02:22:29.520 --> 02:22:31.520]  Do you know about Hitler and his coming man?
[02:22:31.520 --> 02:22:33.520]  No, I don't know about that.
[02:22:33.520 --> 02:22:37.520]  But what we have to, I just think you should not want to be Hitler's coming man.
[02:22:37.520 --> 02:22:38.520]  I didn't say I was.
[02:22:38.520 --> 02:22:40.520]  I don't, I don't really care that much about Hitler.
[02:22:40.520 --> 02:22:41.520]  I love him.
[02:22:41.520 --> 02:22:43.520]  Seems like you just do it as a way to like troll.
[02:22:43.520 --> 02:22:45.520]  No, he seems like a cool guy.
[02:22:45.520 --> 02:22:49.520]  You know, it's like he, you know, it's like he had a really cool outfit and stuff.
[02:22:49.520 --> 02:22:51.520]  And he was a really good architect.
[02:22:51.520 --> 02:22:55.520]  And so you're in love with the, with the, with the, with the, with the look of it.
[02:22:55.520 --> 02:22:57.520]  And he didn't kill six million Jews.
[02:22:57.520 --> 02:22:59.520]  That's just like factually incorrect.
[02:22:59.520 --> 02:23:00.520]  Let's get the Ronald Reagan clip.
[02:23:00.520 --> 02:23:01.520]  They showed me, I'm sorry.
[02:23:01.520 --> 02:23:02.520]  Go ahead.
[02:23:02.520 --> 02:23:03.520]  Ronald Reagan said that too.
[02:23:03.520 --> 02:23:05.520]  Well, I think Hitler did target and kill some people.
[02:23:05.520 --> 02:23:08.520]  I think, you know, I think Obama killed Palestinians.
[02:23:08.520 --> 02:23:10.520]  No, I hear you here.
[02:23:10.520 --> 02:23:11.520]  Here's where I think the frustration is.
[02:23:11.520 --> 02:23:12.520]  And Nick, you can comment on this.
[02:23:12.520 --> 02:23:14.520]  And Obama was not the first black president.
[02:23:14.520 --> 02:23:16.520]  He was another Jewish president.
[02:23:16.520 --> 02:23:21.520]  Americans are tired of hearing that we're Hitler and that we did bad things when we defeated Hitler.
[02:23:21.520 --> 02:23:22.520]  And that's my biggest.
[02:23:22.520 --> 02:23:26.520]  Let's not say his name anymore, only say Christ's name moving forward.
[02:23:26.520 --> 02:23:27.520]  I agree.
[02:23:27.520 --> 02:23:29.520]  I'm tired of hearing I'm a Nazi.
[02:23:29.520 --> 02:23:30.520]  I'm really sick.
[02:23:30.520 --> 02:23:31.520]  I'm not.
[02:23:31.520 --> 02:23:34.520]  But I think by them falsely accusing people, some people are going to become Nazis.
[02:23:34.520 --> 02:23:35.520]  I am.
[02:23:35.520 --> 02:23:36.520]  I am.
[02:23:36.520 --> 02:23:37.520]  Now what?
[02:23:37.520 --> 02:23:38.520]  I am.
[02:23:38.520 --> 02:23:39.520]  Now what?
[02:23:39.520 --> 02:23:40.520]  Now I'm a Nazi aria manual.
[02:23:40.520 --> 02:23:41.520]  Isn't that what it said?
[02:23:41.520 --> 02:23:42.520]  Because this is the thing.
[02:23:42.520 --> 02:23:43.520]  You're doubling down.
[02:23:43.520 --> 02:23:44.520]  Look, look, look, Alex, I love you.
[02:23:44.520 --> 02:23:46.520]  Do not cut this rant rant off.
[02:23:46.520 --> 02:23:47.520]  Not your life.
[02:23:47.520 --> 02:23:48.520]  Right here.
[02:23:48.520 --> 02:23:49.520]  Okay.
[02:23:49.520 --> 02:23:54.520]  We're in America, we get our history stolen from us and we're all made to slaves.
[02:23:54.520 --> 02:23:58.520]  The Native Americans and the ones brought over on Jewish slave boats, right?
[02:23:58.520 --> 02:24:01.520]  And then we're so-called free, but we're never free.
[02:24:01.520 --> 02:24:06.520]  And we're Republican, but then we're turned to Democrats at the MLK JFK time, right?
[02:24:06.520 --> 02:24:09.520]  And we're told we're black and they made songs that said, say it loud.
[02:24:09.520 --> 02:24:10.520]  Say it loud.
[02:24:10.520 --> 02:24:12.520]  I'm black and I'm proud.
[02:24:12.520 --> 02:24:13.520]  Say it loud.
[02:24:13.520 --> 02:24:14.520]  I'm black and I'm proud.
[02:24:14.520 --> 02:24:17.520]  And then crack came and the rappers started saying, what's up my nigga?
[02:24:17.520 --> 02:24:18.520]  I'm a nigga.
[02:24:18.520 --> 02:24:19.520]  I'm a nigga.
[02:24:19.520 --> 02:24:20.520]  You a nigga.
[02:24:20.520 --> 02:24:21.520]  Okay.
[02:24:21.520 --> 02:24:22.520]  I'm a nigga then.
[02:24:22.520 --> 02:24:23.520]  Wait a second.
[02:24:23.520 --> 02:24:24.520]  I thought nigga was bad a second ago.
[02:24:24.520 --> 02:24:25.520]  No, a nigga is fine.
[02:24:25.520 --> 02:24:27.020]  That's what the feds told us to call ourselves.
[02:24:27.020 --> 02:24:30.520]  And then even Beyonce, we never thought she called herself a bitch.
[02:24:30.520 --> 02:24:33.520]  Missy said, hey, I'm a bitch.
[02:24:33.520 --> 02:24:34.520]  Everyone says I'm a bitch.
[02:24:34.520 --> 02:24:35.520]  Okay.
[02:24:35.520 --> 02:24:36.520]  Now our black women are bitches.
[02:24:36.520 --> 02:24:38.520]  So we're bitches and niggas now, right?
[02:24:38.520 --> 02:24:39.520]  I'm a, I'm a nigga.
[02:24:39.520 --> 02:24:40.520]  You a bitch.
[02:24:40.520 --> 02:24:41.520]  I've even said this in my reps.
[02:24:41.520 --> 02:24:45.520]  So I wake up and I look at the, I look at my phone and they say, yeah, he's an anti-semitic.
[02:24:45.520 --> 02:24:47.520]  So I said, okay.
[02:24:47.520 --> 02:24:49.520]  Well, I'm an anti-semitic.
[02:24:49.520 --> 02:24:52.520]  No, you said you said I'm an anti-semitic.
[02:24:52.520 --> 02:24:53.520]  Get it?
[02:24:53.520 --> 02:24:56.520]  You understand what I'm saying?
[02:24:56.520 --> 02:24:59.520]  Bring in the clowns.
[02:24:59.520 --> 02:25:01.520]  There will be clowns.
[02:25:01.520 --> 02:25:04.520]  I tell you what, let's play that Frank Sinatra clip for a minute.
[02:25:04.520 --> 02:25:07.520]  Let's get Owen Troyer and Ollie to have some comments, final comments here.
[02:25:07.520 --> 02:25:09.520]  Are you going to push that jet back?
[02:25:09.520 --> 02:25:11.520]  You got to get out of here.
[02:25:11.520 --> 02:25:13.520]  I got to get out of here.
[02:25:13.520 --> 02:25:14.520]  They already pushed the jet back.
[02:25:14.520 --> 02:25:16.520]  Try to stop us from getting here in the first time.
[02:25:16.520 --> 02:25:17.520]  Can you tell them what happened?
[02:25:17.520 --> 02:25:18.520]  Folks don't know.
[02:25:18.520 --> 02:25:19.520]  Tell them about that.
[02:25:19.520 --> 02:25:20.520]  Yeah.
[02:25:20.520 --> 02:25:23.520]  We had to have the plane turn around midair because there was a issue.
[02:25:23.520 --> 02:25:29.520]  There was some issue with the plane.
[02:25:29.520 --> 02:25:31.520]  You said that it happened before.
[02:25:31.520 --> 02:25:35.520]  No, that was the first time it happened with me, but we were up in the air 20 minutes out
[02:25:35.520 --> 02:25:37.520]  and then there was some kind of big alarm.
[02:25:37.520 --> 02:25:41.520]  We had to turn the plane around and land and yay said, oh, you're, he's not even going
[02:25:41.520 --> 02:25:42.520]  to believe me.
[02:25:42.520 --> 02:25:45.520]  He said, Alex isn't going to believe me because I guess it didn't happen the first time.
[02:25:45.520 --> 02:25:46.520]  Yeah.
[02:25:46.520 --> 02:25:47.520]  We tried to get the show together.
[02:25:47.520 --> 02:25:48.520]  Yeah.
[02:25:48.520 --> 02:25:50.520]  So, but that last time we had it again.
[02:25:50.520 --> 02:25:51.520]  Yeah.
[02:25:51.520 --> 02:25:53.520]  So there was some seal on the door that was broken and so we were.
[02:25:53.520 --> 02:25:55.520]  Well, you don't want to depressurize the cabin.
[02:25:55.520 --> 02:25:56.520]  Yeah.
[02:25:56.520 --> 02:25:59.520]  Now we wanted to go down safely, not like, you know, crashing a mountain or something.
[02:25:59.520 --> 02:26:05.520]  So which I'm not afraid of whatever way you guys want to choose to, you know, take me
[02:26:05.520 --> 02:26:06.520]  out or whatever.
[02:26:06.520 --> 02:26:07.520]  I'm not afraid anything.
[02:26:07.520 --> 02:26:09.520]  I'm only afraid of God.
[02:26:09.520 --> 02:26:14.520]  One thing I want to say to all of you guys is no one still stepped up other than John
[02:26:14.520 --> 02:26:19.520]  Stewart to say, Hey, he was upset about the practices.
[02:26:19.520 --> 02:26:22.520]  The contracts are still not changed.
[02:26:22.520 --> 02:26:26.520]  So you could do whatever you want to do and say whatever you want about me.
[02:26:26.520 --> 02:26:27.520]  We don't like his mask.
[02:26:27.520 --> 02:26:29.520]  We don't like everyone likes the jacket.
[02:26:29.520 --> 02:26:31.520]  Of course everyone loves the jacket.
[02:26:31.520 --> 02:26:32.520]  Right.
[02:26:32.520 --> 02:26:36.520]  You could say whatever you want about me, you could distract us with this Valenciaga
[02:26:36.520 --> 02:26:37.520]  kind of conversation.
[02:26:37.520 --> 02:26:40.520]  You could distract us with all of these woke ideas.
[02:26:40.520 --> 02:26:42.520]  You can choose your superheroes.
[02:26:42.520 --> 02:26:48.520]  Like, oh, we're going to choose George Floyd instead of the MLKs.
[02:26:48.520 --> 02:26:53.520]  We're going to choose Gaby and Lizzo instead of the Beyonce's.
[02:26:53.520 --> 02:26:58.520]  You can try to create the narrative, but God runs the world and the people are tired
[02:26:58.520 --> 02:27:02.520]  of that people, all the athletes, all of the celebrities.
[02:27:02.520 --> 02:27:04.520]  What I'm saying is I love you guys.
[02:27:04.520 --> 02:27:07.520]  Also, I understand you're all scared.
[02:27:07.520 --> 02:27:10.520]  I understand why you don't want to get your bank accounts frozen.
[02:27:10.520 --> 02:27:11.520]  I get it.
[02:27:11.520 --> 02:27:12.520]  I love you.
[02:27:12.520 --> 02:27:15.520]  I'm not listening to none of y'all because you're all scared.
[02:27:15.520 --> 02:27:19.520]  And you notice the more they pressure whatever the issue is, the more it causes resistance.
[02:27:19.520 --> 02:27:22.520]  Let's play two minutes of Frank Sinatra bring in the clowns.
[02:27:22.520 --> 02:27:24.520]  Got a final comment from Ali Alexander.
[02:27:24.520 --> 02:27:25.520]  Final comment from Roman Schroder.
[02:27:25.520 --> 02:27:27.520]  Final comment from everybody here.
[02:27:27.520 --> 02:27:29.520]  And the good news is you're 10 minutes from the airport.
[02:27:29.520 --> 02:27:30.520]  I know your flight was a tube.
[02:27:30.520 --> 02:27:31.520]  You can push it back.
[02:27:31.520 --> 02:27:33.520]  We've got yay in here with us.
[02:27:33.520 --> 02:27:35.520]  And in the clowns.
[02:27:35.520 --> 02:27:36.520]  Play it.
[02:27:36.520 --> 02:27:37.520]  Here it is.
[02:27:37.520 --> 02:28:03.520]  Here it is.
[02:28:03.520 --> 02:28:29.520]  Here it is.
[02:28:29.520 --> 02:28:55.520]  Here it is.
[02:28:55.520 --> 02:29:21.520]  Here it is.
[02:29:21.520 --> 02:29:47.520]  Here it is.
[02:29:47.520 --> 02:30:14.520]  Here it is.
[02:30:14.520 --> 02:30:36.520]  Here it is.
[02:30:36.520 --> 02:30:43.520]  Here it is.
[02:30:43.520 --> 02:31:05.520]  Here it is.
[02:31:05.520 --> 02:31:07.080]  You know, I'm telling on Elon Musk
[02:31:07.080 --> 02:31:09.880]  to restore the accounts of everybody who was banned.
[02:31:09.880 --> 02:31:12.800]  He said this week that he was gonna give an amnesty
[02:31:12.800 --> 02:31:14.680]  to all the accounts that were banned.
[02:31:14.680 --> 02:31:16.560]  So I would like my account back.
[02:31:16.560 --> 02:31:18.920]  I think that you should get your account back.
[02:31:18.920 --> 02:31:22.000]  I think that Nicholas and Ali should get their accounts back.
[02:31:22.000 --> 02:31:24.760]  And also, you know, for the people that are texting me
[02:31:24.760 --> 02:31:26.480]  and calling me right now saying,
[02:31:26.480 --> 02:31:28.640]  oh, you're Jewish, how could you not, you know,
[02:31:28.640 --> 02:31:32.240]  call out yay for his comments about Jews and Hitler today?
[02:31:32.240 --> 02:31:35.460]  I'm not gonna tell yay what he's allowed to think.
[02:31:35.460 --> 02:31:38.320]  I'm not gonna tell yay what he's allowed to say.
[02:31:38.320 --> 02:31:40.000]  I'm a free speech absolutist.
[02:31:40.000 --> 02:31:43.520]  And if you cannot understand, right,
[02:31:43.520 --> 02:31:44.920]  that this is about free speech.
[02:31:44.920 --> 02:31:47.760]  This is about combating cancel culture
[02:31:47.760 --> 02:31:50.240]  and standing up against the censors
[02:31:50.240 --> 02:31:52.400]  and the cancel culture movement,
[02:31:52.400 --> 02:31:54.600]  then I don't really wanna talk to you.
[02:31:54.600 --> 02:31:56.800]  And this is more than just, you know,
[02:31:56.800 --> 02:31:58.840]  somebody being Jewish, somebody being Christian.
[02:31:58.840 --> 02:32:02.320]  This is about the truth and fighting for free speech.
[02:32:02.320 --> 02:32:05.080]  So I just wanna say that, you know,
[02:32:05.080 --> 02:32:07.600]  I'm here to fight to make sure that yay has a right
[02:32:07.600 --> 02:32:09.760]  to say what he wants to say,
[02:32:09.760 --> 02:32:11.520]  even as a Jewish woman,
[02:32:11.520 --> 02:32:14.440]  because free speech is greater than all of us.
[02:32:14.440 --> 02:32:16.280]  This is what we're fighting for together.
[02:32:16.280 --> 02:32:18.240]  That's right, and we lose that, we lose everything.
[02:32:18.240 --> 02:32:19.560]  All right, Kay, hit you back a little bit later.
[02:32:19.560 --> 02:32:21.080]  Love you, thank you.
[02:32:21.080 --> 02:32:23.160]  You want that piece of paper again?
[02:32:23.160 --> 02:32:28.160]  No, I wanna photograph it and put this version of it online.
[02:32:28.440 --> 02:32:29.880]  Beautiful.
[02:32:29.880 --> 02:32:31.280]  And you gotta leave it like 10 minutes,
[02:32:31.280 --> 02:32:33.280]  so I wanna play.
[02:32:33.280 --> 02:32:34.920]  I gotta leave it now minutes, but it's okay.
[02:32:34.920 --> 02:32:37.200]  You gotta leave now minutes, my way.
[02:32:37.200 --> 02:32:38.960]  But real quick, Ollie Alexander,
[02:32:38.960 --> 02:32:40.560]  first I want to show you, you're gonna come up
[02:32:40.560 --> 02:32:43.280]  in like an hour, 3 p.m. central of the war room.
[02:32:43.280 --> 02:32:45.040]  We'll have highlights of this, everything.
[02:32:45.040 --> 02:32:47.720]  We'll have a post game here, but other comments.
[02:32:47.720 --> 02:32:49.960]  Well, I'll not give my whole plethora here.
[02:32:49.960 --> 02:32:52.080]  I'll save some of that time for the war room
[02:32:52.080 --> 02:32:54.440]  coming up in an hour so that Ollie can speak to.
[02:32:54.440 --> 02:32:55.720]  But you know, one quick thing,
[02:32:55.720 --> 02:32:56.800]  all these people out there saying,
[02:32:56.800 --> 02:32:59.240]  oh, yay's lost his mind, yay's lost his mind.
[02:32:59.240 --> 02:33:01.360]  Again, check yourselves.
[02:33:01.360 --> 02:33:04.000]  We have, we are mutilating children
[02:33:04.000 --> 02:33:05.800]  and calling them trans kids
[02:33:05.800 --> 02:33:08.960]  and calling it gender affirming surgery.
[02:33:08.960 --> 02:33:12.280]  No, yay has not lost his mind, you have.
[02:33:12.280 --> 02:33:15.760]  We have men claiming they can get pregnant.
[02:33:15.760 --> 02:33:19.120]  No, yay has not lost his mind, you have.
[02:33:19.120 --> 02:33:21.560]  We have now open sex trafficking
[02:33:21.560 --> 02:33:23.320]  happening at the southern border
[02:33:23.320 --> 02:33:25.960]  and the White House forcing Border Patrol
[02:33:25.960 --> 02:33:30.640]  to be the final ushers in of the unaccompanied youths
[02:33:30.640 --> 02:33:32.040]  to their pimps.
[02:33:32.040 --> 02:33:34.400]  No, yay has not lost his mind.
[02:33:34.400 --> 02:33:37.320]  We all have for this going on.
[02:33:37.320 --> 02:33:39.480]  Now, when yay talks about wearing
[02:33:39.480 --> 02:33:40.720]  the white lives matter shirt,
[02:33:40.720 --> 02:33:42.440]  and really this is what we're doing here today too,
[02:33:42.440 --> 02:33:44.920]  it's culture jamming, that's what we're doing.
[02:33:44.920 --> 02:33:47.040]  Oh, you can wear a black lives matter shirt,
[02:33:47.040 --> 02:33:49.000]  but you can't wear a white lives matter shirt.
[02:33:49.000 --> 02:33:51.320]  We're ramming their own culture down their throat
[02:33:51.320 --> 02:33:53.080]  and we're finding out that they don't like it.
[02:33:53.080 --> 02:33:55.280]  Same thing with this interview today.
[02:33:55.280 --> 02:33:56.920]  We believe in free speech.
[02:33:56.920 --> 02:33:59.380]  Whether we agree with what each other are saying or not,
[02:33:59.380 --> 02:34:00.800]  we believe in their right to say it.
[02:34:00.800 --> 02:34:02.480]  The exercise of us showing we're here,
[02:34:02.480 --> 02:34:04.200]  we have our own platform and the internet.
[02:34:04.200 --> 02:34:07.480]  Number one story, hands down in the world right now
[02:34:07.480 --> 02:34:09.840]  is this broadcast, because people want free speech.
[02:34:09.840 --> 02:34:12.080]  Great point, 60 second closing comment Owen.
[02:34:12.080 --> 02:34:14.800]  Then Nick Pointes, then Ali Alexander, then you.
[02:34:14.800 --> 02:34:18.320]  Well, I would say, I don't think the story here
[02:34:18.320 --> 02:34:20.840]  with yay should be about anti-Semitism
[02:34:20.840 --> 02:34:22.360]  or Nazis or any of that.
[02:34:22.360 --> 02:34:24.280]  To me, the human interest story is.
[02:34:24.280 --> 02:34:26.160]  I would not just go, you're fine.
[02:34:26.160 --> 02:34:28.120]  But yay, think about what you can do
[02:34:28.120 --> 02:34:29.400]  with your platform right now,
[02:34:29.400 --> 02:34:31.440]  because they want to make that the issue.
[02:34:31.440 --> 02:34:34.560]  Most people say, the whole world,
[02:34:34.560 --> 02:34:36.880]  I'm talking about everybody watching this right now.
[02:34:36.880 --> 02:34:37.720]  That's fine.
[02:34:37.720 --> 02:34:41.440]  We want yay to expose the corruption,
[02:34:41.440 --> 02:34:43.840]  the secrets, the societies like you've been doing.
[02:34:43.840 --> 02:34:46.340]  We want yay to pull the curtain back on Hollywood,
[02:34:46.340 --> 02:34:48.280]  pull the curtain back on Valenciaga,
[02:34:48.280 --> 02:34:49.880]  pull the curtain back on all this stuff.
[02:34:49.880 --> 02:34:51.800]  None of it's sacrosanct.
[02:34:51.800 --> 02:34:53.800]  Everybody should be able to criticize.
[02:34:55.080 --> 02:34:57.000]  I'll cover the rest of my comments later today
[02:34:57.000 --> 02:34:57.840]  on the War Room.
[02:34:57.840 --> 02:35:00.160]  I want to make sure Ali gets a final comment
[02:35:00.160 --> 02:35:01.120]  here before yay leaves.
[02:35:01.120 --> 02:35:02.720]  Here's one more question the crew had.
[02:35:02.720 --> 02:35:04.600]  What about your personal training saying,
[02:35:04.600 --> 02:35:05.600]  your personal trainer saying,
[02:35:05.600 --> 02:35:07.480]  we'll put you in a, it turned out he was in secret
[02:35:07.480 --> 02:35:10.200]  government operations in mind control in Canada admitted it.
[02:35:10.200 --> 02:35:12.720]  Him saying, I'll put you in a mental institution for life.
[02:35:12.720 --> 02:35:13.560]  If you don't shut up.
[02:35:13.560 --> 02:35:14.680]  I mean, I get why you're pissed.
[02:35:14.680 --> 02:35:16.840]  You're not going to be dominated.
[02:35:16.840 --> 02:35:17.680]  Exactly.
[02:35:17.680 --> 02:35:20.720]  You know, I've expressed myself
[02:35:20.720 --> 02:35:24.120]  and I've expressed myself calmly.
[02:35:24.120 --> 02:35:27.640]  And no one's scared anymore.
[02:35:27.640 --> 02:35:31.080]  You guys have beat me to a pulp,
[02:35:31.080 --> 02:35:32.520]  but I'm still alive.
[02:35:33.560 --> 02:35:35.120]  And now I'm not afraid.
[02:35:35.120 --> 02:35:36.800]  You can't threaten me.
[02:35:36.800 --> 02:35:38.480]  You could call me crazy.
[02:35:38.480 --> 02:35:39.880]  You could take the money.
[02:35:39.880 --> 02:35:42.000]  You could take all the supermodels
[02:35:42.000 --> 02:35:44.000]  and don't take the supermodels.
[02:35:48.800 --> 02:35:50.640]  Don't take the supermodels.
[02:35:50.640 --> 02:35:53.240]  Hey, sometimes a waitress is better than a supermodel.
[02:35:53.240 --> 02:35:58.240]  So, but Jesus is king and I love everyone.
[02:36:00.800 --> 02:36:03.400]  This is love speech, Ari.
[02:36:03.400 --> 02:36:06.760]  This is love speech in Jesus name,
[02:36:06.760 --> 02:36:11.160]  the real king of Israel, Jesus Christ.
[02:36:11.160 --> 02:36:12.160]  This is love speech.
[02:36:12.160 --> 02:36:14.640]  I love Jewish people.
[02:36:14.640 --> 02:36:19.280]  I love supermodels.
[02:36:19.280 --> 02:36:23.160]  I, wait a second.
[02:36:23.160 --> 02:36:24.600]  Let's see what Netting loves.
[02:36:25.600 --> 02:36:26.720]  You love Nick Fuentes?
[02:36:26.720 --> 02:36:27.560]  Maybe Hitler.
[02:36:27.560 --> 02:36:29.600]  I'm, I'm, I'm Netting Yahoo.
[02:36:29.600 --> 02:36:31.520]  I ain't never had a supermodel.
