[00:00:00.362 --> 00:00:06.709]  November 22nd, 2019.
[03:09:20.220 --> 03:09:21.980]  They supposedly created it because they stopped it.
[03:09:21.980 --> 03:09:24.921]  Still going on in areas of Africa, but I'm ranting.
[03:09:24.921 --> 03:09:28.923]  The point is, is that the ADL came out with Nike, remember?
[03:09:28.923 --> 03:09:32.464]  And Nike got rid of the shoes that had the American flag on them.
[03:09:34.642 --> 03:09:37.283]  Because the original American flag scared Kaepernick.
[03:09:37.283 --> 03:09:43.586]  Well, the ADL's, the Department of Law Center, now say you can't do the OK sign, which is the international symbol for everything's good.
[03:09:43.586 --> 03:09:45.227]  Underwater, military, you name it.
[03:09:45.227 --> 03:09:46.187]  Everybody knows that.
[03:09:46.187 --> 03:09:47.448]  Now it's the bro fist.
[03:09:47.448 --> 03:09:51.590]  It just means, if anything, I think black folks kind of came up with that, like, hey, let's not shake hands, let's...
[03:09:52.390 --> 03:09:52.870]  Fist bump.
[03:09:52.870 --> 03:09:56.112]  I mean, I know that's where I learned it growing up in Dallas was from black friends of mine.
[03:09:56.112 --> 03:09:56.792]  But does it matter?
[03:09:56.792 --> 03:09:58.273]  The ADL knows that it's not bad.
[03:09:58.273 --> 03:09:59.794]  They know the OK symbol's not bad.
[03:09:59.794 --> 03:10:00.994]  They know the fist bump isn't bad.
[03:10:00.994 --> 03:10:02.835]  They know the Betsy Ross flag isn't bad.
[03:10:02.835 --> 03:10:06.697]  If they can say those things are bad, they can ban anything.
[03:10:06.697 --> 03:10:11.760]  If you can ban the American flag, and you can ban the OK symbol, you can ban a brofist.
[03:10:11.760 --> 03:10:13.300]  Here, give me a brofist, Savannah.
[03:10:13.300 --> 03:10:14.121]  Look how evil we are right now.
[03:10:14.921 --> 03:10:38.254]  If you can ban anything, and I'm going to do a joke thing in the next few weeks, a satire, where I'm going to say white supremacists are using the smiley face, ADL considering banning it, and then I'm going to say, and also the N in the alphabet offends, because it's the first letter of the unspoken word, and I bet it's picked up, just like 4chan's troll of the OK, and I bet they ban the letter N within one year, and I'm not joking.
[03:10:38.254 --> 03:10:40.976]  And let's just start, because it's about banning language.
[03:10:40.976 --> 03:10:41.596]  Guys, you want to comment?
[03:10:41.596 --> 03:10:42.457]  I'm going to stop ranting.
[03:10:45.816 --> 03:10:47.097]  This is all about thought crimes.
[03:10:47.097 --> 03:10:49.518]  We're being prosecuted for thought crimes.
[03:10:49.518 --> 03:10:54.020]  We see that with Roger Stone.
[03:10:54.020 --> 03:11:04.226]  It's insane to me that a governor is involving himself with 15 people sitting on the street.
[03:11:04.226 --> 03:11:06.608]  You said this on the previous segment.
[03:11:06.608 --> 03:11:11.891]  You said that these people are victims, and that's very true.
[03:11:13.206 --> 03:11:17.191]  They actually believe that they're fighting this Nazi cause, right?
[03:11:17.191 --> 03:11:26.904]  Anti-Nazi cause where we had to get the FBI involved in this event in New York because of threats that we're getting online.
[03:11:26.904 --> 03:11:27.685]  They want to hurt us.
[03:11:27.685 --> 03:11:28.266]  They want to kill us.
[03:11:29.139 --> 03:11:38.590]  When you rolled around in the armored vehicle, what would happen to you if you got off that vehicle and you sat in that crowd for, I don't know, five minutes?
[03:11:38.590 --> 03:11:41.774]  I had, in that case, four security guys with me.
[03:11:41.774 --> 03:11:45.318]  You know, been all over the military, Blackwater, everything.
[03:11:45.879 --> 03:11:47.199]  And they said they never seen anything like it.
[03:11:47.199 --> 03:11:53.281]  I mean, I had hundreds of antifa run across the street in Dallas, surround me, start attacking me, and the police would not help us.
[03:11:53.281 --> 03:11:55.161]  We were just trying to get to the convention center.
[03:11:55.161 --> 03:11:57.742]  They would not let us get in the convention center.
[03:11:57.742 --> 03:12:00.883]  So yes, at first I rented the armored vehicle twice.
[03:12:00.883 --> 03:12:04.283]  I've bought it now because I'm going to go all over the country in it, and it's used.
[03:12:04.283 --> 03:12:05.484]  I got a good price on it.
[03:12:05.484 --> 03:12:11.285]  And literally, we've seen anti events here in Austin at a Beto event where 500 antifa tried to surround us.
[03:12:11.285 --> 03:12:12.865]  The state police had to stop them.
[03:12:12.865 --> 03:12:14.986]  This way we can pull up and let them attack.
[03:12:15.626 --> 03:12:20.629]  And show everyone what's happening and broadcast from inside and show the police stand down.
[03:12:20.629 --> 03:12:23.251]  In some jurisdictions, like Austin, the state police were there.
[03:12:23.251 --> 03:12:24.431]  They did their job.
[03:12:24.431 --> 03:12:25.932]  Everywhere else, they stand down.
[03:12:25.932 --> 03:12:30.055]  Like in New York, you know, they stood down and let them attack and people defended themselves.
[03:12:30.055 --> 03:12:31.656]  They admit that you guys were attacked.
[03:12:31.656 --> 03:12:37.739]  But again, fighting back against a meth-head leftist is an arch crime.
[03:12:37.739 --> 03:12:39.620]  I asked that same question I asked you.
[03:12:39.620 --> 03:12:41.922]  I asked that question to the journalists that were covering
[03:12:42.398 --> 03:12:43.339]  Our side of the events.
[03:12:43.339 --> 03:12:46.221]  And I'm like, hey, what would happen if you guys go to the other side?
[03:12:46.221 --> 03:12:47.222]  And they just nodded.
[03:12:47.222 --> 03:12:48.683]  They're like, no, no, we're not going to go to this side.
[03:12:48.683 --> 03:12:50.184]  We're going to stay on this side.
[03:12:50.184 --> 03:12:54.688]  That shows you that we're not this violent group that the media portrays us as.
[03:12:54.688 --> 03:12:56.770]  And it shows we saw this with Andy.
[03:12:56.770 --> 03:12:58.131]  No, we see this.
[03:12:58.131 --> 03:13:00.573]  We see this with Infowars.
[03:13:00.573 --> 03:13:10.260]  You guys, we've seen journalists and activists, the acts of violence that are perpetrated against us for simply thinking differently.
[03:13:10.260 --> 03:13:10.440]  Right.
[03:13:12.648 --> 03:13:22.035]  Savannah, Owen, yourself, when you go out there, you know, there's a chance that you might get killed by these people.
[03:13:22.035 --> 03:13:23.316]  You know, that's what they want to do.
[03:13:23.316 --> 03:13:24.116]  They want to kill you.
[03:13:24.116 --> 03:13:32.963]  They start by throwing milkshakes to humiliate you, silly string, and then they hit you over the top of the head like they're about to do with Andy Ngo.
[03:13:32.963 --> 03:13:36.345]  They throw milkshakes, they break windows, throw hammers at people.
[03:13:38.106 --> 03:13:39.707]  And I'm tired.
[03:13:39.707 --> 03:13:40.707]  Something needs to happen.
[03:13:40.707 --> 03:13:46.969]  These guys need to get labeled as a domestic terrorist group.
[03:13:46.969 --> 03:13:47.969]  They need to happen.
[03:13:47.969 --> 03:13:50.670]  And that's one of the primary things that I'm going to do.
[03:13:50.670 --> 03:13:55.252]  When I get elected to Congress, one of these things is fight these people back.
[03:13:55.252 --> 03:13:56.492]  Put them behind bars.
[03:13:56.492 --> 03:13:57.312]  Put them in prison.
[03:13:57.312 --> 03:13:58.713]  Because that is where they belong.
[03:13:59.093 --> 03:14:00.153]  There are a bunch of animals.
[03:14:00.153 --> 03:14:00.994]  Look at this.
[03:14:00.994 --> 03:14:03.294]  Look, I mean, this is this is nuts.
[03:14:03.294 --> 03:14:04.474]  This is America today.
[03:14:04.474 --> 03:14:06.815]  This is the left that the America wants.
[03:14:06.815 --> 03:14:08.796]  This is a future that they want.
[03:14:08.796 --> 03:14:10.156]  They want us to fear ourselves.
[03:14:10.156 --> 03:14:15.117]  But one thing I'm going to tell you, Alex, I am not going to sit here and allow this to happen.
[03:14:15.117 --> 03:14:16.578]  I'm going to keep going over there.
[03:14:16.578 --> 03:14:20.499]  And if Andrew Cuomo decides that he wants to jail people for simply
[03:14:21.986 --> 03:14:25.588]  For simply having a different thought than them, then you know what?
[03:14:25.588 --> 03:14:29.009]  I will keep going back and I will sit behind those bars happily.
[03:14:38.593 --> 03:14:44.078]  It's true, the media all over always goes to the conservative or nationalist or patriot side, even though they're attacking us.
[03:14:44.078 --> 03:14:50.123]  They'll never go in with Antifa, because the left, in general, is so vicious, they just attack people that don't look like zombies.
[03:14:50.123 --> 03:14:51.364]  They're just nasty people.
[03:14:51.364 --> 03:14:56.328]  They attack Savannah when she doesn't even have an influence, just because she doesn't look degenerate.
[03:14:56.328 --> 03:15:01.973]  They literally go, oh, you're pretty, you're well kept, you must be evil, and start attacking because misery loves company.
[03:15:01.973 --> 03:15:02.994]  I mean, it's crazy.
[03:15:02.994 --> 03:15:04.635]  They are the baddies.
[03:15:05.496 --> 03:15:06.738]  Amazing.
[03:15:06.738 --> 03:15:08.159]  Mr. Ingalls, thanks for writing the story.
[03:15:08.159 --> 03:15:11.503]  Any other comments here at the end of this segment?
[03:15:12.654 --> 03:15:24.822]  Well, the crucial important point is they've dehumanized us to the point that they no longer view us as humans, so therefore it starts with a milkshake like Mr. Carrillo says and it ends with a bowl.
[03:15:24.822 --> 03:15:27.344]  This is not a joke, this is not a game.
[03:15:27.344 --> 03:15:34.389]  So if you're a patriot, if you're an info warrior, if you're someone that's out there, keep yourself safe, travel in groups, don't get caught alone.
[03:15:34.389 --> 03:15:38.632]  Because when I got caught alone in DC and had a rabid mob of
[03:15:39.452 --> 03:15:46.084]  Lesbian feminazis spitting in my face like dinosaurs and then punching me as I'm wiping the spit out of my face.
[03:15:46.084 --> 03:15:46.685]  It's insane.
[03:15:46.685 --> 03:15:47.206]  I couldn't believe it.
[03:15:47.206 --> 03:15:48.649]  And no one was there to help you, folks.
[03:15:48.649 --> 03:15:50.873]  First they deplatform you, then they imprison you.
[03:15:50.873 --> 03:15:51.413]  God bless you.
[03:15:51.413 --> 03:15:52.035]  Great job, everybody.
[03:15:53.183 --> 03:15:57.046]  Most of you know that heart disease is the number one silent killer in the U.S.
[03:15:57.046 --> 03:16:02.029]  What if I told you for just $54.95 a month, you could fight against heart disease naturally?
[03:16:02.029 --> 03:16:06.872]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[03:16:06.872 --> 03:16:08.213]  Don't just take my word for it.
[03:16:08.213 --> 03:16:12.976]  Check out all of the success stories at hbextract.com or to order, call 866-295-5305.
[03:16:12.976 --> 03:16:13.196]  That's 866-295-5305.
[03:16:19.020 --> 03:16:20.621]  HB extract .com.
[03:16:20.621 --> 03:16:22.902]  Don't risk it when you can take charge of it.
[03:16:22.902 --> 03:16:25.543]  Hunters, anglers, campers and survivalists.
[03:16:25.543 --> 03:16:26.643]  Get back to nature.
[03:16:26.643 --> 03:16:33.946]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow .com.
[03:16:33.946 --> 03:16:37.888]  Slingbow products are compact and models start from just seventy ninety eight.
[03:16:37.888 --> 03:16:40.929]  They're perfect for your bug out bag or storing in your vehicle.
[03:16:40.929 --> 03:16:44.811]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:16:45.091 --> 03:16:49.654]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:16:49.654 --> 03:16:52.795]  Feel the thrill only at slingbow.com.
[03:16:52.795 --> 03:16:58.538]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[03:16:58.538 --> 03:17:03.461]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[03:17:03.641 --> 03:17:04.242]  We're good to go.
[03:17:19.400 --> 03:17:21.201]  Not a security IPO or note.
[03:17:21.201 --> 03:17:30.729]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[03:17:30.729 --> 03:17:31.569]  Don't miss this one.
[03:17:31.569 --> 03:17:32.870]  Stake your claim today.
[03:17:32.870 --> 03:17:33.151]  Call 800-600-3388.
[03:17:33.151 --> 03:17:33.451]  That's 800-600-3388.
[03:17:33.451 --> 03:17:35.152]  These valuable lease contracts won't last long.
[03:17:35.152 --> 03:17:35.492]  Call now 800-600-3388.
[03:17:35.492 --> 03:17:35.553]  800-600-3388.
[03:17:35.553 --> 03:17:35.993]  Equipment offered
[03:17:46.581 --> 03:17:46.922]  We're good.
[03:17:56.010 --> 03:18:05.597]  About a month ago, President Trump announced that he was going to move his domicile from New York City to Florida, where he's always said he planned to retire to.
[03:18:05.597 --> 03:18:08.659]  And the left got so excited.
[03:18:08.659 --> 03:18:14.423]  They said, oh, he's about to resign and leave instead of facing impeachment.
[03:18:14.423 --> 03:18:16.644]  And he's running to Florida.
[03:18:16.644 --> 03:18:18.946]  Well, now we know why the president did that.
[03:18:18.946 --> 03:18:25.350]  He knew the leftist controlled appeals courts were going to say that he had to give up his tax returns so they can pour over
[03:18:25.350 --> 03:18:25.910]  We're good to go.
[03:18:54.383 --> 03:18:58.966]  The globalists know that I will never willingly give up.
[03:18:58.966 --> 03:19:00.927]  I've said it many times, I will never give in.
[03:19:00.927 --> 03:19:05.549]  I will never give up, but I could give out.
[03:19:05.549 --> 03:19:19.497]  And it's very, very frustrating to see them committing all their crimes against humanity, to see evil running rampant like this, and to know that most Americans have already been silenced in cyberspace.
[03:19:19.497 --> 03:19:22.719]  That most Americans have already been shadow banned by big tech.
[03:19:23.649 --> 03:19:29.154]  And to know that most Americans feel powerless and don't realize how much power they have.
[03:19:29.980 --> 03:19:35.685]  By spreading the word about NewsWars.com, InfoWars.com, and Ban.Video.
[03:19:35.685 --> 03:19:38.447]  And that people are hungry for the truth now more than ever.
[03:19:38.447 --> 03:19:46.414]  And that if you tell people, hey, the banned truth they don't want you to have is at InfoWars.com forward slash show and Ban.Video.
[03:19:46.414 --> 03:19:47.875]  So, take heart folks.
[03:19:47.875 --> 03:19:53.520]  They've had to censor everybody and shut everybody down because the truth is powerful and they can't beat us fair and square.
[03:19:57.754 --> 03:20:00.358]  You're listening to The Alex Jones Show.
[03:20:12.745 --> 03:20:19.787]  Dr. Nick Baggage is coming up here in just about two minutes.
[03:20:19.787 --> 03:20:26.668]  Now he's always got a lot of subjects he's gonna cover.
[03:20:26.668 --> 03:20:27.508]  We trust and we love him.
[03:20:27.508 --> 03:20:29.749]  We don't even check what he's gonna get into.
[03:20:29.749 --> 03:20:33.150]  It's always interesting and I'll usually have my lunch on Friday and listen to the show.
[03:20:34.230 --> 03:20:37.872]  I already had my lunch during the break, but I'll still be listening to it when I'm doing some work.
[03:20:37.872 --> 03:20:39.593]  And then the war room's coming up with Owen Schroyer.
[03:20:39.593 --> 03:20:47.258]  The only way we get out to new people is when you tell them about the little radio station you're listening to or Band.Video or Infowars.com forward slash show, and then share that link.
[03:20:47.258 --> 03:20:51.541]  So thank you, because we're in this together.
[03:20:51.541 --> 03:20:56.784]  But I'd like to get his take in a moment on this.
[03:20:56.784 --> 03:21:03.488]  I've been harping on Fiona Hill and her testimony yesterday.
[03:21:05.385 --> 03:21:12.690]  Off and on throughout the last couple hours because she says, I'm not a globalist and I don't work for George Soros.
[03:21:12.690 --> 03:21:18.674]  When she's high level CFR, the preeminent globalist organization, she writes for a publication called The Globalist.
[03:21:18.674 --> 03:21:20.955]  She is a globalist thoroughbred.
[03:21:20.955 --> 03:21:28.460]  I mean, if she was a race horse, she'd be in the world of globalism, a Kentucky Derby winner.
[03:21:28.460 --> 03:21:31.983]  I mean, of the top 50 globalists, she's in there.
[03:21:31.983 --> 03:21:33.724]  I mean, she's like the globalist.
[03:21:34.366 --> 03:21:36.967]  Didn't take rocket science to go, hey, Trump, get her out of there.
[03:21:36.967 --> 03:21:39.829]  She's a Soros operative.
[03:21:39.829 --> 03:21:44.211]  They get her up there and they say, no, nothing about globalism.
[03:21:44.211 --> 03:21:49.014]  She says, I am a leftist and I don't work for George Soros.
[03:21:49.014 --> 03:21:54.377]  No, you just are on the board of his main foundation and are a huge pusher of globalism.
[03:21:54.377 --> 03:22:02.461]  That's why you write for a foreign policy publication called The Globalist, advising world leaders on better governance in globalism.
[03:22:02.461 --> 03:22:03.782]  I'm quoting the site right now.
[03:22:06.414 --> 03:22:10.256]  So, we're just calling you what you say you are.
[03:22:10.256 --> 03:22:11.516]  They say it's anti-semitic.
[03:22:11.516 --> 03:22:13.157]  Well, she's not Jewish.
[03:22:13.157 --> 03:22:15.658]  Why do they keep injecting something about Jews in here?
[03:22:15.658 --> 03:22:17.879]  Because we talked about vitamin being a liar.
[03:22:17.879 --> 03:22:23.141]  I didn't even know that's a Jewish name.
[03:22:23.141 --> 03:22:24.662]  It's just unbelievable.
[03:22:24.662 --> 03:22:30.625]  So, this is what they're doing, and they brag, oh, Roger Stone's in jail for lying, and Alex Jones, ha ha ha.
[03:22:31.892 --> 03:22:32.952]  This is perjury.
[03:22:32.952 --> 03:22:34.973]  Roger Stone's going to jail for perjury and did nothing.
[03:22:34.973 --> 03:22:35.953]  Didn't perjure.
[03:22:35.953 --> 03:22:37.973]  He said, no, I've not talked to Julian Assange.
[03:22:37.973 --> 03:22:38.573]  Because he hadn't.
[03:22:38.573 --> 03:22:39.734]  He tried to talk to him.
[03:22:39.734 --> 03:22:40.974]  He talked to the WikiLeaks people.
[03:22:40.974 --> 03:22:43.595]  It's like saying, did you talk to Alex Jones?
[03:22:43.595 --> 03:22:45.875]  If you've never talked to me, you've never talked to me.
[03:22:45.875 --> 03:22:48.596]  And if you talk to somebody that works here, you've talked to InfoWars.
[03:22:48.596 --> 03:22:49.556]  You haven't talked to Alex Jones.
[03:22:49.556 --> 03:22:52.937]  It's like saying, I called up his brother when he was a U.S.
[03:22:52.937 --> 03:22:53.317]  Senator.
[03:22:53.317 --> 03:22:54.417]  His dad was a congressman.
[03:22:55.225 --> 03:22:57.746]  And said, uh, can I talk to Congressman Begich?
[03:22:57.746 --> 03:22:58.806]  Well, no, he's out.
[03:22:58.806 --> 03:23:01.787]  I said, I talked to Congressman Begich, and he told me he was out.
[03:23:01.787 --> 03:23:03.668]  No, you talked to his secretary.
[03:23:03.668 --> 03:23:04.728]  So see, it's the same stuff.
[03:23:04.728 --> 03:23:05.809]  He didn't perjure himself.
[03:23:05.809 --> 03:23:07.089]  He's facing prison!
[03:23:07.089 --> 03:23:08.389]  Convicted!
[03:23:08.389 --> 03:23:10.350]  This lady goes, I'm not a globalist.
[03:23:10.350 --> 03:23:11.330]  I don't work for George Soros.
[03:23:11.330 --> 03:23:13.391]  It's on video.
[03:23:13.391 --> 03:23:19.393]  Ladies and gentlemen, she's a right-hand woman of him.
[03:23:19.393 --> 03:23:22.034]  On the board of the Open Society Foundation.
[03:23:22.034 --> 03:23:24.635]  That's the captaining center orblet.
[03:23:26.994 --> 03:23:29.596]  One of the most important battle stations of the globalists.
[03:23:29.596 --> 03:23:34.060]  I mean, she's like one of the generals on the Death Star, okay?
[03:23:34.060 --> 03:23:36.822]  It's like saying, she's like, I don't work for the Empire.
[03:23:36.822 --> 03:23:38.383]  I don't work for Lord Palpatine.
[03:23:38.383 --> 03:23:40.465]  And she's in the damn uniform of it.
[03:23:40.465 --> 03:23:42.887]  You're like, you're in a great uniform on a Star Destroyer.
[03:23:42.887 --> 03:23:43.647]  No, I'm not.
[03:23:43.647 --> 03:23:44.468]  Like, yeah, you are.
[03:23:44.468 --> 03:23:44.768]  Here you are.
[03:23:44.768 --> 03:23:45.689]  Here's your old bio.
[03:23:45.689 --> 03:23:52.614]  Imperial fleet, you know, joined 30 years ago, worked up to rear admiral, you know, worked for, I mean, it's the level.
[03:23:52.614 --> 03:23:56.077]  So I'm going to turn this over to Mr. Baggage here in a moment, Dr. Nick Baggage.
[03:23:59.201 --> 03:24:00.902]  Expert on 5G, all the rest of it.
[03:24:00.902 --> 03:24:02.923]  But just understand, they're trying to take us down.
[03:24:02.923 --> 03:24:05.405]  I didn't even plug last hour, so I'm going to do it now.
[03:24:05.405 --> 03:24:06.505]  Black Friday sales are here.
[03:24:06.505 --> 03:24:08.967]  50% off.
[03:24:08.967 --> 03:24:09.727]  Free shipping.
[03:24:09.727 --> 03:24:10.748]  Triple Patriot points.
[03:24:10.748 --> 03:24:12.909]  That's 15% off on your next order.
[03:24:12.909 --> 03:24:15.170]  Goes to your little bank there.
[03:24:15.170 --> 03:24:17.091]  Never done before.
[03:24:17.091 --> 03:24:18.152]  And it gets better.
[03:24:18.152 --> 03:24:23.335]  We're going to sell out of DNA Force by Christmas, and more won't come in until January, February maybe.
[03:24:24.949 --> 03:24:25.970]  We know what's selling right now.
[03:24:25.970 --> 03:24:27.551]  It'll sell out by Christmas.
[03:24:27.551 --> 03:24:29.552]  But I'm still keeping 50% off.
[03:24:29.552 --> 03:24:33.335]  And I'm going even further because I want the people who've ever gotten DNA forced to experience it.
[03:24:34.153 --> 03:24:38.475]  The PQQ, the CoQ10, what it does for your whole body, regenerating cells, everything from the inside out.
[03:24:38.475 --> 03:24:46.259]  I want you to experience Brain Force Plus, the amazing nootropic, good, clean, focused energy that's good for your brain, not bad for it.
[03:24:46.259 --> 03:24:49.361]  Mental stamina, a free bottle of our best-selling product.
[03:24:49.361 --> 03:24:50.641]  It's our best-selling overall.
[03:24:50.641 --> 03:24:52.322]  We sell more of this than any other supplement.
[03:24:52.322 --> 03:24:54.663]  Toothpaste outsells it, but it's not a supplement.
[03:24:54.663 --> 03:25:02.547]  Number one best-selling product, free, with our flagship product, because I want you to have this, and I want you to get it.
[03:25:02.547 --> 03:25:03.108]  We have the new
[03:25:04.748 --> 03:25:09.375]  Toothpaste that re-mineralizes your teeth with the silver salt patented and all the rest of it.
[03:25:09.375 --> 03:25:10.276]  25% off introductory.
[03:25:10.276 --> 03:25:13.360]  That's super silver, super blue is sold out.
[03:25:13.360 --> 03:25:14.421]  We have the children still.
[03:25:14.421 --> 03:25:16.144]  It has iodine and silver.
[03:25:16.144 --> 03:25:16.945]  So check that out.
[03:25:16.945 --> 03:25:17.426]  InfoWarsaw.com.
[03:25:19.301 --> 03:25:21.282]  This is as big a sale as what we did last Christmas.
[03:25:21.282 --> 03:25:22.683]  It would have been our biggest up to that time.
[03:25:22.683 --> 03:25:24.744]  And with the triple Patriot points, it's the biggest ever.
[03:25:24.744 --> 03:25:26.104]  This is the biggest sale ever.
[03:25:26.104 --> 03:25:28.145]  It can only run through next Friday.
[03:25:28.145 --> 03:25:30.967]  There's no reviews yet, again, of the new toothpaste and the combo.
[03:25:30.967 --> 03:25:32.248]  Whenever you see that, that's because it's a new thing.
[03:25:32.248 --> 03:25:33.188]  It's got five-star reviews.
[03:25:33.188 --> 03:25:34.989]  People have been able to review it.
[03:25:34.989 --> 03:25:36.450]  And just get all those at InfoWarshaw.com.
[03:25:38.191 --> 03:25:39.672]  Or 888-253-3139.
[03:25:39.672 --> 03:25:42.033]  A lot of other big specials, too many to name them all.
[03:25:42.033 --> 03:25:44.275]  Vizobeats back in stock, 50% off.
[03:25:44.275 --> 03:25:46.897]  Ultra 12, amazing V12, back in stock, 50% off.
[03:25:46.897 --> 03:25:49.498]  Krill-O's been sold out for months, back in stock, 50% off.
[03:25:49.498 --> 03:25:53.781]  Super Silver Skin Creams in the big tubes is back in stock, 25% off.
[03:25:53.781 --> 03:25:56.303]  Pollen Block, amazing, 50% off.
[03:25:56.303 --> 03:25:57.864]  It's a natural way to do it.
[03:25:57.864 --> 03:25:59.986]  Super Silver Whitening Toothpaste, 25% off.
[03:25:59.986 --> 03:26:00.326]  It's all there.
[03:26:00.566 --> 03:26:03.127]  All right, Nick Begich, I appreciate him hosting.
[03:26:03.127 --> 03:26:04.588]  He's taking over now.
[03:26:04.588 --> 03:26:10.930]  If he can just, as a smart guy from a political view, give me his take on Fiona Hill, and then he'll cover whatever he wants after that.
[03:26:10.930 --> 03:26:16.592]  And Doctor, please come on next week as a guest in general, just about 5G and your view on that on my main show.
[03:26:16.592 --> 03:26:17.472]  But thank you, sir.
[03:26:17.472 --> 03:26:18.913]  God bless.
[03:26:18.913 --> 03:26:28.657]  Hey, you know, the whole testimony, listening to that yesterday and the lieutenant colonel's testimony, this is the problem with
[03:26:29.824 --> 03:26:36.608]  Really career bureaucrats that really last from generation to generation from administration to administration.
[03:26:36.608 --> 03:26:46.274]  And this is one of the things that I frequently talk about because the elected official, especially someone like Donald Trump, President Trump gets elected.
[03:26:46.274 --> 03:26:48.676]  He hadn't been in a system where he really got
[03:26:49.256 --> 03:26:51.077]  To know how it's played out.
[03:26:51.077 --> 03:26:54.480]  And so he's learning trial by fire, you know.
[03:26:54.480 --> 03:27:01.345]  And these folks on the inside in these positions do have strong positions, do have strong ideas.
[03:27:01.345 --> 03:27:05.928]  And sometimes they're quiet and they kind of ride things out.
[03:27:05.928 --> 03:27:12.332]  But for these two characters, this was sort of their 15 minutes of fame, I guess.
[03:27:12.332 --> 03:27:16.535]  But here, let's look at the issue of what's in play.
[03:27:16.535 --> 03:27:18.657]  They're saying that President Trump
[03:27:19.669 --> 03:27:25.916]  Um, made some influence to push people to look at Biden's son.
[03:27:25.916 --> 03:27:27.637]  I don't necessarily believe that.
[03:27:27.637 --> 03:27:35.405]  I think there may be some people around him that were pretty zealous to see that story break and get told.
[03:27:35.405 --> 03:27:41.091]  And I think some of the people around President Trump might have pushed that agenda pretty hard.
[03:27:41.091 --> 03:27:42.252]  But stop and think about it.
[03:27:42.933 --> 03:27:45.135]  Why shouldn't they?
[03:27:45.135 --> 03:27:53.200]  If it was Donald Trump's agenda or George Bush or someone else doing something that was illegal.
[03:27:53.200 --> 03:28:03.807]  In fact, it's illegal for an American citizen to bribe people to engage in activity that deals with bribery and corruption no matter where in the world you are.
[03:28:03.807 --> 03:28:04.548]  You don't have to
[03:28:04.548 --> 03:28:08.290]  To be in the United States, to be convicted of that in the United States.
[03:28:08.290 --> 03:28:18.775]  So when Biden's son is getting $83,000 a month as a board member, I can tell you it wasn't because he was an expert in oil and gas.
[03:28:18.775 --> 03:28:24.098]  It was because he was related to the vice president of the United States and that's corruption.
[03:28:24.907 --> 03:28:26.008]  That's personal gain.
[03:28:26.008 --> 03:28:31.011]  And they're trying to say challenging the permanent deep state and going after corruption is bad.
[03:28:31.011 --> 03:28:34.193]  I think that inversion is going to fail, but they are going to get the impeachment passed.
[03:28:34.193 --> 03:28:35.534]  He will face trial.
[03:28:35.534 --> 03:28:37.275]  It's going to be spectacular.
[03:28:37.275 --> 03:28:42.059]  And I predict they're going to launch a bunch of other scams to discredit the president during that scam.
[03:28:42.059 --> 03:28:44.841]  This is just the launch platform for the other scams.
[03:28:44.841 --> 03:28:47.282]  EarthPulse.com is Beg It's Great's website.
[03:28:47.282 --> 03:28:47.863]  Check it out.
[03:28:47.863 --> 03:28:49.264]  EarthPulse.com.
[03:28:49.264 --> 03:28:51.185]  He'll take over in just a few minutes.
[03:28:53.507 --> 03:28:56.550]  We can all agree these are troubled times, right?
[03:28:56.550 --> 03:28:59.452]  So do you know who's on your wireless network?
[03:28:59.452 --> 03:29:06.678]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[03:29:06.678 --> 03:29:11.902]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[03:29:11.902 --> 03:29:19.508]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[03:29:19.508 --> 03:29:22.991]  And not just one, but all your devices with one out-of-the-box setup.
[03:29:23.251 --> 03:29:32.418]  Plus, FlashRouters also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[03:29:32.418 --> 03:29:35.201]  Call or click FlashRouters today at 1-866-509-5817 or FLASHROUTERS.COM.
[03:29:35.201 --> 03:29:36.762]  That's 1-866-509-5817 or FLASHROUTERS.COM.
[03:29:36.762 --> 03:29:41.726]  Protect your wireless home network today with FlashRouters.
[03:29:55.865 --> 03:29:59.308]  A question was once posed to Thomas Jefferson.
[03:29:59.308 --> 03:30:07.174]  What is the level of tyranny that a tyrant will take humanity to?
[03:30:07.174 --> 03:30:08.114]  How far will they go?
[03:30:08.114 --> 03:30:09.175]  What's their limit?
[03:30:09.175 --> 03:30:15.980]  And he said it is the limit to which other men and women will submit.
[03:30:15.980 --> 03:30:19.383]  The answer is there is no limit to evil.
[03:30:19.383 --> 03:30:20.924]  It is a bottomless pit.
[03:30:22.287 --> 03:30:27.710]  We've been taught in modern culture and society that evil doesn't exist.
