[00:00:00.269 --> 00:00:01.710]  Okay, last time.
[01:12:13.015 --> 01:12:17.037]  Not that weak-minded leftists try to spit on me in the street.
[01:12:17.037 --> 01:12:22.380]  It's that they've been lied to like that.
[01:12:22.380 --> 01:12:33.386]  To where I can't even quote them because Media Matters, run by George Soros, the Nazi collaborator, will literally take it and edit it and blur it and put it out.
[01:12:34.878 --> 01:12:37.499]  Like if I say, I don't hate transsexuals.
[01:12:37.499 --> 01:12:40.841]  I don't hate anybody for how they live or what they do, as long as they don't hurt somebody else.
[01:12:40.841 --> 01:12:46.923]  But they're always changing words and saying what you can't use on Twitter or Facebook, saying they'll ban you if you use the word tranny.
[01:12:46.923 --> 01:12:50.405]  And that's a word that those folks came up with themselves.
[01:12:50.405 --> 01:12:52.366]  That's their name for 20 years.
[01:12:52.366 --> 01:12:55.827]  How can then Twitter vote at the executive level to ban that?
[01:12:55.827 --> 01:13:01.390]  And then the headline was this week, Alex Jones attacks transsexuals and says he hates them.
[01:13:01.390 --> 01:13:03.210]  It's a lie!
[01:13:03.210 --> 01:13:04.091]  I said I hate
[01:13:05.779 --> 01:13:19.469]  What they call drag queen festivals they have in public schools around the country where elementary students come up with dollars and stick them in a big fat guy in a wig's outfit in a g-string with his testicles hanging down.
[01:13:19.469 --> 01:13:24.312]  I don't care if it's heterosexual, homosexual, whatever it is, leave the children alone!
[01:13:24.312 --> 01:13:28.275]  And when Media Matters and Salon do that, they know they're defrauding you of the truth!
[01:13:30.794 --> 01:13:40.146]  But again, the New York Times, Shillon, HBO, Vice, they've all said pedophilia is okay.
[01:13:40.146 --> 01:13:44.172]  And you watch, they'll take what I just said tomorrow and have a whole lie out about it.
[01:13:45.385 --> 01:13:45.565]  That's
[01:14:01.886 --> 01:14:08.109]  Thousands of articles a week saying ban me and shut me up so I can't defend myself while you lie about us.
[01:14:08.109 --> 01:14:13.211]  But it doesn't matter, because no matter what you do to InfoWars, the human spirit will go past it.
[01:14:13.211 --> 01:14:16.853]  No matter how you censor us or try to shut us down, you'll never succeed.
[01:14:16.853 --> 01:14:25.937]  Because there is a beating spirit in the breast of every man, woman, and child on this planet that wants to be free and wants to have a future, and you may get it over on us for a while.
[01:14:27.486 --> 01:14:30.690]  But long term, you're not going to get it over on humanity and you're going to lose.
[01:14:30.690 --> 01:14:37.359]  And see, I'm not like you, a psychopathic, globalist, luciferian, self-serving nutball.
[01:14:38.777 --> 01:14:41.378]  I'm so self-serving that I know I'm going to die.
[01:14:41.378 --> 01:14:50.302]  And I want humanity to go on because I love humanity, and I love our quest, and I love this big battle we've been on on this planet to get to the level we're at, and I want us to win.
[01:14:50.302 --> 01:15:01.468]  And because I'm a fan of humanity, and because I believe in that dream, I know I'm going forward with all of you and your children, and that's why I am more than willing to be destroyed.
[01:15:02.429 --> 01:15:07.234]  And now my prayers to take on the Globalist at point-blank range are coming true.
[01:15:07.234 --> 01:15:18.485]  And we are now on the chessboard, facing the Globalist king and queen, as I, the Rook, engage in a desperate gambit to be destroyed, but in the end bring them down.
[01:15:19.105 --> 01:15:21.407]  And that's where we stand at the fulcrum.
[01:15:21.407 --> 01:15:27.714]  Coming up, Mike Adams, who has written a key report to Congress that I asked him and commissioned him to do, will be sent to the President in Moore.
[01:15:27.714 --> 01:15:33.580]  Coming up tomorrow, we'll join us on the draconian plan to kill the First Amendment, launch civil war, and bring down the Republic.
[01:15:33.580 --> 01:15:38.365]  Key globalist battle plans, Death Star plans, will be laid out coming up.
[01:15:38.365 --> 01:15:39.526]  But first, a key announcement.
[01:15:39.526 --> 01:15:41.328]  One of our crew members died yesterday.
[01:15:41.328 --> 01:15:42.209]  Straight ahead.
[01:15:49.632 --> 01:15:54.248]  If you are receiving this transmission, you are the resistance.
[01:15:56.218 --> 01:16:01.062]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:16:01.062 --> 01:16:10.530]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[01:16:10.530 --> 01:16:15.313]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:16:15.313 --> 01:16:23.600]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[01:16:23.700 --> 01:16:26.862]  And give your body the tools it needs to support your body.
[01:16:26.862 --> 01:16:35.789]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high quality ingredients.
[01:16:35.789 --> 01:16:44.596]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids and more.
[01:16:44.596 --> 01:16:51.381]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with Vitamin Mineral Fusion today.
[01:16:51.381 --> 01:16:53.222]  Available at Infowarsstore.com.
[01:16:56.383 --> 01:16:58.323]  This 4th of July is special.
[01:16:58.323 --> 01:17:00.324]  Everybody can see it, they can feel it.
[01:17:00.324 --> 01:17:04.765]  The globalists are attempting to kill a worldwide awakening to their tyranny.
[01:17:04.765 --> 01:17:09.126]  And America, yet again, is at the heart of the resistance of the globalists.
[01:17:09.126 --> 01:17:14.228]  That's why this 4th of July I'm asking all of our great supporters to think about Infowars now more than ever.
[01:17:14.228 --> 01:17:17.969]  And what would the world be like if Infowars wasn't there resisting the globalists?
[01:17:18.829 --> 01:17:21.110]  What would have happened if you hadn't supported InfoWars?
[01:17:21.110 --> 01:17:23.052]  We would not be having the victories we have today.
[01:17:23.052 --> 01:17:26.213]  So yes, a lot of good things are happening, but the enemy is striking back.
[01:17:26.213 --> 01:17:33.358]  So please, think about InfoWars and funding our operation while you get great products at the same time on the 4th of July that's so historic.
[01:17:33.358 --> 01:17:35.219]  We have record sales going on right now.
[01:17:36.218 --> 01:17:38.600]  Free shipping on hundreds of different items.
[01:17:38.600 --> 01:17:42.322]  More than 20 items are 50% off, like Rainforest Plus.
[01:17:42.322 --> 01:17:43.763]  X2 is 40% off.
[01:17:43.763 --> 01:17:46.004]  Knockout Sleep Aid, $17.76.
[01:17:46.004 --> 01:17:49.266]  Silver Bullets, $9.95, a little silver.
[01:17:49.266 --> 01:17:51.327]  And free shipping, you can't beat that.
[01:17:51.327 --> 01:17:54.569]  This 4th of July is special, and our sales are special to match it.
[01:17:54.569 --> 01:17:55.630]  InfoWareStore.com.
[01:17:59.890 --> 01:18:09.295]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:18:09.295 --> 01:18:20.721]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:18:20.721 --> 01:18:26.424]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:18:26.664 --> 01:18:38.153]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:18:38.153 --> 01:18:46.339]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[01:18:46.339 --> 01:18:48.841]  It's time to take care of your morning routine.
[01:18:48.841 --> 01:18:54.525]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:19:02.386 --> 01:19:04.728]  The Real Red Pill Plus, ladies and gentlemen.
[01:19:04.728 --> 01:19:08.170]  Our team is constantly on the lookout for newer and better ways to improve our products.
[01:19:08.170 --> 01:19:14.535]  That's why we're bringing you a brand new version of one of the newest fan favorite products, The Real Red Pill Plus.
[01:19:14.535 --> 01:19:20.038]  The Real Red Pill Plus is an all new version of the Powerhouse Preglanum product.
[01:19:20.038 --> 01:19:27.724]  It features the same great formula that supports your heart, brain, healthy aging process with an all new natural caffeine boost included.
[01:19:28.184 --> 01:19:34.609]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[01:19:34.609 --> 01:19:45.098]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate, leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[01:19:45.098 --> 01:19:49.722]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[01:19:49.722 --> 01:19:53.545]  Get the Real Red Pill Plus at InfoWarStore.com.
[01:20:00.484 --> 01:20:14.954]  You're listening to the Alex Jones Show.
[01:20:14.954 --> 01:20:19.337]  Waging war on corruption.
[01:20:19.337 --> 01:20:25.020]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[01:20:30.476 --> 01:20:39.802]  All right, I haven't gotten into Trump and Churchill yet and how they're demonizing him for them saying, hey, sit in his chair, take a photo while you're visiting, you know, here at the museum.
[01:20:39.802 --> 01:20:42.003]  But it's true that he should be sitting in Churchill's chair.
[01:20:42.003 --> 01:20:44.105]  I'll explain why.
[01:20:44.105 --> 01:20:46.706]  And then Rosenstein not smiling anymore.
[01:20:46.706 --> 01:20:50.108]  The House Republicans spotted with his impeachment docs.
[01:20:50.108 --> 01:20:52.410]  So it was about.
[01:20:54.817 --> 01:21:15.518]  930 last night that my phone kept ringing and I had it in the bedroom and I was in the living room with my wife and my daughter and I went back in and I saw the message and it was that a fellow that worked here almost seven years, six, seven years, Joe Jennings had been hit by a car and died in North Austin.
[01:21:16.647 --> 01:21:27.656]  And Joe was just always such a positive, hard-working guy, one of the engineers up here, and also the director of David Knight Show, along with some of the other co-directors, that...
[01:21:29.451 --> 01:21:31.772]  When I heard it, it just wasn't real.
[01:21:31.772 --> 01:21:34.213]  And of course, you know, Joe's got four children.
[01:21:34.213 --> 01:21:35.313]  His wife's really nice.
[01:21:35.313 --> 01:21:38.594]  And, you know, I've been out to eat with him and been in her office with him a lot.
[01:21:38.594 --> 01:21:43.356]  But he's the guy that I was always telling my wife, hey, we ought to, you know, hang out with him and the kids.
[01:21:43.356 --> 01:21:45.577]  His kids are really nice.
[01:21:45.577 --> 01:21:47.177]  He and Marcos Morales are real good friends.
[01:21:47.177 --> 01:21:49.238]  His daughters are real nice as well.
[01:21:49.238 --> 01:21:53.820]  And there's there's there's Julianne and McBreen and Owen and Jennings.
[01:21:53.820 --> 01:21:57.141]  So Jennings normally drives his car to work.
[01:21:58.081 --> 01:22:01.207]  He's the guy that puts on the leather jacket and the gloves and everything, drives a big cruiser.
[01:22:01.207 --> 01:22:03.971]  But sometimes he rides his motorcycle.
[01:22:03.971 --> 01:22:06.756]  And he's a real safe driver, you name it.
[01:22:06.756 --> 01:22:08.179]  But the police said that...
[01:22:09.440 --> 01:22:11.081]  We're getting a police report, but they came to the house.
[01:22:11.081 --> 01:22:11.801]  It was in his neighborhood.
[01:22:11.801 --> 01:22:15.182]  They said two miles from your house is the most dangerous place, not even the highway.
[01:22:15.182 --> 01:22:19.344]  Somebody in an SUV just smacked him, knocked his helmet off.
[01:22:19.344 --> 01:22:22.145]  He was pretty much dead on impact.
[01:22:22.145 --> 01:22:27.507]  And it just shows you how fast somebody can be in your life and be out of your life.
[01:22:27.507 --> 01:22:32.508]  You know, I took off Friday to take care of family business, and I was here Thursday, and I walked in in the morning, and I was busy.
[01:22:32.508 --> 01:22:33.869]  I had a bunch of stuff to do.
[01:22:33.869 --> 01:22:36.050]  And Joe was in there wiring up the big new studio.
[01:22:37.090 --> 01:22:38.290]  And he had music on.
[01:22:38.290 --> 01:22:42.311]  He looked so happy with these wires in his hand and pliers.
[01:22:42.311 --> 01:22:43.351]  And he said, oh, hi, Alex.
[01:22:43.351 --> 01:22:46.432]  He was just always genuinely so happy.
[01:22:46.432 --> 01:22:47.592]  They say the good die young.
[01:22:47.592 --> 01:22:49.653]  I mean, he wasn't 50 yet.
[01:22:49.653 --> 01:22:51.093]  And he's just gone.
[01:22:51.093 --> 01:22:52.754]  He's gone.
[01:22:52.754 --> 01:22:56.655]  And I'd have anything to go back in a time machine and warn him and bring him back.
[01:22:56.655 --> 01:23:01.076]  But there he was going to get his haircut last night at like 630.
[01:23:01.076 --> 01:23:03.276]  Got his little haircut.
[01:23:03.276 --> 01:23:05.437]  Drive him back to his house in a residential area.
[01:23:05.437 --> 01:23:06.477]  SUV smacked him.
[01:23:07.870 --> 01:23:09.613]  Yeah, go to full screen on that photo, guys.
[01:23:09.613 --> 01:23:11.055]  Please, thank you.
[01:23:11.055 --> 01:23:13.139]  And he's gone.
[01:23:13.139 --> 01:23:15.543]  So, thanks to George Soros's lawsuits,
[01:23:22.513 --> 01:23:30.157]  And thanks to the Globals banning us on Google Ads and everything, they have restricted our attempt to expand in the face of the enemy.
[01:23:30.157 --> 01:23:37.840]  And you know, I just end up then donating to Project Veritas, or the hashtag WalkAwayMovement, or many other groups that I give to.
[01:23:37.840 --> 01:23:41.482]  It's just the basic seed money ends up really helping me get the word out.
[01:23:41.482 --> 01:23:44.624]  There's no strings attached for InfoWars.com.
[01:23:44.624 --> 01:23:46.865]  But in this case, I am going to
[01:23:48.223 --> 01:23:52.266]  I'll try to sell the bus I have when I was going to travel the country eight, seven, eight years ago.
[01:23:52.266 --> 01:23:54.788]  It's still a great bus and give the proceeds to his family.
[01:23:54.788 --> 01:24:01.994]  I'm gonna make a big donation myself, but I don't, I don't have a ton of discretionary funds, but I'm going to do that next week.
[01:24:01.994 --> 01:24:08.299]  I'm not going to say the amount, but it's, it's, it's larger than this, but you know, his wife's a part-time masseuse.
[01:24:08.299 --> 01:24:09.440]  He takes care of his elderly mother.
[01:24:09.440 --> 01:24:10.741]  They all live in one house.
[01:24:10.741 --> 01:24:11.702]  He's just a really nice guy.
[01:24:12.562 --> 01:24:21.585]  Uh, and so he has a GoFundMe, Joe Jennings Memorial Fund, GoFundMe.com forward slash Joe-Jennings-Memorial-Fund, or just go to GoFundMe.
[01:24:21.585 --> 01:24:32.409]  GoFundMe's so leftist, but they do take 0% of the money, that they'd probably ban it, it's associated with me, because it's a memorial fund, but, and they'll probably do that, it's just who they are as a left, but, uh, Joe's a really good guy.
[01:24:33.550 --> 01:24:35.993]  And, uh, you know, he's still alive in our hearts and minds.
[01:24:35.993 --> 01:24:36.934]  We know he's in a better place.
[01:24:36.934 --> 01:24:37.796]  He, you know, he loved God.
[01:24:37.796 --> 01:24:44.544]  He was always so positive that it was almost like a joke how nice he was, but his wife really loved him and he was the best man she'd ever known.
[01:24:44.544 --> 01:24:46.567]  And his kids were all really well behaved and good.
[01:24:46.567 --> 01:24:48.209]  So that tells you something right there.
[01:24:48.209 --> 01:24:49.330]  One of their children is in the shot.
[01:24:50.211 --> 01:24:52.153]  But their children are, what, 15 down?
[01:24:52.153 --> 01:24:54.755]  I think, like, three.
[01:24:54.755 --> 01:24:56.336]  And again, I'm not a nanny state guy.
[01:24:56.336 --> 01:24:57.977]  People say, well, why do you have a motorcycle if you've got kids?
[01:24:57.977 --> 01:24:58.958]  Well, he rode it on the weekends.
[01:24:58.958 --> 01:24:59.679]  He rode it safely.
[01:24:59.679 --> 01:25:01.500]  You know, you can get killed in a car, too.
[01:25:01.500 --> 01:25:03.102]  The most dangerous thing in the world is the highway.
[01:25:03.102 --> 01:25:05.003]  So you're about 55 and it's heart attacks and cancer.
[01:25:05.003 --> 01:25:08.686]  And it's just, you know, look out for motorcycles.
[01:25:08.686 --> 01:25:12.229]  But, you know, the bottom line here is you don't know how long somebody's going to be in your life.
[01:25:12.229 --> 01:25:15.552]  And I just wish I'd have spent more time with Joe Jennings.
[01:25:15.552 --> 01:25:16.733]  I wish that I would have
[01:25:18.117 --> 01:25:22.038]  Because I really don't do anything but spend time with my kids and just work all the time.
[01:25:22.038 --> 01:25:24.719]  And it just makes you realize this is what we're all fighting for.
[01:25:24.719 --> 01:25:35.261]  So, I'm going to make a large donation and I'm going to try to sell that bus because I never use it anymore and it's had the new turbo put in and it's a really nice bus.
[01:25:35.261 --> 01:25:41.123]  And I'm going to try to sell that and all the proceeds will go to his wife and some other things we're doing also.
[01:25:41.123 --> 01:25:43.403]  But I'm going to make a large donation as I said this week.
[01:25:43.403 --> 01:25:46.984]  But they don't even, I tried to call them today to say I'm really sorry but I'm going
[01:25:47.742 --> 01:25:49.583]  You know, try to make a large donation to you next week.
[01:25:49.583 --> 01:25:50.383]  And they were just, they didn't want it.
[01:25:50.383 --> 01:25:51.164]  They were like, thank you so much.
[01:25:51.164 --> 01:25:53.485]  We don't even just, they're too shell shocked.
[01:25:53.485 --> 01:25:56.446]  You know, dad goes out to get his haircut down the street, two miles away.
[01:25:56.446 --> 01:26:00.809]  And then the police come to your door and say, sorry, uh, you know, he's, he's dead.
[01:26:00.809 --> 01:26:04.330]  They, I mean, they just, they didn't even take him to the emergency room.
[01:26:04.330 --> 01:26:06.331]  He was, he was dead when I got there.
[01:26:06.331 --> 01:26:10.794]  So I guess that's a, you know, silver lining to the whole situation.
[01:26:10.794 --> 01:26:12.534]  But Joe Jennings was a Patriot.
[01:26:12.534 --> 01:26:13.175]  He'd worked in, uh,
[01:26:14.051 --> 01:26:14.531]  We're good to go.
[01:26:29.443 --> 01:26:32.405]  And he's just a treasure, and he's gone.
[01:26:32.405 --> 01:26:35.227]  But he's in our hearts, and the work continues on.
[01:26:35.227 --> 01:26:37.889]  So, be sure and go donate to that.
[01:26:37.889 --> 01:26:39.870]  That's Joe Jennings Memorial Fund.
[01:26:39.870 --> 01:26:43.172]  Gofundme.com, Joe Jennings Memorial Fund.
[01:26:43.172 --> 01:26:48.936]  And if you're a radio listener, you'll know him, if there's any other Joe Jennings in there, because it's got a picture of him and his wife and three kids.
[01:26:48.936 --> 01:26:51.017]  And his wife's such a sweetheart as well.
[01:26:51.017 --> 01:26:52.818]  It's very hard for me to even call and talk to her.
[01:26:55.287 --> 01:26:56.409]  Because she's so devastated.
[01:26:56.409 --> 01:27:00.957]  But you know, it's better to loved and lost than never loved at all.
[01:27:00.957 --> 01:27:04.282]  That SEC, as they keep pointing out, we won't be here if I don't plug.
[01:27:04.282 --> 01:27:08.990]  Seriously, folks, we will expand in their face or we will implode.
[01:27:09.844 --> 01:27:11.505]  And you've seen what InfoWars has done.
[01:27:11.505 --> 01:27:15.267]  We've got, just like our info is powerful, our products are powerful.
[01:27:15.267 --> 01:27:17.388]  InfoWarsStore.com.
[01:27:17.388 --> 01:27:20.430]  We've gotten so busy with all the stuff going on the last few days.
[01:27:20.430 --> 01:27:25.353]  I know we got rid of the July 4th sale, free shipping and 50% off all our best-selling items.
[01:27:25.353 --> 01:27:34.098]  We ended up just adding the other specials and never got 25% off super silver wound care that is the strongest out there below prescription.
[01:27:35.186 --> 01:27:35.726]  I don't know.
[01:27:56.496 --> 01:28:02.187]  Whatever it is, billion nanotechs, and then the stuff that's prescriptions, like 34 whatever.
[01:28:02.187 --> 01:28:06.476]  It's all technical and it's insane, but if you want weapons grade,
[01:28:07.984 --> 01:28:17.332]  Silver, that bacteria, I mean that you're allowed under the FDA, it's quote, you know, FDA authorized to say a bunch of stuff and I've got pages of it here.
[01:28:17.332 --> 01:28:18.773]  Just go read it for yourself.
[01:28:18.773 --> 01:28:25.459]  Infowarsstore.com, Infowarslife.com and get the amazing wound care and protection.
[01:28:25.459 --> 01:28:27.120]  Super Silver, we'll be right back.
[01:28:27.120 --> 01:28:27.601]  Stay with us.
[01:28:27.601 --> 01:28:28.802]  Infowarslife.com.
[01:28:28.802 --> 01:28:30.423]  Without you, we will be shut down.
[01:28:30.423 --> 01:28:32.185]  Don't forget the new free app.
[01:28:32.185 --> 01:28:33.886]  Infowars.com forward slash app.
[01:28:33.886 --> 01:28:34.727]  Global scope, you won't get it.
[01:28:43.115 --> 01:28:56.725]  There is a lot of controversy around this network about Alex Jones, for example.
[01:28:56.725 --> 01:29:01.429]  You deserve a deep restful sleep with Knockout by InfoWarsLife.
[01:29:01.429 --> 01:29:11.857]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:29:12.737 --> 01:29:17.538]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:29:17.538 --> 01:29:25.941]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:29:25.941 --> 01:29:33.663]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:29:33.663 --> 01:29:35.604]  Wake up refreshed and take on the day.
[01:29:36.104 --> 01:29:44.028]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:29:44.028 --> 01:29:47.470]  Get the sleep you deserve and experience the power of knockout.
[01:29:47.470 --> 01:29:52.093]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:29:52.093 --> 01:29:53.654]  That's InfoWarsLife.com.
[01:29:53.654 --> 01:30:04.479]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[01:30:04.479 --> 01:30:04.960]  It's you.
[01:30:06.061 --> 01:30:08.542]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[01:30:08.542 --> 01:30:09.922]  You are the InfoWard.
[01:30:09.922 --> 01:30:12.843]  And now because of their intensifying censorship, it's more important than ever
[01:30:27.208 --> 01:30:28.969]  We are the renaissance, and we are winning!
[01:30:56.844 --> 01:30:59.185]  InfoWars Life is launching its newest product.
[01:30:59.185 --> 01:31:01.346]  We're really, really proud of it.
[01:31:01.346 --> 01:31:05.287]  It's a best source prebiotic fiber.
[01:31:05.287 --> 01:31:16.771]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[01:31:16.771 --> 01:31:25.894]  And it synergistically works with our 50 billion live active culture floraLife as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[01:31:26.374 --> 01:31:32.161]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[01:31:32.161 --> 01:31:37.607]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[01:31:37.607 --> 01:31:39.869]  And I'm doing this to introduce these products to you.
[01:31:39.869 --> 01:31:41.010]  Buy these!
[01:31:41.010 --> 01:31:41.891]  Sold out in a month!
[01:31:43.151 --> 01:31:46.152]  Strongest concentrated turmeric formula we could come up with.
[01:31:46.152 --> 01:31:48.193]  It sold out for another month and a half.
[01:31:48.193 --> 01:31:51.494]  We sold it at 50% off till it sold out.
[01:31:51.494 --> 01:31:54.015]  And I think it's gonna be the same way with this fiber.
[01:31:54.015 --> 01:31:55.115]  Get yours today.
[01:31:55.115 --> 01:31:56.615]  Infowarslife.com.
[01:31:56.615 --> 01:32:00.196]  Infowarslife is bringing you a breakthrough in modern medicine.
[01:32:00.196 --> 01:32:01.437]  Introducing Pollen Block.
[01:32:01.977 --> 01:32:02.177]  I'm good.
[01:32:19.811 --> 01:32:29.156]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:32:29.156 --> 01:32:34.979]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:32:34.979 --> 01:32:43.423]  In fact, current research has found that it actually acts by blocking the activity of tryptase.
[01:32:43.683 --> 01:32:45.545]  You're listening to the Alex Jones Show!
[01:33:17.714 --> 01:33:22.077]  If you are receiving this transmission, you are the resistance.
[01:33:22.077 --> 01:33:28.921]  You're listening to Alex Jones.
[01:33:28.921 --> 01:33:32.043]  I want listeners to know this.
[01:33:32.043 --> 01:33:32.884]  I appreciate you.
[01:33:32.884 --> 01:33:34.485]  I'm very thankful for you.
[01:33:34.485 --> 01:33:38.087]  No matter where you come from or what color you are, you love liberty.
[01:33:38.087 --> 01:33:39.188]  You are the light in the night.
[01:33:40.586 --> 01:33:42.427]  You are the individuals that globalists fear.
[01:33:42.427 --> 01:33:52.255]  It's not Alex Jones they fear, it's not even Mike Adams they fear, it's not even Donald Trump they fear, or Matt Drudge they fear, or Joe Jennings they fear, or Ron Paul, or Rand Paul.
[01:33:52.255 --> 01:33:59.500]  It's all of us together wanting freedom, wanting a future, being hardworking, being rugged individualists.
[01:33:59.500 --> 01:34:08.487]  They fear Americana because it was the greatest expression so far of the Renaissance, and of the incredible inventions and ideas that came out of it.
[01:34:10.814 --> 01:34:16.901]  No one, because all the big so-called internet free speech groups are Soros and leftist funded now.
[01:34:16.901 --> 01:34:19.023]  It happened the last five years.
[01:34:19.023 --> 01:34:25.490]  No one on the left, ACLU, you name it, and I've got lawyers like Ron Dazza that's the top First Amendment lawyer right now in the country.
[01:34:26.869 --> 01:34:28.770]  Even Dershowitz comes out and says the same thing.
[01:34:28.770 --> 01:34:30.430]  First Amendment's under attack.
[01:34:30.430 --> 01:34:31.010]  They all agree.
[01:34:31.010 --> 01:34:32.691]  The left's trying to kill it.
[01:34:32.691 --> 01:34:33.871]  And in Europe, they're killing it.
[01:34:33.871 --> 01:34:36.171]  And Apple's moved to China with their code keys.
[01:34:36.171 --> 01:34:39.092]  And emojis of Taiwan are being banned.
[01:34:39.092 --> 01:34:40.153]  Americans can't send it.
[01:34:40.153 --> 01:34:41.293]  Your phone crashes.
[01:34:41.293 --> 01:34:44.814]  That was a little too obvious, so they quit crashing the phones on Friday.
[01:34:44.814 --> 01:34:46.114]  It's here.
[01:34:46.114 --> 01:34:50.495]  And so, in literally thousands of articles, I've only read a couple hundred of them.
[01:34:50.495 --> 01:34:53.056]  I mentioned a bunch earlier and showed them to TV viewers and radio listeners.
[01:34:54.090 --> 01:35:03.097]  They admit, we're just using Infowars that we've demonized and misrepresented and taken a few cherry-picked things out of context as the case point.
[01:35:03.097 --> 01:35:16.628]  They're having hearings on Tuesday to try to mainline censoring libertarian, conservative, nationalist, independent health news, vaccine awareness, real liberal anti-war stuff, all of it off the internet.
[01:35:16.628 --> 01:35:18.709]  And then Facebook and Google went, stop it.
[01:35:18.709 --> 01:35:19.790]  Here's the articles.
[01:35:19.790 --> 01:35:22.012]  They said, we've already basically banned everybody.
[01:35:23.183 --> 01:35:25.384]  We haven't got rid of Jones completely because it's too obvious.
[01:35:25.384 --> 01:35:26.946]  We can have an antitrust suit.
[01:35:26.946 --> 01:35:31.108]  Facebook would make a martyr by banning InfoWars, TechCrunch.
[01:35:31.108 --> 01:35:35.131]  Facebook won't ban InfoWars for good reason, like both sides do it.
[01:35:35.131 --> 01:35:37.232]  And what about YouTube?
[01:35:37.232 --> 01:35:38.573]  That's New York Magazine.
[01:35:38.573 --> 01:35:40.415]  But they have already banned us.
[01:35:40.415 --> 01:35:41.836]  They say 80%.
[01:35:41.836 --> 01:35:43.176]  What did I say a month ago?
[01:35:43.176 --> 01:35:44.357]  I said, we can look at the graph.
[01:35:44.357 --> 01:35:45.398]  It's 80%.
[01:35:45.398 --> 01:35:46.419]  They don't let you share it.
[01:35:47.119 --> 01:35:49.101]  They peg our live feeds.
[01:35:49.101 --> 01:35:50.862]  We should have live feeds with 3 million viewers.
[01:35:50.862 --> 01:35:51.863]  I just do it for my house.
[01:35:51.863 --> 01:35:52.944]  They don't let you have it.
[01:35:52.944 --> 01:35:54.766]  They kick you off.
[01:35:54.766 --> 01:35:56.087]  They don't even know what I'm talking about.
[01:35:56.087 --> 01:35:57.008]  They just censor.
[01:35:57.008 --> 01:36:05.976]  So this segment and the next, Mike Adams, who's an engineer, computer programmer, naturalnews.com, has over 300 sites, best-selling author.
[01:36:05.976 --> 01:36:08.499]  Watson's writing a report tomorrow that's a boil down, but Mike's
[01:36:09.707 --> 01:36:22.566]  Take on the challenge, because I've been talking to folks who are aware of what's going on, and they say, well Alex, what's the full architecture of how they're already shadowbanning the President, how they're already not letting most of his push notifications on Twitter go out?
[01:36:22.566 --> 01:36:23.608]  And they go, what do we do?
[01:36:23.608 --> 01:36:25.531]  Well, I'm like, well let's lay out the problem.
[01:36:26.011 --> 01:36:28.614]  Then let's talk about the solution, antitrust.
[01:36:28.614 --> 01:36:32.798]  Let's talk about just exposing it and making them stop because they're doing it ahead of the midterms.
