whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[03:10:42.420 --> 03:10:48.420]   I'm going to sue them.
[03:10:48.420 --> 03:10:54.420]   I'm going to sue them.
[03:10:54.420 --> 03:11:00.420]   I'm going to sue them.
[03:11:00.420 --> 03:11:06.420]   I'm going to sue them.
[03:11:06.420 --> 03:11:12.420]   I'm going to sue them.
[03:11:12.420 --> 03:11:18.420]   I'm going to sue them.
[03:11:18.420 --> 03:11:24.420]   I'm going to sue them.
[03:11:24.420 --> 03:11:30.420]   I'm going to sue them.
[03:11:30.420 --> 03:11:36.420]   I'm going to sue them.
[03:11:36.420 --> 03:11:42.420]   I'm going to sue them.
[03:11:42.420 --> 03:11:48.420]   I'm going to sue them.
[03:11:48.420 --> 03:11:54.420]   I'm going to sue them.
[03:11:54.420 --> 03:12:00.420]   I'm going to sue them.
[03:12:00.420 --> 03:12:06.420]   I'm going to sue them.
[03:12:06.420 --> 03:12:12.420]   I'm going to sue them.
[03:12:12.420 --> 03:12:18.420]   I'm going to sue them.
[03:12:18.420 --> 03:12:24.420]   I'm going to sue them.
[03:12:24.420 --> 03:12:30.420]   I'm going to sue them.
[03:12:30.420 --> 03:12:36.420]   I'm going to sue them.
[03:12:36.420 --> 03:12:42.420]   I'm going to sue them.
[03:12:42.420 --> 03:12:48.420]   I'm going to sue them.
[03:12:48.420 --> 03:12:54.420]   I'm going to sue them.
[03:12:54.420 --> 03:13:00.420]   I'm going to sue them.
[03:13:00.420 --> 03:13:06.420]   I'm going to sue them.
[03:13:06.420 --> 03:13:12.420]   I'm going to sue them.
[03:13:12.420 --> 03:13:18.420]   I'm going to sue them.
[03:13:18.420 --> 03:13:24.420]   I'm going to sue them.
[03:13:24.420 --> 03:13:30.420]   I'm going to sue them.
[03:13:30.420 --> 03:13:36.420]   I'm going to sue them.
[03:13:36.420 --> 03:13:42.420]   I'm going to sue them.
[03:13:42.420 --> 03:13:48.420]   I'm going to sue them.
[03:13:48.420 --> 03:13:54.420]   I'm going to sue them.
[03:13:54.420 --> 03:14:00.420]   I'm going to sue them.
[03:14:00.420 --> 03:14:06.420]   I'm going to sue them.
[03:14:06.420 --> 03:14:12.420]   I'm going to sue them.
[03:14:12.420 --> 03:14:18.420]   I'm going to sue them.
[03:14:18.420 --> 03:14:24.420]   I'm going to sue them.
[03:14:24.420 --> 03:14:30.420]   I'm going to sue them.
[03:14:30.420 --> 03:14:36.420]   I'm going to sue them.
[03:14:36.420 --> 03:14:42.420]   I'm going to sue them.
[03:14:42.420 --> 03:14:48.420]   I'm going to sue them.
[03:14:48.420 --> 03:14:54.420]   I'm going to sue them.
[03:14:54.420 --> 03:15:00.420]   I'm going to sue them.
[03:15:00.420 --> 03:15:06.420]   I'm going to sue them.
[03:15:06.420 --> 03:15:12.420]   I'm going to sue them.
[03:15:12.420 --> 03:15:18.420]   I'm going to sue them.
[03:15:18.420 --> 03:15:24.420]   I'm going to sue them.
[03:15:24.420 --> 03:15:30.420]   I'm going to sue them.
[03:15:30.420 --> 03:15:36.420]   I'm going to sue them.
[03:15:36.420 --> 03:15:42.420]   I'm going to sue them.
[03:15:42.420 --> 03:15:48.420]   I'm going to sue them.
[03:15:48.420 --> 03:15:54.420]   I'm going to sue them.
[03:15:54.420 --> 03:16:00.420]   I'm going to sue them.
[03:16:00.420 --> 03:16:06.420]   I'm going to sue them.
[03:16:06.420 --> 03:16:12.420]   I'm going to sue them.
[03:16:12.420 --> 03:16:18.420]   I'm going to sue them.
[03:16:18.420 --> 03:16:24.420]   I'm going to sue them.
[03:16:24.420 --> 03:16:30.420]   I'm going to sue them.
[03:16:30.420 --> 03:16:36.420]   I'm going to sue them.
[03:16:36.420 --> 03:16:42.420]   I'm going to sue them.
[03:16:42.420 --> 03:16:48.420]   I'm going to sue them.
[03:16:48.420 --> 03:16:54.420]   I'm going to sue them.
[03:16:54.420 --> 03:17:00.420]   I'm going to sue them.
[03:17:00.420 --> 03:17:06.420]   I'm going to sue them.
[03:17:06.420 --> 03:17:12.420]   I'm going to sue them.
[03:17:12.420 --> 03:17:18.420]   I'm going to sue them.
[03:17:18.420 --> 03:17:24.420]   I'm going to sue them.
[03:17:24.420 --> 03:17:30.420]   I'm going to sue them.
[03:17:30.420 --> 03:17:36.420]   I'm going to sue them.
[03:17:36.420 --> 03:17:42.420]   I'm going to sue them.
[03:17:42.420 --> 03:17:48.420]   I'm going to sue them.
[03:17:48.420 --> 03:17:54.420]   I'm going to sue them.
[03:17:54.420 --> 03:18:00.420]   I'm going to sue them.
[03:18:00.420 --> 03:18:06.420]   I'm going to sue them.
[03:18:06.420 --> 03:18:12.420]   I'm going to sue them.
[03:18:12.420 --> 03:18:18.420]   I'm going to sue them.
[03:18:18.420 --> 03:18:24.420]   I'm going to sue them.
[03:18:24.420 --> 03:18:30.420]   I'm going to sue them.
[03:18:30.420 --> 03:18:36.420]   I'm going to sue them.
[03:18:36.420 --> 03:18:42.420]   I'm going to sue them.
[03:18:42.420 --> 03:18:48.420]   I'm going to sue them.
[03:18:48.420 --> 03:18:54.420]   I'm going to sue them.
[03:18:54.420 --> 03:19:00.420]   I'm going to sue them.
[03:19:00.420 --> 03:19:06.420]   I'm going to sue them.
[03:19:06.420 --> 03:19:12.420]   I'm going to sue them.
[03:19:12.420 --> 03:19:18.420]   I'm going to sue them.
[03:19:18.420 --> 03:19:24.420]   I'm going to sue them.
[03:19:24.420 --> 03:19:30.420]   I'm going to sue them.
[03:19:30.420 --> 03:19:36.420]   I'm going to sue them.
[03:19:36.420 --> 03:19:42.420]   I'm going to sue them.
[03:19:42.420 --> 03:19:48.420]   I'm going to sue them.
[03:19:48.420 --> 03:19:54.420]   I'm going to sue them.
[03:19:54.420 --> 03:20:00.420]   I'm going to sue them.
[03:20:00.420 --> 03:20:06.420]   I'm going to sue them.
[03:20:06.420 --> 03:20:12.420]   I'm going to sue them.
[03:20:12.420 --> 03:20:18.420]   I'm going to sue them.
[03:20:18.420 --> 03:20:24.420]   I'm going to sue them.
[03:20:24.420 --> 03:20:30.420]   I'm going to sue them.
[03:20:30.420 --> 03:20:36.420]   I'm going to sue them.
[03:20:36.420 --> 03:20:42.420]   I'm going to sue them.
[03:20:42.420 --> 03:20:48.420]   I'm going to sue them.
[03:20:48.420 --> 03:20:54.420]   I'm going to sue them.
[03:20:54.420 --> 03:21:00.420]   I'm going to sue them.
[03:21:00.420 --> 03:21:06.420]   I'm going to sue them.
[03:21:06.420 --> 03:21:12.420]   I'm going to sue them.
[03:21:12.420 --> 03:21:18.420]   I'm going to sue them.
[03:21:18.420 --> 03:21:24.420]   I'm going to sue them.
[03:21:24.420 --> 03:21:30.420]   >> We are not the enemy of the people we love.
[03:21:30.420 --> 03:21:36.420]   [MUSIC]
[03:21:36.420 --> 03:21:42.420]   >> This is CNN.
[03:21:42.420 --> 03:21:46.420]   >> You are the resistance.
[03:21:46.420 --> 03:21:54.420]   >> I just felt like I walked up to the star cheerleader when I was a freshman in high school and asked the senior cheerleader out on a date and she said yes.
[03:21:54.420 --> 03:21:58.420]   So those little feelings of ecstasy when your brain releases a little bit of endorphin.
[03:21:58.420 --> 03:22:02.420]   I just -- I hadn't seen that promo piece that I had the idea for this morning.
[03:22:02.420 --> 03:22:04.420]   But the guys did a great job putting it together.
[03:22:04.420 --> 03:22:08.420]   And I just had a brain orgasm.
[03:22:08.420 --> 03:22:10.420]   I mean, I'm not kidding.
[03:22:10.420 --> 03:22:14.420]   I just -- oh, ooh, excuse me.
[03:22:14.420 --> 03:22:16.420]   Oh, my gosh.
[03:22:16.420 --> 03:22:18.420]   Look at this.
[03:22:18.420 --> 03:22:20.420]   Viva la resistance.
[03:22:20.420 --> 03:22:22.420]   Mueller team attorney sent anti-Trump text.
[03:22:22.420 --> 03:22:24.420]   As we go through the 500 pages.
[03:22:24.420 --> 03:22:26.420]   This is the daily caller.com.
[03:22:26.420 --> 03:22:28.420]   It's up on infowars.com.
[03:22:28.420 --> 03:22:30.420]   I was going to leave but I'm just here taking over.
[03:22:30.420 --> 03:22:32.420]   I want to do a whole show with Hagman soon.
[03:22:32.420 --> 03:22:34.420]   He's going to be working with us.
[03:22:34.420 --> 03:22:36.420]   Hagman is awesome.
[03:22:36.420 --> 03:22:38.420]   I want to hear his breakdown on this.
[03:22:38.420 --> 03:22:40.420]   His law enforcement sources are amazing.
[03:22:40.420 --> 03:22:42.420]   But you've got this.
[03:22:42.420 --> 03:22:44.420]   Trump will never be elected.
[03:22:44.420 --> 03:22:48.420]   I mean, this is just getting more and more insane.
[03:22:48.420 --> 03:22:50.420]   And as Trump succeeds showing they were artificially suppressing things.
[03:22:50.420 --> 03:22:56.420]   I don't want to say Trump was like, you know, the second coming or whatever.
[03:22:56.420 --> 03:22:58.420]   But the truth is Trump is just not out to get us.
[03:22:58.420 --> 03:23:00.420]   And he's got courage and stamina and is smart.
[03:23:00.420 --> 03:23:06.420]   But he's removing the artificial criminality where they want to make us poor.
[03:23:06.420 --> 03:23:08.420]   That's the essence of globalism.
[03:23:08.420 --> 03:23:16.420]   CNN, MSNBC, Netflix, news shows, Bill Maher, HBO saying we want to implode the economy.
[03:23:16.420 --> 03:23:18.420]   We want nuclear war to stop Trump.
[03:23:18.420 --> 03:23:20.420]   They've entered cuckoo land.
[03:23:20.420 --> 03:23:22.420]   Doug Hagman, I'm done.
[03:23:22.420 --> 03:23:24.420]   You take over of hagmanreport.com, my friend.
[03:23:24.420 --> 03:23:26.420]   Hey, thanks, Alex.
[03:23:26.420 --> 03:23:28.420]   Appreciate it.
[03:23:28.420 --> 03:23:32.420]   What you were just referencing there, by the way, the messages that were expunged, the page struck messages.
[03:23:32.420 --> 03:23:40.420]   It was a reference to an exchange that took place on August 8, 2016, between Lisa Page and Peter Strzok.
[03:23:40.420 --> 03:23:44.420]   And basically, here's what happened.
[03:23:44.420 --> 03:24:00.420]   The inspector general found messages that were expunged and, of course, reported on these messages to the Department of Justice, actually the office of the deputy attorney general just last month.
[03:24:00.420 --> 03:24:16.420]   And what was expunged or taken out of that exchange of August 8, 2016, of these two FBI swamp creatures, again, struck and page, was the exchange.
[03:24:16.420 --> 03:24:18.420]   And I'm looking at my notes here.
[03:24:18.420 --> 03:24:26.420]   Lisa Page saying he's not going to become president.
[03:24:26.420 --> 03:24:28.420]   No, no, we're going to stop him.
[03:24:28.420 --> 03:24:34.420]   Is what was erased from the messages that were given.
[03:24:34.420 --> 03:24:44.420]   And doesn't that create the criminal intent that they are erasing evidence of them in their official capacity, saying we're politically not going to let him get elected using our official capacity?
[03:24:44.420 --> 03:24:46.420]   I mean, that is criminal civil rights violations.
[03:24:46.420 --> 03:24:50.420]   Every citizen that's a voter has been attempted to be disenfranchised.
[03:24:50.420 --> 03:24:52.420]   This is huge.
[03:24:52.420 --> 03:24:54.420]   Well, exactly.
[03:24:54.420 --> 03:24:56.420]   It does show criminal intent.
[03:24:56.420 --> 03:25:00.420]   Now, you've got to prove on a legal basis criminal intent.
[03:25:00.420 --> 03:25:08.420]   But certainly that, to me, is prima facie evidence of legal intent or of the legal definition of intent if I've ever seen it.
[03:25:08.420 --> 03:25:14.420]   I'm not an attorney, but working with attorneys, you can see that there's a plan going on that we're going to stop.
[03:25:14.420 --> 03:25:19.420]   We're going to develop a fake plan to stop him from getting elected in our official capacity, and then we're going to erase it later.
[03:25:19.420 --> 03:25:21.420]   Exactly.
[03:25:21.420 --> 03:25:31.420]   People have got to understand, too, that this does not -- that exchange was removed not from the technical error that they supposedly had between December 2015 or December 15, 2016.
[03:25:31.420 --> 03:25:33.420]   Oh, I've forgotten the error.
[03:25:33.420 --> 03:25:35.420]   And then, of course, it wasn't an error.
[03:25:35.420 --> 03:25:36.420]   Oh, yeah, yeah.
[03:25:36.420 --> 03:25:42.420]   Which is another crime, the FBI lying and saying it had all been removed by error when it wasn't, which is a more fraud.
[03:25:42.420 --> 03:25:44.420]   Precisely.
[03:25:44.420 --> 03:25:47.420]   So where are these text messages?
[03:25:47.420 --> 03:25:52.420]   I guess you could go down to the NSA and grab a copy if you really need to.
[03:25:52.420 --> 03:25:56.420]   But the bottom line, yeah, this -- first of all, you've got two issues.
[03:25:56.420 --> 03:26:05.420]   You've got the December 15, 2016 issue through May 17, 2017, coincidentally the day that Mueller was appointed special counsel, that are missing.
[03:26:05.420 --> 03:26:22.420]   But outside of that, the expungement or the extraction of that one sentence that does prove criminal intent, in my view, that should be used as the basis of criminal prosecution, again, in my view, not being a lawyer.
[03:26:22.420 --> 03:26:25.420]   To continue, I just -- wild horses can't drag me away.
[03:26:25.420 --> 03:26:27.420]   And we're just going through this.
[03:26:27.420 --> 03:26:29.420]   And when you come back, you'll get more into it.
[03:26:29.420 --> 03:26:38.420]   Do you agree with me, and I haven't read the whole thing yet, but I've looked at people that did analysis, I've scanned over it, that the tone is real, oh, no one's criminal, but there was intent to throw the election.
[03:26:38.420 --> 03:26:39.420]   They did try to hide things.
[03:26:39.420 --> 03:26:45.420]   It's like they're putting out the breadcrumbs and saying this is illegal, but not saying it because that's not their place.
[03:26:45.420 --> 03:26:46.420]   Well, exactly.
[03:26:46.420 --> 03:26:47.420]   Yeah, I agree with that.
[03:26:47.420 --> 03:26:48.420]   Here is the report.
[03:26:48.420 --> 03:26:52.420]   Right now I had my staff -- in fact, here's half of it.
[03:26:52.420 --> 03:26:54.420]   The other half is still on the printer.
[03:26:54.420 --> 03:26:56.420]   It's the report --
[03:26:56.420 --> 03:26:57.420]   500 pages.
[03:26:57.420 --> 03:26:59.420]   Yeah, it's 499 of content.
[03:26:59.420 --> 03:27:02.420]   The rest is appendices and attachments.
[03:27:02.420 --> 03:27:06.420]   Conciliatory, I suppose, would be a good word to describe it.
[03:27:06.420 --> 03:27:08.420]   I haven't gone through the whole thing.
[03:27:08.420 --> 03:27:12.420]   Listening to, of course, the various talkers out there saying, well, you know what --
[03:27:12.420 --> 03:27:13.420]   But it's backhanded.
[03:27:13.420 --> 03:27:21.420]   Scanning what I've scanned, it's like, oh, they're doing criminal, but they did try to fix the election and did lie and did not follow bureau and did make us look bad and our piece of filth.
[03:27:21.420 --> 03:27:23.420]   Exactly.
[03:27:23.420 --> 03:27:24.420]   But here's the thing.
[03:27:24.420 --> 03:27:33.420]   You could probably toss this into a washing machine, and depending on who gets the laundry out of that washing machine from the spin cycle, you can spin it however.
[03:27:33.420 --> 03:27:43.420]   Now, there's some pretty damning -- I think the most damning part, just from what I was able to see just really quickly here, looks like the -- and we could talk about this at some point.
[03:27:43.420 --> 03:27:46.420]   But it looks like the most damning part appears to be the delay.
[03:27:46.420 --> 03:28:01.420]   And this is where you and I spoke about this, the delay between the finding the emails, classified emails, with respect to the -- my goodness, the Huma Abedin emails.
[03:28:01.420 --> 03:28:03.420]   And the --
[03:28:03.420 --> 03:28:07.420]   And this goes back to why the FBI was punning back and forth and reopening the investigation.
[03:28:07.420 --> 03:28:09.420]   So you'll have time when you come back, and I'm going to leave now.
[03:28:09.420 --> 03:28:11.420]   I'll be watching while I have lunch.
[03:28:11.420 --> 03:28:12.420]   You're going to break all this down.
[03:28:12.420 --> 03:28:16.420]   But it looks to me like they're putting the facts in there.
[03:28:16.420 --> 03:28:20.420]   They don't want to make political statements or statements of judgment, so they're punting.
[03:28:20.420 --> 03:28:28.420]   But there still is some kind of obfuscation just because it's the same agency investigating itself.
[03:28:28.420 --> 03:28:29.420]   Do you think that's accurate?
[03:28:29.420 --> 03:28:30.420]   Right.
[03:28:30.420 --> 03:28:31.420]   Yeah, I think so.
[03:28:31.420 --> 03:28:36.420]   No criminal referrals yet, but we'll see.
[03:28:36.420 --> 03:28:42.420]   Well, I heard -- we'll see what your sources say, that they've got working indictments ready to go to grand jury.
[03:28:42.420 --> 03:28:45.420]   So we'll hear about that straight ahead with Doug Hagman of The Hagman Report.
[03:28:45.420 --> 03:28:49.420]   I'm Alex Jones, NewsWars.com, NewsWars.com.
[03:28:49.420 --> 03:28:50.420]   Spread those links, HagmanReport.com.
[03:28:50.420 --> 03:28:53.420]   Spread that link.
[03:28:53.420 --> 03:28:55.420]   Healthcare reform is confusing.
[03:28:55.420 --> 03:29:03.420]   But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the healthcare system has become a challenge.
[03:29:03.420 --> 03:29:07.420]   Control your own healthcare costs and choices with Liberty HealthShare.
[03:29:07.420 --> 03:29:09.420]   Liberty HealthShare is not insurance.
[03:29:09.420 --> 03:29:15.420]   It is an association of self-paid patients who unite with like-minded people to share the cost of each other's medical needs.
[03:29:15.420 --> 03:29:16.420]   Neighbor helping neighbor.
[03:29:16.420 --> 03:29:19.420]   Learn more now by going to LibertyOnCall.org.
[03:29:19.420 --> 03:29:22.420]   That's LibertyOnCall.org.
[03:29:22.420 --> 03:29:23.420]   It's a no-brainer.
[03:29:23.420 --> 03:29:25.420]   A big, berky water filter is the one you need, period.
[03:29:25.420 --> 03:29:33.420]   You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors, pesticides, bacteria, viruses, and much more, right?
[03:29:33.420 --> 03:29:35.420]   And does it all at only two cents per gallon.
[03:29:35.420 --> 03:29:39.420]   Get the original and most trusted name in gravity water filtration, Big Berky.
[03:29:39.420 --> 03:29:43.420]   And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[03:29:43.420 --> 03:29:48.420]   Call or click 1-877-99-BERKY or BigBerkyWaterFilters.com.
[03:29:48.420 --> 03:29:53.420]   That's 1-877-99-BERKEY.
[03:29:53.420 --> 03:30:01.420]   Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[03:30:01.420 --> 03:30:05.420]   It's you that has defeated Hillary and the globalists.
[03:30:05.420 --> 03:30:14.420]   It is you, the Infowarriors, across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[03:30:14.420 --> 03:30:18.420]   And that's why you've been on the team supporting us, praying for us, and spreading the word.
[03:30:18.420 --> 03:30:20.420]   You are the Infowar.
[03:30:20.420 --> 03:30:29.420]   And now because of their intensifying censorship, it's more important than ever that everyone go to Infowars.com/newsletter and sign up via email.
[03:30:29.420 --> 03:30:35.420]   So there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[03:30:35.420 --> 03:30:43.420]   And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[03:30:43.420 --> 03:30:50.420]   The bare minimum you can do is sign up for the free newsletter at Infowars.com/newsletter.
[03:30:50.420 --> 03:30:53.420]   We are the renaissance. And we are winning.
[03:30:53.420 --> 03:30:59.420]   Patrick in the great nation of Australia, you're on the air worldwide. Thanks for calling.
[03:30:59.420 --> 03:31:04.420]   Hey, Alex, mate. I've been following you since I was 14, and I'm 32 now.
[03:31:04.420 --> 03:31:12.420]   I remember back when Infowars and Prison Planet, it was just blue text on a white screen, and I had to load down the page on my dial-up internet.
[03:31:12.420 --> 03:31:17.420]   And I thought it was pretty cool. And I read all the books and seen all the DVDs and followed all your guests.
[03:31:17.420 --> 03:31:21.420]   And I've been using your products since the first iteration of Survival Shield.
[03:31:21.420 --> 03:31:29.420]   And since then, I'm on the X2, the Supermail Vitality, the Caveman, the Real Red Pill, Micro ZX, Body. It's all amazing.
[03:31:29.420 --> 03:31:30.420]   Thank you, brother.
[03:31:30.420 --> 03:31:38.420]   Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[03:31:38.420 --> 03:31:43.420]   And it's just the more you know God, the more you fear God, but the more you chase God.
[03:31:43.420 --> 03:31:50.420]   And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 worldwide.
[03:31:50.420 --> 03:31:57.420]   Living in Volcano may sound more dramatic than it really is.
[03:31:57.420 --> 03:32:00.420]   The real drama can be found here in Leilani Estates.
[03:32:00.420 --> 03:32:06.420]   But a lot of us on the Big Island rely on rainwater, and we need to be concerned about ash and acid rain.
[03:32:06.420 --> 03:32:14.420]   Volcanic ash may contain heavy metal particles, and acid rain could lower the pH of the water to unhealthy levels.
[03:32:14.420 --> 03:32:20.420]   To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[03:32:20.420 --> 03:32:26.420]   What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[03:32:26.420 --> 03:32:30.420]   Next, we tested the water from our AlexaPure gravity filter.
[03:32:30.420 --> 03:32:37.420]   And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[03:32:37.420 --> 03:32:42.420]   As it turns out, the filter on the AlexaPure raises the pH of the water.
[03:32:42.420 --> 03:32:48.420]   So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[03:32:48.420 --> 03:32:53.420]   But more importantly, a good water filtration system will purify it.
[03:32:55.420 --> 03:32:59.420]   You're listening to The Alex Jones Show.
[03:32:59.420 --> 03:33:19.420]   Live, raw, and unfiltered by globalist propaganda.
[03:33:19.420 --> 03:33:24.420]   It's The Alex Jones Show. Tomorrow's news today.
[03:33:24.420 --> 03:33:32.420]   Infowars.com. Doug Hagman sitting in for Alex Jones.
[03:33:32.420 --> 03:33:38.420]   Thank you so much for tuning in. It's a pleasure to be hosting Doug Hagman again for Infowars.
[03:33:38.420 --> 03:33:40.420]   My website, HagmanReport.com.
[03:33:40.420 --> 03:33:47.420]   And right now, it's a historic day. Aside from being day 511 of the Donald Trump presidency,
[03:33:47.420 --> 03:33:55.420]   it is also Donald Trump's birthday, it's Flag Day, and it's the much-awaited, it's the day of the much-awaited OIG report.
[03:33:55.420 --> 03:34:04.420]   Here it is right here. It's been released. It's 568 pages with attachments and appendices, 499 pages of content.
[03:34:04.420 --> 03:34:09.420]   And I have not read through the report, so why would I even be talking about the report?
[03:34:09.420 --> 03:34:13.420]   Obviously, it just came out prior to airtime. There's been a lot of leaks with respect to the report,
[03:34:13.420 --> 03:34:18.420]   but the report itself just came out before I came on, a little bit before I came on.
[03:34:18.420 --> 03:34:26.420]   But it's a product of an 18-month investigation by the inspector general, a review of the FBI DOJ,
[03:34:26.420 --> 03:34:29.420]   the investigation of the Hillary Clinton email.
[03:34:29.420 --> 03:34:35.420]   This particular inquiry, this investigative work product is specifically looking into whether the FBI,
[03:34:35.420 --> 03:34:43.420]   whether the Department of Justice was corrupted by the political influence in their determination of the Clinton outcome.
[03:34:43.420 --> 03:34:48.420]   End of story. The IG report provides background on the overall issues, the potential crimes,
[03:34:48.420 --> 03:34:55.420]   the subsequent cover-up, and the corruption that infested the 2016 Department of Justice and the FBI.
[03:34:55.420 --> 03:35:01.420]   Now, you're going to have a lot of people out there attempting to spin this in every different direction,
[03:35:01.420 --> 03:35:06.420]   rip it apart, saying, "Oh, it's nothing." They're going to call it a nothing burger, of course.
[03:35:06.420 --> 03:35:10.420]   They're going to say, "Well, it's not rooted in political bias."
[03:35:10.420 --> 03:35:18.420]   But here's the bottom line. You've got a lot of top-level officials, government, political officials,
[03:35:18.420 --> 03:35:26.420]   government officials, and even some within the rank and file, like, well, if you would consider Stroker Page a rank and file,
[03:35:26.420 --> 03:35:37.420]   within the government, doing a lot of breaking of laws, potential Hatch Act violations, and other such problems.
[03:35:37.420 --> 03:35:44.420]   Here's, I think, what we need to ask ourselves. Is this just merely only about politics?
[03:35:44.420 --> 03:35:52.420]   Is this the -- what we're looking at here, did Comey, did Brennan, did Lynch, did all of these individuals,
[03:35:52.420 --> 03:35:58.420]   Stroker and Page, as you see there, did they do this -- and I've talked about this before --
[03:35:58.420 --> 03:36:08.420]   did they risk their jobs, but more importantly, their freedom, that being the freedom, you know, their freedom from jail,
[03:36:08.420 --> 03:36:14.420]   or from indictments for seditious or potentially treasonous activity?
[03:36:14.420 --> 03:36:20.420]   Did they risk it simply for Hillary Clinton to get Hillary Clinton into office?
[03:36:20.420 --> 03:36:25.420]   Now, think about that question before you say, "Oh, yeah, that's all it is. Yeah, they love Hillary Clinton,
[03:36:25.420 --> 03:36:33.420]   and they hated Donald Trump that much." Think about it. Did they do this only, only for political purposes?
[03:36:33.420 --> 03:36:44.420]   And I would venture to say no. There is an ideology behind this, an ideology of this communist utopia that is propelling this,
[03:36:44.420 --> 03:36:53.420]   the ideology of this Marxist, Stalinist, Leninist, whatever you want to call it, but it is that ideology, in my view,
[03:36:53.420 --> 03:36:58.420]   that is responsible for their activities. It's much bigger than politics.
[03:36:58.420 --> 03:37:04.420]   So, this weekend, when you're lounging by the pool, doing some casual reading of the OIG report,
[03:37:04.420 --> 03:37:12.420]   I'm sure you will be, right, turning the pages, printing it out, or I guess on your electronic device,
[03:37:12.420 --> 03:37:20.420]   think about what you're reading and think about the bigger issue, the deeper issue, dig deeper, think bigger,
[03:37:20.420 --> 03:37:29.420]   about what we're looking at, because we can all take this and segment the various granular details,
[03:37:29.420 --> 03:37:37.420]   and I believe we need to do that, but what's really taking place in terms of the larger picture?
[03:37:37.420 --> 03:37:44.420]   And that's what I really want to say. And I was talking to Alex, and I just want to drive this point home.
[03:37:44.420 --> 03:37:50.420]   It's interesting that suddenly, those people who have taken the Inspector General to task,
[03:37:50.420 --> 03:37:56.420]   Michael Horowitz, saying he's an Obama plant, yes, and Paul Sperry had some interesting information
[03:37:56.420 --> 03:38:01.420]   that he posted on his Twitter account, the scared Paul Sperry, the scared reporter,
[03:38:01.420 --> 03:38:07.420]   about the relationships with Michael Horowitz, but think about this, it was Michael Horowitz,
[03:38:07.420 --> 03:38:18.420]   Inspector General, who in fact pointed out that last month, that a sentence, a reply by Peter Strzok
[03:38:18.420 --> 03:38:24.420]   to Lisa Page was omitted from the text messages that were sent to Congress.
[03:38:24.420 --> 03:38:37.420]   Well, in my view, there is some integrity there, and I think that that does show the integrity of Horowitz at this point.
[03:38:37.420 --> 03:38:45.420]   Now, opinions are like, you know what, right? So, analyses without reading the report would really not do you
[03:38:45.420 --> 03:38:53.420]   or anyone else any favors, but you can see just from the reactions, right now I'm looking at reactions of the talkers,
[03:38:53.420 --> 03:39:01.420]   I'm looking at reactions of the people such as Maddow and Matthews and, or Limbaugh on the right,
[03:39:01.420 --> 03:39:08.420]   I'm looking at their reactions to assess what their take is for the purposes of advancing the narrative.
[03:39:08.420 --> 03:39:12.420]   What's their narrative, whether it's on the right or on the left?
[03:39:12.420 --> 03:39:18.420]   And I'm doing that without having read the report, again, because the report just came out.
[03:39:18.420 --> 03:39:25.420]   The reason I mention that is it's important, in my view, it is extremely important to understand that news,
[03:39:25.420 --> 03:39:30.420]   as it stands today, is nothing but a running agenda.
[03:39:30.420 --> 03:39:35.420]   In other words, everyone's got an agenda, whether it's on the right or on the left, conservative or democratic socialist.
[03:39:35.420 --> 03:39:43.420]   So, it's up to you, the listener, the viewer of this show, to make up your own mind based on what you read.
[03:39:43.420 --> 03:39:49.420]   And I would suggest everyone listening, if you're listening or reviewing this broadcast, do yourself a favor,
[03:39:49.420 --> 03:39:58.420]   download the report, the link is, you can find it everywhere, but remember, this is just one of more,
[03:39:58.420 --> 03:40:02.420]   this is one of at least three such reports that are forthcoming.
[03:40:02.420 --> 03:40:11.420]   And from what I've read, it is kind of damning in terms of the intent, whether or not this results in criminal indictments.
[03:40:11.420 --> 03:40:17.420]   By the way, the other aspect of this, I've noticed people saying, "Well, I don't see any criminal referrals based on this report."
[03:40:17.420 --> 03:40:20.420]   You're not going to find criminal referrals. That's not the purpose of this report.
[03:40:20.420 --> 03:40:24.420]   This report does not make criminal referrals.
[03:40:24.420 --> 03:40:34.420]   However, when this report is given to the Department of Justice, the executive branch, to be more precise, that includes Donald Trump,
[03:40:34.420 --> 03:40:42.420]   it is from there that the criminal indictments or criminal referrals, more specifically, will be made.
