whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:31:13.720 --> 01:31:17.760]   ♪ There's a place down in Tennessee ♪
[01:31:17.760 --> 01:31:22.440]   ♪ Where they make blue diamond gusset jeans ♪
[01:31:22.440 --> 01:31:26.520]   ♪ They sew pride in every stitch ♪
[01:31:26.520 --> 01:31:30.880]   ♪ Guarantee you'll love the way they fit ♪
[01:31:30.880 --> 01:31:33.600]   ♪ They put a diamond gusset in the crotch ♪
[01:31:33.600 --> 01:31:35.520]   ♪ Where you need it most ♪
[01:31:35.520 --> 01:31:39.360]   ♪ Blue diamond gussets got it ♪
[01:31:39.360 --> 01:31:40.600]   ♪ Others don't ♪
[01:31:40.600 --> 01:31:42.720]   - We turn jeans inside out.
[01:31:42.720 --> 01:31:44.480]   Diamond gusset jeans,
[01:31:44.480 --> 01:31:47.360]   made in the USA with unparalleled quality.
[01:31:47.360 --> 01:31:50.120]   Our Defender motorcycle jeans combine gusset comfort
[01:31:50.120 --> 01:31:51.640]   with Kevlar protection,
[01:31:51.640 --> 01:31:53.960]   so you can ride all day with confidence.
[01:31:53.960 --> 01:31:56.720]   Order yours at gusset.com.
[01:31:56.720 --> 01:32:00.200]   Diamond gusset jeans got it, others don't.
[01:32:00.200 --> 01:32:03.160]   - This is Alex Jones with five good reasons
[01:32:03.160 --> 01:32:05.600]   you should consider buying a solar power generator.
[01:32:05.600 --> 01:32:07.760]   Number one, new climate legislation
[01:32:07.760 --> 01:32:09.960]   could easily double or triple your electric bill.
[01:32:09.960 --> 01:32:12.880]   Number two, our new energy czar wants to control
[01:32:12.880 --> 01:32:15.720]   how much power your electric company allows you to have.
[01:32:15.720 --> 01:32:18.600]   It's true, total government control of electricity
[01:32:18.600 --> 01:32:21.320]   in the name of smart grid technology is coming.
[01:32:21.320 --> 01:32:23.600]   Number three, in some areas of the country,
[01:32:23.600 --> 01:32:25.720]   the power grid is dangerously overloaded.
[01:32:25.720 --> 01:32:28.000]   And now new socialist legislation
[01:32:28.000 --> 01:32:29.640]   is only compounding the problem.
[01:32:29.640 --> 01:32:31.360]   Number four, dangerous weather
[01:32:31.360 --> 01:32:33.160]   is always a threat to local grids.
[01:32:33.160 --> 01:32:35.480]   Every year, thousands of families lose their power
[01:32:35.480 --> 01:32:36.880]   from weather-related outages.
[01:32:36.880 --> 01:32:38.920]   Number five, a solar power generator
[01:32:38.920 --> 01:32:41.840]   provides powerful backup, insurance, and peace of mind.
[01:32:41.840 --> 01:32:43.920]   Folks, I really believe in the solar power generators
[01:32:43.920 --> 01:32:45.480]   offered by Solutions from Science,
[01:32:45.480 --> 01:32:46.880]   one of my oldest sponsors.
[01:32:46.880 --> 01:32:51.040]   You can get more information at www.mysolarbackup.com.
[01:32:51.040 --> 01:32:52.800]   That's mysolarbackup.com.
[01:32:52.800 --> 01:32:55.080]   Remember, the government doesn't own the sun,
[01:32:55.080 --> 01:33:00.080]   so go to mysolarbackup.com or call 1-877-327-0365.
[01:33:02.080 --> 01:33:05.880]   - Coast to coast, direct from Austin,
[01:33:05.880 --> 01:33:09.520]   you're listening to the Alex Jones Broadcasting Network.
[01:33:09.520 --> 01:33:10.360]   Network.
[01:33:10.360 --> 01:33:15.560]   ♪ Look at the shoes you're feeling ♪
[01:33:15.560 --> 01:33:19.400]   - To me, the Republican debates are virtually unwatchable.
[01:33:19.400 --> 01:33:22.920]   I watch them for about 10 minutes and I'm so disgusted.
[01:33:22.920 --> 01:33:25.520]   But the other day I forced myself to watch
[01:33:25.520 --> 01:33:29.360]   'cause I wanted to hear whatever Congressman Paul spoke.
[01:33:29.360 --> 01:33:32.480]   And whenever he did, he clearly is the only one
[01:33:32.480 --> 01:33:34.480]   that makes any sense whatsoever
[01:33:34.480 --> 01:33:37.440]   out of the whole bunch of candidates up there.
[01:33:37.440 --> 01:33:40.200]   Clearly, by far and away, in my opinion.
[01:33:40.200 --> 01:33:42.520]   He's the heads above everyone else.
[01:33:42.520 --> 01:33:45.200]   Now, he's playing it brilliantly.
[01:33:45.200 --> 01:33:47.400]   Ride that Republican wagon all the way
[01:33:47.400 --> 01:33:50.360]   'til they boot him off it, which you know they will.
[01:33:50.360 --> 01:33:53.000]   And then as soon as they boot him off it,
[01:33:53.000 --> 01:33:55.640]   which they choose their candidate, whatever,
[01:33:55.640 --> 01:33:58.600]   then he immediately should jump to the Libertarian Party.
[01:33:58.600 --> 01:34:01.880]   He'll have ballot access in virtually every state.
[01:34:01.880 --> 01:34:04.160]   He'll have the momentum of the Republican
[01:34:04.160 --> 01:34:07.000]   all the time on TV with them.
[01:34:07.000 --> 01:34:09.480]   And he should get numbers big enough
[01:34:09.480 --> 01:34:12.160]   to where they'll have to include him in the debates.
[01:34:12.160 --> 01:34:14.480]   If they don't include him in the debates,
[01:34:14.480 --> 01:34:16.480]   we should start rioting in the streets.
[01:34:16.480 --> 01:34:20.480]   - Wow, what a statement from Jesse Ventura.
[01:34:20.480 --> 01:34:22.160]   I guess it is getting down to the point
[01:34:22.160 --> 01:34:25.480]   where this government's acting about like the Redcoats.
[01:34:25.480 --> 01:34:27.560]   If you read the Declaration of Independence,
[01:34:27.560 --> 01:34:29.640]   everything in there is exactly
[01:34:29.640 --> 01:34:31.280]   what this out-of-control government,
[01:34:31.280 --> 01:34:34.040]   hijacked by the Federal Reserve, is doing.
[01:34:34.040 --> 01:34:35.680]   - Oh yeah, absolutely.
[01:34:35.680 --> 01:34:38.720]   And you notice that when Ron Tad brings up
[01:34:38.720 --> 01:34:40.600]   auditing the Federal Reserve,
[01:34:40.600 --> 01:34:43.680]   all those other candidates head for the hills.
[01:34:43.680 --> 01:34:46.400]   They don't speak a word about that.
[01:34:46.400 --> 01:34:49.200]   Not one word from any other candidate up there,
[01:34:49.200 --> 01:34:51.920]   including the current frontrunner,
[01:34:51.920 --> 01:34:56.920]   the godfather at Godfather's Pizza, Tade.
[01:34:57.680 --> 01:34:58.520]   - Yeah, by the way-
[01:34:58.520 --> 01:35:00.440]   - He doesn't even touch it either.
[01:35:00.440 --> 01:35:02.560]   - By the way, his solution is new taxes
[01:35:02.560 --> 01:35:04.160]   on top of the income taxes.
[01:35:04.160 --> 01:35:05.160]   Can you imagine, Governor,
[01:35:05.160 --> 01:35:08.240]   the feds involved in sales taxes and VAT?
[01:35:08.240 --> 01:35:09.640]   The hell of that?
[01:35:09.640 --> 01:35:14.240]   - Well, you know, if it legitimately could be 999,
[01:35:14.240 --> 01:35:16.080]   I don't see nothing wrong with that, really.
[01:35:16.080 --> 01:35:17.840]   That's less than I'm paying now.
[01:35:17.840 --> 01:35:20.400]   - Yeah, but you know they're gonna jack it up.
[01:35:20.400 --> 01:35:21.440]   - But oh, of course.
[01:35:21.440 --> 01:35:25.200]   And I would like, you know I'm an advocate
[01:35:25.200 --> 01:35:29.160]   of the national sales tax to abolish the income tax,
[01:35:29.160 --> 01:35:31.800]   which of course was never constitutionally passed
[01:35:31.800 --> 01:35:32.640]   in the first place.
[01:35:32.640 --> 01:35:34.440]   - Sure, sure, but only if you can completely
[01:35:34.440 --> 01:35:36.640]   get rid of the income tax and have an amendment against it.
[01:35:36.640 --> 01:35:38.920]   - Yep, get rid of the income tax
[01:35:38.920 --> 01:35:40.800]   and go to a national sales tax.
[01:35:40.800 --> 01:35:43.720]   I've been an advocate of that for 20 years now.
[01:35:43.720 --> 01:35:45.760]   You know, 'cause my belief is clear.
[01:35:45.760 --> 01:35:48.040]   My belief is wealth is not what you earn.
[01:35:48.040 --> 01:35:50.160]   Wealth is determined by what you spend.
[01:35:50.160 --> 01:35:51.000]   - I agree with that.
[01:35:51.000 --> 01:35:53.120]   It shouldn't penalize savings and investment.
[01:35:53.120 --> 01:35:55.680]   Now expanding on that, but to be specific,
[01:35:55.680 --> 01:35:57.440]   putting you here on the hot seat.
[01:35:57.440 --> 01:35:58.280]   - All right.
[01:35:58.280 --> 01:36:02.320]   - If Ron Paul approached you about being his VP,
[01:36:02.320 --> 01:36:04.840]   because I happen to know there's been some scuttlebutt
[01:36:04.840 --> 01:36:07.520]   concerning that, if Ron Paul approached you,
[01:36:07.520 --> 01:36:09.400]   you know, running as a libertarian,
[01:36:09.400 --> 01:36:12.840]   and said, "Jesse, governor, I'd like you to run as my VP,"
[01:36:12.840 --> 01:36:13.800]   what would you say?
[01:36:13.800 --> 01:36:16.360]   - Well, first of all, I would say this.
[01:36:16.360 --> 01:36:18.720]   That would be the best insurance policy
[01:36:18.720 --> 01:36:21.720]   Congressman Paul could ever have.
[01:36:21.720 --> 01:36:24.800]   Because nobody's gonna assassinate him
[01:36:24.800 --> 01:36:26.680]   and let me be in charge.
[01:36:26.680 --> 01:36:28.080]   - Ha ha, no, no.
[01:36:28.080 --> 01:36:30.920]   - So he definitely, if you wanna look at it,
[01:36:30.920 --> 01:36:34.120]   would be the lesser of the two evils from their perspective.
[01:36:34.120 --> 01:36:38.680]   So I would give it serious consideration.
[01:36:38.680 --> 01:36:41.200]   I would not say right now whether yes or no,
[01:36:41.200 --> 01:36:44.600]   because naturally I would have to discuss it with my family
[01:36:44.600 --> 01:36:47.280]   before I would do any venture like that.
[01:36:47.280 --> 01:36:51.000]   But if it were to come to pass next spring or next summer,
[01:36:51.000 --> 01:36:53.560]   when I get back from Mexico,
[01:36:53.560 --> 01:36:56.000]   if the iron's hot, I don't know.
[01:36:56.000 --> 01:36:58.080]   You know, I guess I'll go to Mexico
[01:36:58.080 --> 01:36:59.440]   and think about it this winter.
[01:36:59.440 --> 01:37:01.920]   And by the time I get back, it ought to be time,
[01:37:01.920 --> 01:37:03.480]   if a decision has to be made,
[01:37:03.480 --> 01:37:05.440]   that'll be the time to make it.
[01:37:05.440 --> 01:37:07.280]   - Governor, what about this angle?
[01:37:07.280 --> 01:37:10.240]   If Ron Paul doesn't run, if he doesn't get the nomination,
[01:37:10.240 --> 01:37:11.520]   we should all push for that, obviously,
[01:37:11.520 --> 01:37:13.400]   using that machinery against, you know,
[01:37:13.400 --> 01:37:16.320]   against the power structure against itself.
[01:37:16.320 --> 01:37:18.560]   And he doesn't, for whatever reason,
[01:37:18.560 --> 01:37:21.400]   his wife's health, whatever, run as a libertarian.
[01:37:21.400 --> 01:37:23.920]   What about Jesse Ventura seeking that nomination?
[01:37:23.920 --> 01:37:25.360]   Even if he didn't win,
[01:37:25.360 --> 01:37:27.240]   and I know you don't do stuff to not win,
[01:37:27.240 --> 01:37:29.400]   but you would still win by being on the field,
[01:37:29.400 --> 01:37:32.600]   injecting real issues and being in the national debate.
[01:37:32.600 --> 01:37:33.720]   I mean, my God.
[01:37:33.720 --> 01:37:36.440]   - Well, that would require the libertarians
[01:37:36.440 --> 01:37:38.200]   to come and ask me, wouldn't it?
[01:37:38.200 --> 01:37:39.040]   - Yes.
[01:37:39.040 --> 01:37:43.360]   - So, and the libertarians have never done that to me before.
[01:37:43.360 --> 01:37:45.400]   So I guess the ball would be
[01:37:45.400 --> 01:37:47.560]   in the libertarians' corner, wouldn't it?
[01:37:49.080 --> 01:37:50.840]   But if you got invited to that party,
[01:37:50.840 --> 01:37:53.160]   you would look at the invitation.
[01:37:53.160 --> 01:37:55.000]   - Well, I am a libertarian.
[01:37:55.000 --> 01:37:56.600]   You know, I've taken their exam.
[01:37:56.600 --> 01:37:59.120]   I pass it with flying colors.
[01:37:59.120 --> 01:38:00.480]   You know, I am a libertarian.
[01:38:00.480 --> 01:38:03.120]   I just like to say small L.
[01:38:03.120 --> 01:38:03.960]   - Sure.
[01:38:03.960 --> 01:38:06.400]   - You know, I believe there is a place for government.
[01:38:06.400 --> 01:38:08.320]   I believe that government has a place
[01:38:08.320 --> 01:38:10.880]   in an organized society that you must have it,
[01:38:10.880 --> 01:38:12.960]   where you have some libertarians
[01:38:12.960 --> 01:38:14.600]   that don't even buy into that.
[01:38:14.600 --> 01:38:16.120]   - Yeah, they're anarcho-capitalist.
[01:38:16.120 --> 01:38:17.600]   - Yeah, exactly.
[01:38:17.600 --> 01:38:20.120]   And you know, and so, you know,
[01:38:20.120 --> 01:38:23.560]   I consider myself a libertarian, small L.
[01:38:23.560 --> 01:38:24.840]   I'm fiscally conservative.
[01:38:24.840 --> 01:38:26.600]   I'm socially liberal.
[01:38:26.600 --> 01:38:28.080]   I don't believe that government
[01:38:28.080 --> 01:38:30.000]   should be in your private life whatsoever.
[01:38:30.000 --> 01:38:31.200]   They have no business there.
[01:38:31.200 --> 01:38:33.280]   - Well, regardless, you wanna audit
[01:38:33.280 --> 01:38:34.800]   and abolish the Federal Reserve.
[01:38:34.800 --> 01:38:36.360]   What would you do as president?
[01:38:36.360 --> 01:38:38.040]   What's your view of Libya?
[01:38:38.040 --> 01:38:39.560]   He's won a peace prize.
[01:38:39.560 --> 01:38:40.800]   It would last days, not weeks.
[01:38:40.800 --> 01:38:42.120]   Went on six months.
[01:38:42.120 --> 01:38:42.960]   40, 50--
[01:38:42.960 --> 01:38:43.800]   - You know what I find?
[01:38:43.800 --> 01:38:47.360]   Let me tell you what I find about the Libyan situation.
[01:38:47.360 --> 01:38:53.120]   Our media and our government have no problem
[01:38:53.120 --> 01:38:55.440]   showing us Gaddafi's dead body
[01:38:55.440 --> 01:38:58.000]   multiple, multiple times, correct?
[01:38:58.000 --> 01:38:58.840]   - Yes.
[01:38:58.840 --> 01:39:02.640]   - And yet they outlawed showing our caskets
[01:39:02.640 --> 01:39:04.880]   coming home from the war, didn't they?
[01:39:04.880 --> 01:39:05.920]   - Yes, sir.
[01:39:05.920 --> 01:39:09.280]   - That is the biggest piece of propaganda crap
[01:39:09.280 --> 01:39:11.320]   I've ever seen in my life.
[01:39:11.320 --> 01:39:12.160]   - You're right.
[01:39:12.160 --> 01:39:13.000]   Listen, I got--
[01:39:13.000 --> 01:39:16.280]   - They will sit and show Gaddafi dead 50 times over
[01:39:16.280 --> 01:39:18.680]   the quote unquote Islamic enemy,
[01:39:18.680 --> 01:39:21.920]   but they won't show our boys coming home
[01:39:21.920 --> 01:39:24.520]   from these phony wars that shouldn't be fought.
[01:39:24.520 --> 01:39:28.600]   - By the way, I on YouTube the other day
[01:39:28.600 --> 01:39:30.960]   showed Walter Cronkite showing the little girl
[01:39:30.960 --> 01:39:32.720]   with a napalm with her skin burned off.
[01:39:32.720 --> 01:39:33.560]   - Yep.
[01:39:33.560 --> 01:39:35.400]   - And then I showed a modern girl
[01:39:35.400 --> 01:39:37.520]   with her jaw blown off in cert,
[01:39:38.400 --> 01:39:43.400]   and they blocked the video and called it obscene.
[01:39:43.400 --> 01:39:45.600]   No, the not letting the people see
[01:39:45.600 --> 01:39:48.600]   what these wars are doing in our name, that's obscene.
[01:39:48.600 --> 01:39:49.920]   - Exactly.
[01:39:49.920 --> 01:39:52.600]   It's obscene to stick your head in the sand.
[01:39:52.600 --> 01:39:56.400]   It's obscene as a citizen and a taxpayer of this country
[01:39:56.400 --> 01:39:58.960]   that your money pays for these wars,
[01:39:58.960 --> 01:40:02.040]   and yet you don't want anything knowledge of them.
[01:40:02.040 --> 01:40:03.800]   You better wake up people out there
[01:40:03.800 --> 01:40:06.160]   and you better start looking at these wars,
[01:40:06.160 --> 01:40:07.400]   and you better start looking,
[01:40:07.400 --> 01:40:09.560]   do you realize Alex that my country
[01:40:09.560 --> 01:40:11.600]   has been at war over half my life?
[01:40:11.600 --> 01:40:13.440]   - Yes.
[01:40:13.440 --> 01:40:15.760]   - And I'm a post World War II baby.
[01:40:15.760 --> 01:40:20.360]   I was born in 51, and we've been at war
[01:40:20.360 --> 01:40:22.320]   for over half my life.
[01:40:22.320 --> 01:40:24.200]   No other country in the world
[01:40:24.200 --> 01:40:26.360]   can come close to making that statement.
[01:40:26.360 --> 01:40:30.760]   - Plus these aren't wars where we got attacked,
[01:40:30.760 --> 01:40:32.680]   these are wars for the corporate interests
[01:40:32.680 --> 01:40:33.520]   that have taken our country.
[01:40:33.520 --> 01:40:34.680]   - Totally.
[01:40:34.680 --> 01:40:37.440]   Every war we fought since World War II
[01:40:37.440 --> 01:40:40.640]   I have yet to figure out what for,
[01:40:40.640 --> 01:40:42.400]   and what was it fought over.
[01:40:42.400 --> 01:40:46.720]   It was fought over the phoniness of the Cold War,
[01:40:46.720 --> 01:40:50.600]   which we all now know is a setup on both sides.
[01:40:50.600 --> 01:40:54.280]   If you do any historical reading on the other side
[01:40:54.280 --> 01:40:55.840]   or our side or talk to people
[01:40:55.840 --> 01:40:58.480]   that live behind the Iron Curtain,
[01:40:58.480 --> 01:41:02.320]   they were getting told the same thing we were getting told.
[01:41:02.320 --> 01:41:04.600]   They were getting told we have to stop
[01:41:04.600 --> 01:41:08.280]   the capitalist imperialists from taking over the world.
[01:41:08.280 --> 01:41:10.760]   While we were being told we have to stop
[01:41:10.760 --> 01:41:12.760]   the domino effect of communism.
[01:41:12.760 --> 01:41:13.600]   - Meanwhile, the same--
[01:41:13.600 --> 01:41:15.360]   - When are people gonna wake up Alex
[01:41:15.360 --> 01:41:17.800]   and realize all of that was planned?
[01:41:17.800 --> 01:41:19.520]   - It's come out, you're right,
[01:41:19.520 --> 01:41:21.720]   they've released the KGB files and others,
[01:41:21.720 --> 01:41:25.160]   that both sides are being financed by the mega banks
[01:41:25.160 --> 01:41:27.960]   who were actually playing both sides off against each other
[01:41:27.960 --> 01:41:30.920]   and using the crisis to create massive debt
[01:41:30.920 --> 01:41:33.280]   and authoritarian control,
[01:41:33.280 --> 01:41:35.560]   just of different flavors in both hemispheres.
[01:41:35.560 --> 01:41:39.240]   - Absolutely, and so the point to the matter is again,
[01:41:39.240 --> 01:41:42.360]   it comes back to we as the people of the United States,
[01:41:42.360 --> 01:41:44.840]   are we gonna stand for this or not?
[01:41:44.840 --> 01:41:46.400]   And the simplest way,
[01:41:46.400 --> 01:41:50.840]   if Ron Paul becomes a libertarian elected president,
[01:41:50.840 --> 01:41:54.240]   that's the only way.
[01:41:54.240 --> 01:41:57.240]   If we keep electing Democrats and Republicans,
[01:41:57.240 --> 01:41:59.760]   we are going to get the same old, same old.
[01:41:59.760 --> 01:42:02.800]   Why do you think these people are protesting out there?
[01:42:02.800 --> 01:42:04.680]   They're protesting because it's equal
[01:42:04.680 --> 01:42:06.600]   between both of these parties.
[01:42:06.600 --> 01:42:10.040]   They are both completely controlled by Wall Street.
[01:42:10.040 --> 01:42:11.960]   Both parties.
[01:42:11.960 --> 01:42:13.360]   I mean, take a look,
[01:42:13.360 --> 01:42:15.800]   it doesn't matter what president we have,
[01:42:15.800 --> 01:42:17.360]   Democrat or Republican,
[01:42:17.360 --> 01:42:19.600]   our Department of the Secretary of Treasury
[01:42:19.600 --> 01:42:23.920]   always comes out of Goldman Sachs in modern times.
[01:42:23.920 --> 01:42:25.360]   Every last one of them.
[01:42:25.360 --> 01:42:28.080]   Now is that happenstance?
[01:42:28.080 --> 01:42:29.280]   I don't think so.
[01:42:31.280 --> 01:42:33.360]   - All right, we've only got about eight, nine minutes left
[01:42:33.360 --> 01:42:34.760]   and I've got four or five points
[01:42:34.760 --> 01:42:36.880]   I wanna throw out there at you.
[01:42:36.880 --> 01:42:40.000]   But first off, we carry all of Jesse Ventura's books,
[01:42:40.000 --> 01:42:41.840]   all of the recent modern ones.
[01:42:41.840 --> 01:42:44.800]   We said, we have "Don't Start the Revolution Without Me."
[01:42:44.800 --> 01:42:46.800]   That's available now in paperback.
[01:42:46.800 --> 01:42:49.280]   We have Jesse Ventura with Dick Russell, 63 documents
[01:42:49.280 --> 01:42:50.680]   the government doesn't want you to read.
[01:42:50.680 --> 01:42:52.520]   His newest, very powerful.
[01:42:52.520 --> 01:42:55.840]   He has "American Conspiracies," excellent as well.
[01:42:55.840 --> 01:42:57.280]   All of these books are great.
[01:42:57.280 --> 01:42:59.880]   (upbeat music)
[01:43:01.640 --> 01:43:02.720]   (dramatic music)
[01:43:02.720 --> 01:43:04.400]   - Hi folks, this is Alex Jones.
[01:43:04.400 --> 01:43:06.280]   I'm looking for people that have the wisdom
[01:43:06.280 --> 01:43:09.600]   to spot savings, opportunity and recognize risk.
[01:43:09.600 --> 01:43:11.280]   Saving means to make money.
[01:43:11.280 --> 01:43:12.920]   The Cal Bend Pure Soap Company
[01:43:12.920 --> 01:43:14.760]   can save you thousands of dollars
[01:43:14.760 --> 01:43:17.040]   and give you good old fashioned real soaps
[01:43:17.040 --> 01:43:18.480]   that are triple concentrated
[01:43:18.480 --> 01:43:20.720]   and twice as good as what you're using now.
[01:43:20.720 --> 01:43:23.560]   Soaps made from vegetable and coconut oils
[01:43:23.560 --> 01:43:25.720]   that contain no useless dyes,
[01:43:25.720 --> 01:43:28.320]   perfumes, deodorants or antibacterials.
[01:43:28.320 --> 01:43:31.600]   Your risk is the hundreds of hazardous toxic detergents
[01:43:31.600 --> 01:43:34.040]   that give you rashes, itching sores
[01:43:34.040 --> 01:43:36.360]   and deteriorating clothing called lint.
[01:43:36.360 --> 01:43:37.480]   If you want something better,
[01:43:37.480 --> 01:43:39.480]   if you want something you've never had before,
[01:43:39.480 --> 01:43:41.560]   you have to do something you've never done before.
[01:43:41.560 --> 01:43:43.320]   Getting a free catalog is easy
[01:43:43.320 --> 01:43:46.520]   by calling 800-340-7091
[01:43:46.520 --> 01:43:49.720]   or see Cal Bend on the web at fivestarsoap.com.
[01:43:49.720 --> 01:43:51.480]   Take charge of your health now
[01:43:51.480 --> 01:43:54.720]   by calling 800-340-7091
[01:43:54.720 --> 01:43:57.960]   or see Cal Bend on the web at fivestarsoap.com.
[01:43:57.960 --> 01:44:00.720]   (dramatic music)
[01:44:00.720 --> 01:44:04.800]   - Hundreds of nations have fallen to tyranny
[01:44:04.800 --> 01:44:06.520]   in the last century alone.
[01:44:06.520 --> 01:44:09.800]   This is our last chance to not relive history.
[01:44:09.800 --> 01:44:12.160]   - As we're finishing off this agenda,
[01:44:12.160 --> 01:44:13.120]   they'll be pulling the rug
[01:44:13.120 --> 01:44:15.040]   from underneath Americans at home.
[01:44:15.040 --> 01:44:19.080]   - We have tremendous influence on our president and Congress
[01:44:19.080 --> 01:44:20.960]   and they really are calling the shots.
[01:44:20.960 --> 01:44:23.800]   - I think it's incumbent upon all of us
[01:44:23.800 --> 01:44:26.160]   as American citizens to pay attention.
[01:44:26.160 --> 01:44:29.440]   - Fall of the Republic identifies the enemies of our nation,
[01:44:29.440 --> 01:44:31.640]   the criminal offshore cartel
[01:44:31.640 --> 01:44:33.840]   hell-bent on destroying sovereignty
[01:44:33.840 --> 01:44:36.280]   and on its ashes constructing world government.
[01:44:36.280 --> 01:44:38.640]   - Tim Geithner, Bernanke, they're arsonists.
[01:44:38.640 --> 01:44:40.200]   They're asking for more matches
[01:44:40.200 --> 01:44:41.440]   and the Congress is saying,
[01:44:41.440 --> 01:44:42.640]   who do we make the check out to?
[01:44:42.640 --> 01:44:44.760]   - Today, it seems like nobody does care
[01:44:44.760 --> 01:44:47.040]   and right now in Washington, DC,
[01:44:47.040 --> 01:44:49.920]   we have seen a fall of the Republic.
[01:44:49.920 --> 01:44:52.040]   - Get your copy of Fall of the Republic
[01:44:52.040 --> 01:44:54.920]   on DVD at infowars.com
[01:44:54.920 --> 01:44:56.640]   or watch it online right now
[01:44:56.640 --> 01:45:00.040]   in super high quality at prisonplanet.tv.
[01:45:00.040 --> 01:45:02.760]   - Hi, this is Alex Jones.
[01:45:02.760 --> 01:45:05.720]   This holiday season, more than half of our nation
[01:45:05.720 --> 01:45:09.040]   is in need of help due to the shattered economy.
[01:45:09.040 --> 01:45:11.960]   So now is the time to express the holiday spirit
[01:45:11.960 --> 01:45:13.080]   more than ever.
[01:45:13.080 --> 01:45:14.960]   Consider helping those you love
[01:45:14.960 --> 01:45:16.640]   with the most important gift,
[01:45:16.640 --> 01:45:19.080]   a supply of delicious, easy to fix
[01:45:19.080 --> 01:45:22.680]   and very storable foods from efoodstorrect.com.
[01:45:22.680 --> 01:45:26.360]   Their holiday gift and family pack start at $99
[01:45:26.360 --> 01:45:28.080]   or a 16 day supply.
[01:45:28.080 --> 01:45:31.440]   All their five week supply of quick and easy to fix meals
[01:45:31.440 --> 01:45:33.160]   includes a personal backpack
[01:45:33.160 --> 01:45:35.320]   in case of a grab and go emergency.
[01:45:35.320 --> 01:45:38.560]   Order their combo gift pack and you'll save hundreds
[01:45:38.560 --> 01:45:41.240]   plus get free shipping on your entire order.
[01:45:41.240 --> 01:45:45.840]   Call efoods today at 800-409-5633
[01:45:45.840 --> 01:45:49.960]   or visit them online at efoodsdirect.com/alex
[01:45:49.960 --> 01:45:51.120]   to find the special.
[01:45:51.120 --> 01:45:56.120]   That's 800-409-5633 or efoodsdirect.com/alex.
[01:45:56.120 --> 01:46:00.120]   You can bet your life on efoods direct.
[01:46:00.120 --> 01:46:05.160]   A very wealthy US citizen is predicting that in 2011,
[01:46:05.160 --> 01:46:07.760]   we will witness the most important day in America
[01:46:07.760 --> 01:46:09.240]   in more than 50 years.
[01:46:09.240 --> 01:46:11.800]   He says it will change everything about our lives.
[01:46:11.800 --> 01:46:14.520]   The way you shop, travel, invest, educate your children
[01:46:14.520 --> 01:46:16.120]   and even how you take care of your health
[01:46:16.120 --> 01:46:17.120]   and your own family.
[01:46:17.120 --> 01:46:19.360]   Now this man has made some outrageous predictions
[01:46:19.360 --> 01:46:20.200]   over the years.
[01:46:20.200 --> 01:46:22.520]   The crazy part is he's usually right.
[01:46:22.520 --> 01:46:24.880]   You see, he predicted the collapse of GM,
[01:46:24.880 --> 01:46:26.040]   Fannie Mae, Freddie Mac
[01:46:26.040 --> 01:46:28.720]   and America's biggest mall owner, General Growth Properties.
[01:46:28.720 --> 01:46:32.120]   In fact, Barron's called his work a dire prophecy.
[01:46:32.120 --> 01:46:33.680]   Recently, he created a video
[01:46:33.680 --> 01:46:35.280]   which you can watch online for free
[01:46:35.280 --> 01:46:37.880]   detailing his biggest and most important prediction yet
[01:46:37.880 --> 01:46:39.440]   and it's a real eye opener.
[01:46:39.440 --> 01:46:40.840]   I can't stress this enough.
[01:46:40.840 --> 01:46:43.520]   You should at least watch this free video online today.
[01:46:43.520 --> 01:46:45.160]   He explains everything you need to know
[01:46:45.160 --> 01:46:47.760]   including simple steps you can take to protect yourself.
[01:46:47.760 --> 01:46:52.400]   You can find the video at www.endofamerica3.com.
[01:46:52.400 --> 01:46:54.960]   That's end of America, the number three.com.
[01:46:54.960 --> 01:46:58.840]   Watch the free video at www.endofamerica3.com.
[01:46:58.840 --> 01:47:00.760]   That's end of america3.com.
[01:47:00.760 --> 01:47:06.120]   - Coast to coast, direct from Austin.
[01:47:06.120 --> 01:47:09.800]   You're listening to the Alex Jones Broadcasting Network.
[01:47:09.800 --> 01:47:15.360]   - From the front lines of the information war,
[01:47:15.360 --> 01:47:17.280]   it's Alex Jones.
[01:47:19.040 --> 01:47:21.120]   - Jesse Ventura has called in.
[01:47:21.120 --> 01:47:23.240]   He's I guess completed the press conference
[01:47:23.240 --> 01:47:25.760]   there in front of the federal courthouse.
[01:47:25.760 --> 01:47:28.360]   And again, people missed the Associated Press
[01:47:28.360 --> 01:47:31.560]   and ABC News and all the rest of it.
[01:47:31.560 --> 01:47:33.560]   The judge, after waiting months and months and months
[01:47:33.560 --> 01:47:35.360]   to rule of the case to go forward,
[01:47:35.360 --> 01:47:37.320]   said it was the wrong venue.
[01:47:37.320 --> 01:47:41.160]   So for me, that's not even so much thrown out as a punt,
[01:47:41.160 --> 01:47:46.160]   as a chicken type behavior of Jesse Ventura.
[01:47:46.160 --> 01:47:49.240]   It's a behavior of just basically passing the buck.
[01:47:49.240 --> 01:47:51.800]   And we're joined now by former Minnesota governor,
[01:47:51.800 --> 01:47:53.720]   Jesse Ventura, bestselling author,
