[00:00:00.723 --> 00:00:02.325]  What's his name?
[01:03:20.290 --> 01:03:22.931]  We should just, you know, celebrate the fact that we're winning.
[01:03:22.931 --> 01:03:26.452]  And I agree, nationalism is taking place and we are winning all over the world, but
[01:03:27.441 --> 01:03:42.357]  We're here because my listeners cared and we came from behind and I've been upset and I've been taking action and I've been getting people mobilized and we have to, we have to, I get the whole male thing of being calm and being secure and feeling like everything's great.
[01:03:42.357 --> 01:03:45.500]  You're the big gorilla sitting up on the hill and everybody's praising you.
[01:03:45.500 --> 01:03:46.802]  And here's the deal, I can do that.
[01:03:48.462 --> 01:03:53.644]  Every once in a while, for like 10 seconds, I flip into this confidence mode and I go, look what all I've done, all the things I've done.
[01:03:53.644 --> 01:03:56.925]  I had to shoot bullseye at 500 yards when special forces can't.
[01:03:56.925 --> 01:04:00.086]  And I've, I've like taken on 30 guys at once and kicked their ass.
[01:04:00.086 --> 01:04:00.887]  I mean, that's not BS.
[01:04:00.887 --> 01:04:01.287]  I've done that.
[01:04:01.287 --> 01:04:02.507]  Look what we've done politically.
[01:04:02.507 --> 01:04:04.288]  And then I'm just thinking, man, I'm just like this Superman.
[01:04:04.288 --> 01:04:06.349]  I realized, but I'm going to die and I'm nobody.
[01:04:06.349 --> 01:04:07.469]  I got to be strong for my kids.
[01:04:07.469 --> 01:04:10.710]  And while I have strength, I have to work as hard as I can to defeat the enemy.
[01:04:10.710 --> 01:04:12.291]  And that's what I'm saying.
[01:04:13.624 --> 01:04:18.350]  It is true once I got in a big fight with a brawl and more guys kept coming and it was in the newspaper when I was going to high school.
[01:04:18.350 --> 01:04:20.492]  But I don't tell that story to act powerful.
[01:04:20.492 --> 01:04:22.875]  We've done feats a hundred times more important politically.
[01:04:22.875 --> 01:04:28.061]  And that's what I'm saying is that, and I'm not saying James is a bad guy, he's a great guy.
[01:04:28.061 --> 01:04:29.783]  And I get he doesn't want to be political.
[01:04:29.783 --> 01:04:33.787]  He just wants to build motorcycles and guns and be into freedom and just live his life.
[01:04:33.787 --> 01:04:34.248]  I get that.
[01:04:35.310 --> 01:04:44.816]  I'm just saying, we have to be upset, we have to be focused, we have to defeat these people, because until they're either woken up or defeated, or locked up in prison because they want to kill us, we can't stop!
[01:04:44.816 --> 01:04:57.664]  I mean, let's say there's a thousand vampires and we kill 99 of them, but still, you know, 901, and we kill 999, there's still, we've got to eradicate these people politically, we can't ever give up.
[01:05:02.705 --> 01:05:04.106]  Let's go to Debit in Florida.
[01:05:04.106 --> 01:05:06.348]  Debit in Florida, you're on the air.
[01:05:06.348 --> 01:05:07.929]  Great, hey, thank you so much.
[01:05:07.929 --> 01:05:12.473]  Listen, I have bought your products and I gotta say they're amazing.
[01:05:12.473 --> 01:05:14.174]  Anyone who's on the fence, buy it.
[01:05:14.174 --> 01:05:21.740]  Because I've got Caveman, Superman Vitality, Secret Swell, 5mm Fusion, I've got the Body Armor.
[01:05:21.740 --> 01:05:22.461]  Wow, thank you.
[01:05:22.461 --> 01:05:24.963]  You're the top of the list that makes it all possible.
[01:05:24.963 --> 01:05:26.524]  Which sucraceutical do you like best?
[01:05:26.784 --> 01:05:30.245]  I really like the Vitamin Mineral Fusion, to be honest.
[01:05:30.245 --> 01:05:30.645]  That's amazing.
[01:05:30.645 --> 01:05:31.525]  That's really incredible.
[01:05:31.525 --> 01:05:34.586]  I drank it in the morning and I swear to you, I felt incredible.
[01:05:34.586 --> 01:05:35.866]  Like, I haven't fell asleep.
[01:05:35.866 --> 01:05:37.607]  My morning was fantastic.
[01:05:37.607 --> 01:05:38.747]  And I love you guys.
[01:05:38.747 --> 01:05:41.008]  I love the Info Wars crew.
[01:05:41.008 --> 01:05:47.869]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence, just buy it.
[01:05:47.869 --> 01:05:48.910]  You will love it.
[01:05:48.910 --> 01:05:50.710]  I'm telling you, I've never bought a bad product.
[01:05:51.010 --> 01:05:55.452]  What you find in our news is the same thing you find in our products at Infowarslife.com.
[01:05:55.452 --> 01:06:10.599]  It's a win-win, Infowarslife.com.
[01:06:10.599 --> 01:06:14.681]  Resistance to tyrants is obedience to God.
[01:06:14.681 --> 01:06:16.542]  It's Alex Jones.
[01:06:22.253 --> 01:06:23.815]  We are broadcasting worldwide.
[01:06:23.815 --> 01:06:31.503]  I'm your host Alex Jones on this live Sunday, the 12th day of March 2017 edition.
[01:06:31.503 --> 01:06:33.766]  This broadcast is all about having empathy.
[01:06:33.766 --> 01:06:40.293]  Actually looking at what empowers humanity, common sense and historical systems that we know work and trying to promote those.
[01:06:40.293 --> 01:06:43.056]  And trying to believe the people can be strong and informed.
[01:06:44.428 --> 01:06:46.569]  The so-called left is not the left.
[01:06:46.569 --> 01:06:50.270]  The Republican establishment is just as bad as the Democratic leadership.
[01:06:50.270 --> 01:06:55.352]  Maybe worse, because Paul Ryan knows that Guam doesn't float.
[01:06:55.352 --> 01:06:56.953]  He knows that islands don't float.
[01:06:56.953 --> 01:06:59.434]  Paul Ryan knows Obamacare was written by Republican leadership.
[01:06:59.434 --> 01:07:00.114]  It's a screw job.
[01:07:00.114 --> 01:07:03.955]  You know, he knows that Russia didn't attack Korea.
[01:07:03.955 --> 01:07:05.756]  He knows George W. Bush isn't in office.
[01:07:05.756 --> 01:07:07.056]  That was eight years ago.
[01:07:07.056 --> 01:07:10.578]  Plus, the Democratic leadership has said all those things I just said.
[01:07:10.578 --> 01:07:13.839]  I mean, they are on... I watch their press conferences now, and they're horrifying.
[01:07:16.493 --> 01:07:20.175]  I don't know what drugs they're on, but man, let me tell you, their brain, I mean, Pelosi's almost 80.
[01:07:20.175 --> 01:07:26.658]  She looks good for 80 or 79, but she's out of her mind.
[01:07:26.658 --> 01:07:31.020]  Maxine Waters is a good-looking lady for her age.
[01:07:31.020 --> 01:07:34.682]  But she's out of her frickin' mind.
[01:07:34.682 --> 01:07:36.663]  Paul Ryan knows exactly what he's doing.
[01:07:36.663 --> 01:07:37.344]  He's worse than her.
[01:07:38.137 --> 01:07:40.198]  So listen, I'm non-partisan.
[01:07:40.198 --> 01:07:44.100]  I see Trump come along and every globalist operation, every big bank's against him.
[01:07:44.100 --> 01:07:49.262]  He's doing things that are textbook to turn the economy on and help the average person.
[01:07:49.262 --> 01:07:58.927]  He's gone out of his way to announce all these new factories and pressure big companies that are screwing us over to move to mainly black inner city areas and hire African Americans.
[01:07:58.927 --> 01:08:05.030]  He's $25 billion in executive order controlling the Department of Education to black colleges.
[01:08:06.704 --> 01:08:12.849]  That's like 25% or more of the money in the next four years that the feds are going to give to colleges just to black college.
[01:08:12.849 --> 01:08:16.151]  Obama did $4 billion in eight years.
[01:08:16.151 --> 01:08:17.332]  $25 billion!
[01:08:17.332 --> 01:08:24.357]  All I'm saying is that's almost like redistribution, but I'm for it because it just gets everybody together.
[01:08:24.357 --> 01:08:25.618]  And it goes on and on for hours, folks.
[01:08:25.618 --> 01:08:27.540]  He's doing so much good stuff that my head spins.
[01:08:28.379 --> 01:08:31.041]  When I try to actually go over it.
[01:08:31.041 --> 01:08:33.162]  It'd be easy to criticize Trump.
[01:08:33.162 --> 01:08:34.323]  I don't care he's the president.
[01:08:34.323 --> 01:08:36.384]  I don't care he calls me sometimes.
[01:08:36.384 --> 01:08:40.827]  It's that he's so real.
[01:08:40.827 --> 01:08:42.929]  But just like they said, no one's ever fired attorneys.
[01:08:42.929 --> 01:08:43.469]  It's criminal.
[01:08:43.469 --> 01:08:44.169]  It's evil.
[01:08:44.169 --> 01:08:47.832]  Meanwhile, he fires 46 because they won't follow his orders.
[01:08:47.832 --> 01:08:50.834]  Obama fired 70-something.
[01:08:50.834 --> 01:08:53.736]  Bill Clinton fired 93 when he first got in office.
[01:08:55.689 --> 01:08:56.850]  It's the lying!
[01:08:56.850 --> 01:08:57.630]  It's the lying!
[01:08:57.630 --> 01:08:58.891]  So let's get into SNL.
[01:08:58.891 --> 01:09:00.031]  Why is this happening?
[01:09:00.031 --> 01:09:06.155]  They admit that mainstream media in Gallup polls and in AP polls has between 6% and 9% approval rating.
[01:09:06.155 --> 01:09:09.416]  Cancer is more popular than mainstream media.
[01:09:09.416 --> 01:09:11.777]  North Korean dictator Kim Jong-un is more popular.
[01:09:11.777 --> 01:09:12.758]  I'm serious!
[01:09:12.758 --> 01:09:16.700]  I've seen polls where like 24% of people support him in the U.S.
[01:09:16.700 --> 01:09:17.921]  or something.
[01:09:17.921 --> 01:09:20.962]  Okay, probably don't know who he is or don't want to sound racist.
[01:09:20.962 --> 01:09:21.963]  Oh, it's an Asian woman.
[01:09:21.963 --> 01:09:22.923]  Don't let me say something.
[01:09:22.923 --> 01:09:23.944]  That's how political correctness works.
[01:09:25.333 --> 01:09:30.015]  AP survey says just 6% put their trust in the media.
[01:09:30.015 --> 01:09:30.555]  That's AP.
[01:09:30.555 --> 01:09:31.755]  Remember that?
[01:09:31.755 --> 01:09:35.236]  Mainstream media reputation currently broking.
[01:09:35.236 --> 01:09:37.177]  So there you go, there's the articles.
[01:09:37.177 --> 01:09:39.258]  Brokey, a new word I invented.
[01:09:39.258 --> 01:09:41.739]  Here's why trust the media is at an all-time low.
[01:09:41.739 --> 01:09:44.980]  Just look at Zuckerberg, calls his users dumb effers.
[01:09:44.980 --> 01:09:46.880]  And so we've got all these numbers here.
[01:09:46.880 --> 01:09:49.921]  Why Americans no longer trust the mainstream media.
[01:09:49.921 --> 01:09:51.722]  Stephen Hawking says the answer is world government.
[01:09:51.722 --> 01:09:53.162]  Just take over, everything will be fine.
[01:09:53.162 --> 01:09:54.263]  But there's no world government, remember.
[01:09:55.134 --> 01:10:00.216]  And the cameras and microphones on your computer aren't watching you, though they admit they are now.
[01:10:00.216 --> 01:10:05.019]  Another thing we told you that didn't come true, it was always true, they just admit it now.
[01:10:05.019 --> 01:10:07.140]  So, people really think I'm this visionary now.
[01:10:07.140 --> 01:10:09.161]  They're just like, how do you know all this?
[01:10:09.161 --> 01:10:10.521]  I used to hate you.
[01:10:10.521 --> 01:10:11.502]  Are you psychic?
[01:10:11.502 --> 01:10:13.002]  No, it's all admitted.
[01:10:13.002 --> 01:10:13.042]  So,
[01:10:19.807 --> 01:10:22.289]  Let's get into it now with SNL.
[01:10:22.289 --> 01:10:23.910]  Why are they doing this?
[01:10:23.910 --> 01:10:31.856]  They're doing this because people still think movies or comedy shows might not be propaganda, and they still have some big audiences.
[01:10:31.856 --> 01:10:35.299]  They've declined, Hollywood's collapsing, but still, there's big audiences.
[01:10:35.299 --> 01:10:40.343]  SNL, in their first five minutes, has over 10 million viewers.
[01:10:40.343 --> 01:10:41.844]  By the end, it trails down to 2 million.
[01:10:41.844 --> 01:10:44.566]  I looked it up today on Nielsen.
[01:10:44.566 --> 01:10:47.408]  They just want to see what the enemy's saying about Trump, then they tune out.
[01:10:51.417 --> 01:10:57.519]  And in some fairness, it's always been the first five that had most ratings, but it'd be like, you know, 30 million watching, and by the end, 15 million.
[01:10:57.519 --> 01:11:04.021]  You know, it's like, no, now it's 5, 6, 7, you know, 10 million people on the show, down to a couple million at the end.
[01:11:04.021 --> 01:11:05.601]  So they're dying.
[01:11:05.601 --> 01:11:14.204]  But still, they think they're going to catch you at night, you had a few drinks, you're relaxed, you don't want to be political, you can watch this stuff, and maybe you'll hate Trump, because he points at black people and says they're not human.
[01:11:15.066 --> 01:11:17.608]  That's pure racism saying someone isn't human.
[01:11:17.608 --> 01:11:19.569]  That's what the globalists say about us.
[01:11:19.569 --> 01:11:26.113]  The globalists see themselves as a breakaway civilization coming in and conquering our countries.
[01:11:26.113 --> 01:11:28.875]  And they now are going to dominate and control us.
[01:11:28.875 --> 01:11:31.336]  So they say Trump has sold out to aliens.
[01:11:31.336 --> 01:11:34.158]  Trump thinks black people are aliens, not the real alien threat.
[01:11:34.158 --> 01:11:36.079]  And Trump's a coward.
[01:11:36.079 --> 01:11:37.921]  Again, when he's not a coward, look how much courage he has.
[01:11:38.834 --> 01:11:40.375]  At the motorcades, all of it.
[01:11:40.375 --> 01:11:42.297]  People jump up on stage, he's ready to go after them.
[01:11:42.297 --> 01:11:46.360]  He calls people up on stage, the Secret Service says no, he countermands them.
[01:11:46.360 --> 01:11:47.861]  He takes on the whole establishment.
[01:11:47.861 --> 01:11:49.983]  In my lifetime, I've not seen courage like this.
[01:11:49.983 --> 01:11:52.705]  Political courage.
[01:11:52.705 --> 01:11:53.986]  I've not seen it.
[01:11:53.986 --> 01:11:55.807]  It's truly fantastical.
[01:11:55.807 --> 01:11:56.888]  All I can do is tell the truth.
[01:11:56.888 --> 01:11:58.430]  I don't want to be gushing.
[01:11:58.430 --> 01:12:00.231]  If it is, it is.
[01:12:00.231 --> 01:12:02.453]  And his agenda is prosperity for you and your family.
[01:12:03.683 --> 01:12:11.184]  And if you're an immigrant coming here, he wants to make it easier if you've got skills or you're not a criminal, so that the criminals of the world don't run here and feed on you.
[01:12:11.184 --> 01:12:11.805]  That's the truth!
[01:12:11.805 --> 01:12:12.945]  I've looked at what he's done.
[01:12:12.945 --> 01:12:18.746]  It's almost more liberal than I like, but see, it doesn't matter because at least it's real.
[01:12:18.746 --> 01:12:20.126]  He said both parties don't matter.
[01:12:20.126 --> 01:12:21.046]  Ideologies don't matter.
[01:12:21.046 --> 01:12:24.547]  What matters is the people, and actually empowering them and doing what works.
[01:12:24.547 --> 01:12:29.028]  So let's start playing the SNL piece, and I've got a deeper analysis coming up that's produced with clips and everything.
[01:12:30.143 --> 01:12:31.604]  Not because, oh, SNL talked about us.
[01:12:31.604 --> 01:12:38.369]  It's because how desperate it is, and how deceptive it is, and the big secret that... They don't have original ideas.
[01:12:38.369 --> 01:12:42.332]  They just plagiarize what we say about them and turn it around against us.
[01:12:42.332 --> 01:12:45.294]  And if you know the facts, it's all a complete inversion.
[01:12:45.294 --> 01:12:46.534]  So let's start going to the first of the piece.
[01:12:46.534 --> 01:12:46.875]  Here it is.
[01:12:46.875 --> 01:12:50.017]  The Earth's attacked by aliens, and Trump's saying there's not a threat.
[01:12:50.017 --> 01:12:52.278]  Here it is.
[01:12:52.278 --> 01:12:57.202]  In the year 2018, aliens from the planet Zorblat 9 landed on Earth.
[01:12:57.202 --> 01:12:58.423]  They did not come in peace.
[01:13:03.391 --> 01:13:05.592]  Women, the hour is upon us!
[01:13:05.592 --> 01:13:15.734]  The aliens are stronger than we thought.
[01:13:15.734 --> 01:13:18.395]  Alright, let's hit pause again.
[01:13:18.395 --> 01:13:22.716]  The globalists have always shed a fake alien invasion under Project Blue being partially declassified.
[01:13:22.716 --> 01:13:23.496]  Reagan talked about it.
[01:13:23.496 --> 01:13:25.117]  Khrushchev talked about it.
[01:13:25.117 --> 01:13:26.017]  Yeltsin talked about it.
[01:13:27.298 --> 01:13:29.079]  Could unify humanity.
[01:13:29.079 --> 01:13:30.300]  So they're going to that final deal.
[01:13:30.300 --> 01:13:31.641]  The globals are taking over America.
[01:13:31.641 --> 01:13:32.801]  They're ending human economies.
[01:13:32.801 --> 01:13:37.704]  They're telling Africa and the continent of Africa, the countries there, that they can't have cars or air conditioning.
[01:13:37.704 --> 01:13:39.225]  So they're really the alien globalist force.
[01:13:39.225 --> 01:13:41.106]  They're not real aliens, but they operate like that.
[01:13:41.106 --> 01:13:42.507]  Totally cold-blooded.
[01:13:42.507 --> 01:13:43.728]  Parasites.
[01:13:43.728 --> 01:13:45.649]  Predators.
[01:13:45.649 --> 01:13:47.870]  But then they say Trump isn't worried about the Russian threat.
[01:13:47.870 --> 01:13:48.630]  That's the first thing.
[01:13:48.630 --> 01:13:50.732]  Tsar Blatnoye is a really nice place.
[01:13:50.732 --> 01:13:52.853]  But the Russians can't stabilize their own country.
[01:13:52.853 --> 01:13:54.614]  The globals are trying to bring them down too.
[01:13:56.104 --> 01:14:03.633]  The globals are allied with communist China that's expanding and threatening to invade the Philippines.
[01:14:03.633 --> 01:14:04.654]  I can tell I'm running out of time.
[01:14:04.654 --> 01:14:08.758]  The full clips are coming up, but let's just go back to it.
[01:14:08.758 --> 01:14:11.862]  Which means the fight for humanity begins now.
[01:14:11.862 --> 01:14:15.766]  We may be down, but we are not out.
[01:14:15.766 --> 01:14:16.627]  We've lost limbs.
[01:14:17.745 --> 01:14:23.467]  We've lost lives, but we will not lose the United States of America.
[01:14:23.467 --> 01:14:28.748]  Now let's get out there, destroy those aliens, and save the human race.
[01:14:28.748 --> 01:14:32.169]  But first, your Commander-in-Chief wants to say a word.
[01:14:32.169 --> 01:14:45.313]  They'd have no ratings if they weren't doing a strawman of Trump.
[01:14:45.313 --> 01:14:45.893]  Go ahead, pause again.
[01:14:46.832 --> 01:14:48.413]  I didn't make this in the big report coming up.
[01:14:48.413 --> 01:14:52.736]  The key to this is, he's bad because he's creating positivity.
[01:14:52.736 --> 01:14:53.356]  That's a word.
[01:14:53.356 --> 01:14:55.998]  He's creating a positive outlook.
[01:14:55.998 --> 01:15:01.241]  And he's bringing us together to have exuberance, which is what humans can then build things with.
[01:15:01.241 --> 01:15:02.181]  I mean, that's known.
[01:15:02.181 --> 01:15:03.142]  It's confidence.
[01:15:03.142 --> 01:15:04.443]  And we have the tools.
[01:15:04.443 --> 01:15:08.385]  Confidence by itself is delusion, but confidence with the tools capability is Valhalla.
[01:15:08.385 --> 01:15:09.286]  It's the stars.
[01:15:09.286 --> 01:15:09.646]  It's unlimited.
[01:15:09.646 --> 01:15:12.347]  Look what we've already done together.
[01:15:12.347 --> 01:15:14.669]  People a hundred years ago would think gods created all this.
[01:15:16.260 --> 01:15:19.601]  So he creates exuberance, the whole piece attacks that too, that he's positive.
[01:15:19.601 --> 01:15:23.023]  And they create a fake deal where everything's being destroyed and we're all dying.
[01:15:23.023 --> 01:15:26.044]  When it's the globalists trying to actually do this, he's trying to actually stop it.
[01:15:26.044 --> 01:15:27.545]  He's rushing into the fight.
[01:15:27.545 --> 01:15:31.086]  He's doing the opposite of what they say in the piece.
[01:15:31.086 --> 01:15:31.927]  That was the final key.
[01:15:31.927 --> 01:15:35.348]  We're going to have to come back.
[01:15:35.348 --> 01:15:36.689]  Isn't it time to come back with a produced piece?
[01:15:36.689 --> 01:15:38.369]  So I guess that was the final piece.
[01:15:38.369 --> 01:15:39.850]  I was so frustrated.
[01:15:39.850 --> 01:15:42.411]  So that should probably be added into the big piece when we put this produced piece out.
[01:15:42.411 --> 01:15:43.932]  But we're going to premiere it straight ahead.
[01:15:45.425 --> 01:15:48.768]  And then Jesse James boiled down from our powerful interview.
[01:15:48.768 --> 01:15:49.889]  Jesse James.
[01:15:49.889 --> 01:15:51.070]  That's coming up in the last segment.
[01:15:51.070 --> 01:15:52.611]  Infowars.com.
[01:15:52.611 --> 01:15:53.271]  Spread that link.
[01:15:53.271 --> 01:15:55.573]  They're trying to censor us, but they can't beat the people.
[01:15:55.573 --> 01:15:57.695]  If you take action, the battle for the free web's happening now.
[01:15:58.991 --> 01:16:03.113]  There was a mighty nation, blessed above all of creation.
[01:16:03.113 --> 01:16:05.914]  Charlie Daniels, he's always loved America.
[01:16:05.914 --> 01:16:07.474]  Let me just read a little thing here.
[01:16:07.474 --> 01:16:11.656]  The American system of justice must be changed to conform to the rest of the world.
[01:16:11.656 --> 01:16:15.437]  Individual rights will have to take a back seat to the collected.
[01:16:15.437 --> 01:16:17.038]  Well, you know what the next move's gonna be, don't you?
[01:16:17.038 --> 01:16:18.698]  It's gonna be coming after your gun.
[01:16:18.698 --> 01:16:19.118]  Oh, yeah.
[01:16:19.118 --> 01:16:21.219]  I tell you, it ain't gonna sit well down my way.
[01:16:21.219 --> 01:16:21.859]  At all.
[01:16:21.859 --> 01:16:22.900]  It ain't gonna sit well.
[01:16:22.900 --> 01:16:25.301]  Do you ever wonder what happened to America?
[01:16:25.301 --> 01:16:26.001]  They lost.
[01:16:27.261 --> 01:16:30.783]  It's time to ride, boys.
[01:16:30.783 --> 01:16:32.703]  We need a thousand Paul Revere's.
[01:16:32.703 --> 01:16:38.785]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie.
[01:16:38.785 --> 01:16:41.126]  And beef was for supper.
[01:16:41.126 --> 01:16:43.727]  Revelation, dawn of global government.
[01:16:43.727 --> 01:16:45.568]  Theatrical screenings on demand.
[01:16:45.568 --> 01:16:47.088]  DVDs now available.
[01:16:47.088 --> 01:16:51.390]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin.
[01:16:51.770 --> 01:16:55.112]  Wanna shed some tears over the red, white, and blue?
[01:16:55.112 --> 01:16:57.454]  RevelationTheMovie.info.
[01:16:57.454 --> 01:16:58.935]  Let's fix it.
[01:16:58.935 --> 01:17:01.216]  Electrify your day with Secret 12.
[01:17:01.216 --> 01:17:02.797]  It's like lightning in a bottle.
[01:17:02.797 --> 01:17:06.700]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:17:06.700 --> 01:17:10.802]  InfoWars Live Secret 12 is designed to naturally energize your body and mind.
[01:17:10.802 --> 01:17:19.428]  With two great tasting and super high quality forms of vitamin B12, proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:17:19.608 --> 01:17:25.413]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:17:25.413 --> 01:17:33.200]  Seeker 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:17:33.200 --> 01:17:37.624]  It pairs two forms of vitamin B12 into one explosive formula.
[01:17:37.904 --> 01:17:43.790]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[01:17:43.790 --> 01:17:46.954]  But it also assists with many other functions of the body.
[01:17:46.954 --> 01:17:50.497]  Electrify your mind and body and take your health to the next level.
[01:17:50.497 --> 01:17:54.402]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:17:54.402 --> 01:17:55.743]  That's InfoWarsLife.com.
[01:17:59.736 --> 01:18:07.201]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[01:18:07.201 --> 01:18:20.409]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[01:18:21.349 --> 01:18:33.245]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:18:33.245 --> 01:18:39.212]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:18:39.953 --> 01:18:48.981]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[01:18:48.981 --> 01:18:57.169]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[01:18:59.028 --> 01:18:59.849]  Hey, everyone!
[01:18:59.849 --> 01:19:02.131]  Pharmacist Ben Fuchs here, host of The Bright Side.
[01:19:02.131 --> 01:19:05.974]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[01:19:05.974 --> 01:19:08.056]  You've all heard the shocking statistics.
[01:19:08.056 --> 01:19:18.345]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[01:19:18.345 --> 01:19:24.330]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[01:19:24.790 --> 01:19:45.544]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[01:19:45.544 --> 01:19:47.506]  Give your body the gift of good nutrition.
[01:19:47.506 --> 01:19:47.906]  Head over to
[01:19:48.106 --> 01:19:49.948]  Infowarsteam.com.
[01:19:49.948 --> 01:19:51.791]  Your body will be very grateful.
[01:19:51.791 --> 01:19:54.835]  On the web at Infowarsteam.com.
[01:19:54.835 --> 01:20:02.865]  That's Infowarsteam.com.
[01:20:02.865 --> 01:20:05.468]  You're listening to the Alex Jones Show.
[01:20:12.523 --> 01:20:14.364]  We are on the march.
[01:20:14.364 --> 01:20:17.525]  The Empire is on the run.
[01:20:17.525 --> 01:20:24.948]  Alex Jones and the GCN Radio Network.
[01:20:24.948 --> 01:20:29.470]  I couldn't get to the analysis live on air, but how about this piece I shot a few hours ago that has all the documentation.
[01:20:29.470 --> 01:20:31.191]  We finally put it together.
[01:20:31.191 --> 01:20:31.711]  Here it is.
[01:20:31.711 --> 01:20:32.951]  The globalists think you're stupid.
[01:20:32.951 --> 01:20:35.132]  They're betting on the fact you're dumb.
[01:20:35.132 --> 01:20:38.834]  All you got to do is wake up and then wake others up and they'll fall.
[01:20:38.834 --> 01:20:39.674]  Here's a special report.
[01:20:41.067 --> 01:20:43.908]  Sir, where are you getting this information?
[01:20:43.908 --> 01:20:45.968]  From a very reputable source.
[01:20:45.968 --> 01:20:46.268]  What?
[01:20:46.268 --> 01:20:47.069]  The FBI?
[01:20:47.069 --> 01:20:47.869]  The CIA?
[01:20:47.869 --> 01:20:48.869]  Info Wars.
[01:20:48.869 --> 01:20:51.810]  It's a radio show hosted by Alex Jones.
[01:20:51.810 --> 01:20:56.711]  You know he's legit because he's always taking off his shirt, okay?
[01:20:56.711 --> 01:21:03.433]  I've been attacked by every major news outlet in the world.
[01:21:03.433 --> 01:21:04.053]  All of them.
[01:21:04.053 --> 01:21:07.234]  I've been attacked by all the late night comedy shows.
[01:21:07.234 --> 01:21:07.854]  I've been attacked
[01:21:09.235 --> 01:21:13.358]  In every newspaper in the United States over and over again.
[01:21:13.358 --> 01:21:20.164]  And so after a while I stopped really paying attention to it because it's just the same lies regurgitated over and over again.
[01:21:20.164 --> 01:21:23.807]  And of course President Trump has been attacked even more.
[01:21:23.807 --> 01:21:29.392]  But after Trump, I am the second most attacked person now in the United States.
[01:21:30.723 --> 01:21:35.026]  For my stand for sovereignty against the globalists.
[01:21:35.026 --> 01:21:40.389]  Private corporate consortiums that are establishing a private world government.
[01:21:40.389 --> 01:21:42.270]  Now years ago they said that didn't exist.
[01:21:42.270 --> 01:21:47.933]  Now they admit it exists, but they're telling us how great it is and how we all need it.
[01:21:47.933 --> 01:21:56.659]  Now I started getting a bunch of phone calls this morning and text messages, more than 50 of them, saying they attacked you on Saturday Night Live last night.
[01:21:57.662 --> 01:22:04.406]  So I went and watched it several times this morning, and it was like a skeleton key had opened the key door.
[01:22:04.406 --> 01:22:10.851]  Major, major breakthroughs in our research watching this five-minute piece.
[01:22:10.851 --> 01:22:15.894]  You could teach a college course on this to understand propaganda and deception.
[01:22:15.894 --> 01:22:19.396]  But in the interest of time, I'm going to break it down in five minutes.
[01:22:19.396 --> 01:22:22.638]  But the big discoveries are coming at the end.
[01:22:22.638 --> 01:22:26.301]  This is one of the most important reports you will ever watch.
[01:22:32.014 --> 01:22:44.265]  Now before I do this breakdown of the unprecedented defamation and lies against Donald Trump and myself in this so-called comedy piece, which is really a fake news piece, I want to be clear.
[01:22:44.265 --> 01:22:49.330]  Every time we've tried to play an SNL clip that attacks the Liberty Movement, they claim copyright.
[01:22:49.330 --> 01:22:50.210]  We have full right
[01:22:51.011 --> 01:22:57.975]  As citizens, under law, and I've talked to all the lawyers over the years, I've been on there 22 years, to play these clips and analyze them.
[01:22:57.975 --> 01:23:00.817]  Especially when they're about us.
[01:23:00.817 --> 01:23:02.297]  So I'm gonna do that right now.
[01:23:02.297 --> 01:23:06.440]  But that's a key tool they're using all over the so-called free internet.
[01:23:07.000 --> 01:23:10.943]  To censor the American people and others is so-called copyright law.
