[00:00:15.230 --> 00:00:16.891]  This perfect storm.
[01:15:03.396 --> 01:15:06.436]  There's so much more to get into here today.
[01:15:06.436 --> 01:15:07.657]  Roger Stone, of course,
[01:15:09.198 --> 01:15:10.299]  Has a lot of great websites.
[01:15:10.299 --> 01:15:12.341]  Roger, what's the best website for people to visit?
[01:15:12.341 --> 01:15:19.429]  These days I think people should go to StoneColdTruth.com where I am resuming broadcasting and reporting on American politics.
[01:15:19.429 --> 01:15:21.351]  StoneColdTruth.com.
[01:15:21.351 --> 01:15:24.334]  And just for listeners and viewers out there, we're burning the candle at both ends.
[01:15:24.334 --> 01:15:25.476]  We're up here seven days a week.
[01:15:26.156 --> 01:15:30.159]  Owen Schroer does a two-hour Sunday show now called Sunday Live.
[01:15:30.159 --> 01:15:31.501]  Two hours right after this.
[01:15:31.501 --> 01:15:32.922]  Only six minutes of ads.
[01:15:32.922 --> 01:15:34.063]  We're doing that right through the election.
[01:15:34.063 --> 01:15:35.324]  The crew's working around the clock.
[01:15:35.324 --> 01:15:37.385]  So am I. We're doing the best job we can.
[01:15:37.385 --> 01:15:41.088]  This is the time to be involved and to spread the word about this live show.
[01:15:41.088 --> 01:15:48.274]  Take the live feed right now and email it, text message it, Twitter it, Facebook it, YouTube it, word of mouth it, and tell folks what the local station you're listening to.
[01:15:48.274 --> 01:15:50.996]  That isn't just important, it's everything.
[01:15:50.996 --> 01:15:53.118]  You are everything, Paul Revere.
[01:15:53.118 --> 01:15:54.579]  Tell folks about the show now.
[01:15:54.579 --> 01:15:55.160]  I know you are.
[01:15:56.636 --> 01:16:10.260]  Well, Mark Zuckerberg on paper two weeks ago put in hundreds of millions of dollars with Bloomberg to launch this Operation Red Mirage to contest the election when it's overwhelmingly clear that Trump has won on election night.
[01:16:10.260 --> 01:16:18.162]  Now he's come out with a statement and told all the media in the United States that they better get behind saying that Trump basically lost, that they're not going to let
[01:16:18.442 --> 01:16:20.963]  Trump declared victory, even though it's overwhelming.
[01:16:20.963 --> 01:16:27.527]  They'll have 95% of the vote done on election night, and even if you added all the other votes in against him, he'd be the winner.
[01:16:27.527 --> 01:16:29.467]  They are going to steal this election.
[01:16:29.467 --> 01:16:30.568]  They're preparing everyone.
[01:16:30.568 --> 01:16:32.949]  You've seen all the scams they've already run.
[01:16:32.949 --> 01:16:38.112]  Trump is surrounded by tyrants, but he has we the people, and he has true media.
[01:16:38.112 --> 01:16:40.693]  Not independent media, the real media.
[01:16:40.693 --> 01:16:45.956]  So now more than ever, it's critical to share the live streams, the videos, the articles, and the information at InfoWars.com.
[01:16:46.676 --> 01:16:57.239]  Because the globalists fear it most because we were the first to expose their plan to contest the election and drag it out to keep the American people from re-electing President Trump.
[01:16:57.239 --> 01:17:08.542]  You can watch a factory of robots being controlled by wireless internet commands, but if you were a person just 200 years ago and you saw that, you'd think it was magic.
[01:17:08.542 --> 01:17:12.183]  You wouldn't even know really what the machines were or what was controlling them.
[01:17:12.183 --> 01:17:15.784]  So, for that person, it would be spiritual or it would be something of the spirit.
[01:17:16.844 --> 01:17:25.050]  And it's similar to how ducks and butterflies and many other species of animals know how to fly thousands and thousands of miles back to the exact place where they were born.
[01:17:25.050 --> 01:17:26.991]  They're following magnetic lines.
[01:17:26.991 --> 01:17:29.453]  They have magnetic cells in their brains.
[01:17:29.453 --> 01:17:32.034]  We now know scientifically what's going on, but there's even a lot more than that.
[01:17:32.034 --> 01:17:36.157]  So when we talk about the spirit, we're talking about all the dark matter.
[01:17:36.157 --> 01:17:38.879]  We're talking about all the things we don't understand, but we know it's there.
[01:17:38.879 --> 01:17:42.021]  And just like you can have a bunch of robots working off a wireless system,
[01:17:42.661 --> 01:17:54.595]  That's what's going on with this satanic transmission that's working through people, and that's how this entity behind it all is able to direct it, because it is a consciousness manipulated through the space-time continuum.
[01:17:57.386 --> 01:18:04.029]  You've always had a pledge from me and it's that I'll come to you with the truth, at least as good as my human temporal truth can get.
[01:18:04.029 --> 01:18:11.472]  Because as the Bible says, we all see through a rose-colored, darkly kind of a foggy lens that distorts what we actually can perceive.
[01:18:11.472 --> 01:18:14.414]  So that everything we do is actually a fallen sin.
[01:18:14.414 --> 01:18:17.495]  Everything we do is actually a twisted distortion of God's will.
[01:18:17.495 --> 01:18:22.597]  So, when I tell you I'm telling you the truth, it's the best truth this fallen creature's got.
[01:18:22.597 --> 01:18:23.738]  But I'll tell you, it's all I got.
[01:18:24.838 --> 01:18:31.463]  And when I tell you that this country and the world is under major satanic threat, you don't need me to tell you that.
[01:18:31.463 --> 01:18:35.426]  You can look out the window, you can look into your own family, you can turn on the news, you can...
[01:18:36.954 --> 01:18:38.535]  But you've got this commitment.
[01:18:38.535 --> 01:18:40.576]  I do recognize the truth of God, and so do you.
[01:18:40.576 --> 01:18:42.237]  We're going to win this fight, but it's going to be hard.
[01:18:42.237 --> 01:18:48.581]  And I want to keep InfoWars in the main position to fight, and it only happens when you support what you've been doing.
[01:18:48.581 --> 01:18:49.542]  So again, I thank you.
[01:18:49.542 --> 01:18:55.166]  But go to InfoWarsStore.com, buy the product, spread the word, because that's how we're going to win.
[01:18:55.166 --> 01:18:56.366]  Again, I thank you all.
[01:18:56.366 --> 01:18:59.248]  Ignorance does not equal bliss.
[01:18:59.248 --> 01:19:01.810]  Ignorance equals slavery.
[01:19:03.001 --> 01:19:10.329]  If you're ignorant, walking through a field at night, that there's a six foot pole up ahead, you're gonna step in it and probably break your ankle.
[01:19:10.329 --> 01:19:11.571]  Or maybe worse.
[01:19:11.571 --> 01:19:13.994]  Well, it's the same thing happening to human civilization.
[01:19:14.875 --> 01:19:23.420]  The industrialized age really empowered humanity in many respects, but also took us away from the land and made us very, very domesticated and very, very easy to manipulate.
[01:19:23.420 --> 01:19:27.702]  And now corruption and predatory activity can hide behind that complexity.
[01:19:27.702 --> 01:19:39.128]  Now, I know what's going on behind the complexity because I go read what the UN and the Rockefeller Foundation and the Davos Group and the Bilderberg Group and all their subsidiaries, like the Club of Rome, say.
[01:19:39.128 --> 01:19:41.410]  So I know exactly what's going on.
[01:19:42.370 --> 01:19:49.816]  Not because I'm even that cool or special a person, but I actually want to be empowered and informed because I'm a history buff.
[01:19:49.816 --> 01:19:51.957]  I know that those that don't know history are doomed to repeat it.
[01:19:51.957 --> 01:19:53.118]  The globalists think you're stupid.
[01:19:53.118 --> 01:19:59.543]  They laugh at you because you won't research their own admissions.
[01:19:59.543 --> 01:20:02.145]  You're listening to the Alex Jones Show.
[01:20:12.502 --> 01:20:13.502]  50 days out.
[01:20:13.502 --> 01:20:15.363]  Look at the London Guardian headline.
[01:20:15.363 --> 01:20:17.224]  Roger Stone to Donald Trump.
[01:20:17.224 --> 01:20:20.305]  Bring in martial law if you lose election.
[01:20:20.305 --> 01:20:23.426]  Trump, meanwhile, promises to put down left-wing protests.
[01:20:23.426 --> 01:20:24.166]  Says U.S.
[01:20:24.166 --> 01:20:28.887]  Marshals killing Portland suspect was retribution.
[01:20:28.887 --> 01:20:30.068]  All of it out of context.
[01:20:30.068 --> 01:20:31.528]  All of it disinfo.
[01:20:31.528 --> 01:20:35.089]  It's the Democrats and the Deep State and their Chinese Communist backers.
[01:20:35.089 --> 01:20:40.611]  With Pelosi and Biden admitting they work for Communist China against America in open treason.
[01:20:40.611 --> 01:20:40.951]  Saying,
[01:20:42.386 --> 01:20:44.968]  That they're going to have the military remove Trump.
[01:20:44.968 --> 01:20:49.352]  And that if they lose, they're going to contest it and plunge the country into civil war.
[01:20:49.352 --> 01:21:05.244]  And John Podesta, two months ago, in the New York Times, in their war gaming, the highest levels of the Democratic Party said, we'll have liberal states secede, plunging us into the second American civil war, in Rob Reiner's own words.
[01:21:05.244 --> 01:21:09.528]  But then they turn it around and say, Roger Stone, he's the one doing it.
[01:21:11.761 --> 01:21:14.043]  Quote a word here, quote a word there.
[01:21:14.043 --> 01:21:20.547]  Yes, he used the word martial law because they brought us into a form of martial law where they're attacking police.
[01:21:20.547 --> 01:21:24.910]  What do you make of the Democrats celebrating two cops shot in L.A.
[01:21:24.910 --> 01:21:30.894]  for no reason, and then Black Lives Matter coming to the hospital and chanting and cheering and saying, we hope you die?
[01:21:30.894 --> 01:21:33.175]  And people say, well, this will never work.
[01:21:33.175 --> 01:21:35.257]  Well, it will work if people are intimidated.
[01:21:35.257 --> 01:21:36.858]  I mean, the police are already intimidated.
[01:21:36.858 --> 01:21:38.619]  Do you think about leftist demonstrators?
[01:21:38.619 --> 01:21:39.820]  Where do you see all this going, Roger?
[01:21:40.816 --> 01:22:00.383]  Well, first of all, I think the Department of Justice needs to lay out in a formal fashion the absolute indisputable ties between these left-wing violent groups in our streets and the Biden-Harris campaign and the central management of this socialist revolution in our streets.
[01:22:01.115 --> 01:22:06.699]  Because the Democrats are trying to act like, oh, that's not us, but it is them.
[01:22:06.699 --> 01:22:10.161]  I think it is a vast overplaying of their hand.
[01:22:10.161 --> 01:22:15.484]  And what I mean by that is I believe that they are galvanizing the silent majority.
[01:22:15.484 --> 01:22:25.530]  They are intensifying the desire of Trump voters to vote and to go out and find others to do so.
[01:22:25.530 --> 01:22:29.393]  I detect among people I just speak to anecdotally,
[01:22:30.160 --> 01:22:32.664]  Uh, that there is growing support for the president.
[01:22:32.664 --> 01:22:35.688]  I believe he is gaining in this election.
[01:22:35.688 --> 01:22:46.543]  I believe people are reticent to tell that to a pollster they don't know or some person on the phone claiming to be a pollster that they don't know because they don't want to be harassed.
[01:22:47.103 --> 01:23:03.631]  I think particularly in the states like Wisconsin and Michigan, where they have really raped and pillaged those communities, it is hurting them in the blue-collar, Catholic, Union, normally democratic suburbs.
[01:23:04.761 --> 01:23:09.685]  So I think in an odd way this is playing to the advantage of the president.
[01:23:09.685 --> 01:23:11.146]  I agree with you.
[01:23:11.146 --> 01:23:15.609]  I see it as part of the larger ongoing global realignment against the satanic left.
[01:23:15.609 --> 01:23:17.030]  But they're counter-striking.
[01:23:17.030 --> 01:23:19.792]  Why do you think Soros and the left did this card?
[01:23:19.792 --> 01:23:23.774]  Because it worked in Ukraine, worked in the Arab Spring, worked in other areas.
[01:23:23.774 --> 01:23:26.796]  Why do they keep running the same communist playbook?
[01:23:26.796 --> 01:23:28.878]  Because it is born of frustration.
[01:23:28.878 --> 01:23:31.880]  You see, the Russian collusion hoax was so perfect.
[01:23:32.702 --> 01:23:38.205]  They had the full force and the authority of the United States Justice Department.
[01:23:38.205 --> 01:23:48.611]  They actually had authority vested in Robert Mueller to investigate anybody and anything he wanted, and he did.
[01:23:48.611 --> 01:23:59.597]  When Rod Rosenstein, the acting attorney general, two weeks ago said, oh, I actually told Mueller not to investigate Trump's ties to Russia, and he never really did.
[01:23:59.597 --> 01:24:00.398]  That's a lie.
[01:24:01.286 --> 01:24:16.989]  He signed three scope memos that gave Mueller the broadest possible authority, and I can assure you, they went all over me, like a practice logical examination, and they were looking for Russians, or Russian connections, and they couldn't find any.
[01:24:16.989 --> 01:24:22.911]  This is not the first time Rosenstein has lied, but usually he lies under oath before Congress.
[01:24:22.911 --> 01:24:25.271]  I just asked the rhetorical question.
[01:24:25.271 --> 01:24:28.152]  When will he be charged, Mr. Barr?
[01:24:28.152 --> 01:24:29.112]  When will he be charged?
[01:24:29.940 --> 01:24:30.940]  Well, that was my next question.
[01:24:30.940 --> 01:24:43.143]  What about the 30-plus missing phones of the entire Russia hoax group, the Russiagate coup d'etat group, handing their phones back classically wiped, some of them smashed?
[01:24:43.143 --> 01:24:50.365]  Destruction of evidence in a federal investigation is a felony with a 20-year penalty, Mr. Barr.
[01:24:51.702 --> 01:24:54.843]  I honestly, this is getting to the point of absurdity.
[01:24:54.843 --> 01:25:01.305]  By the way, Alex, this is not the first time that Mueller's dirty cops have destroyed evidence that would be useful.
[01:25:01.305 --> 01:25:04.986]  And then yesterday, you see, they're very clever.
[01:25:04.986 --> 01:25:20.511]  As soon as the story regarding Mueller's dirty cops, including Andrew Weissman, destroying the memories of the cell phones, hit the mainstream media, although I didn't see an NBC or CBS or ABC story on it.
[01:25:20.511 --> 01:25:21.051]  How about that?
[01:25:22.022 --> 01:25:37.822]  They immediately changed the narrative by leaking a story that one of John Durham's associate prosecutors has resigned reportedly to protest political pressure to speed up their investigation.
[01:25:37.822 --> 01:25:38.483]  Reportedly.
[01:25:39.295 --> 01:25:41.698]  No one has any confirmation of that.
[01:25:41.698 --> 01:25:47.644]  The woman prosecutor has denied that, or pardon me, she declines to confirm that.
[01:25:47.644 --> 01:25:56.213]  It's not in her resignation letter, but the purpose here was to get the story about Mueller's destruction of evidence, illegal, off the front pages.
[01:25:56.213 --> 01:25:57.815]  Well obviously, here's my problem.
[01:25:58.095 --> 01:26:07.303]  It affects you, it's important, but if they're never going to do anything, it almost becomes, like Tucker Carlson has said, a distraction to keep saying, two more weeks, when is Durham going to do something?
[01:26:07.303 --> 01:26:16.352]  And then just more of their corruption keeps coming out, so it becomes a form of them just rubbing it into us, that they've done all this, and you know behind the scenes what they've been doing to me.
[01:26:16.352 --> 01:26:21.176]  I mean, I'm not a wimp, I can handle it, but my God, these people are raving criminals!
[01:26:21.176 --> 01:26:24.379]  Well, and the fact that we are this close to the election,
[01:26:25.260 --> 01:26:28.261]  ...gives the Democrats, sadly, a legitimate argument.
[01:26:28.261 --> 01:26:34.202]  I mean, traditionally, the Justice Department does not bring criminal indictments in a political matter.
[01:26:34.202 --> 01:26:35.523]  Sure, but tradition's out the window.
[01:26:35.523 --> 01:26:39.524]  They're talking about martial law and killing Trump and overthrowing him in the military.
[01:26:39.524 --> 01:26:43.965]  I mean, doesn't the Justice Department and Trump get they're not in Kansas anymore?
[01:26:43.965 --> 01:26:50.647]  That there is an internal criminal group allied with Communist China openly trying to overthrow the country and cause a damn civil war?
[01:26:52.095 --> 01:27:01.079]  No, when we say things like that, they think we are quote-unquote conspiracy theorists, when in fact they are the ones who are conspiracy theorists.
[01:27:01.079 --> 01:27:05.061]  They continue to say, Jake Tapper, this guy's a real piece of work.
[01:27:05.061 --> 01:27:09.283]  He had a special on CNN the other night on Russian collusion.
[01:27:09.283 --> 01:27:12.804]  This was one of the great golden oldie shows of all time.
[01:27:12.804 --> 01:27:15.365]  Hey Jake, there's no evidence whatsoever.
[01:27:15.365 --> 01:27:16.766]  Oh I know, they brought it all back.
[01:27:16.766 --> 01:27:18.387]  It's in the news that I'm a Russian again.
[01:27:18.387 --> 01:27:20.968]  I had a guy on the green belt call me a Russian two days ago.
[01:27:21.735 --> 01:27:31.462]  Paul Manafort was prosecuted for crimes that had nothing to do with Donald Trump, the 2016 election, or the Russians.
[01:27:31.462 --> 01:27:33.723]  General Flynn is innocent.
[01:27:33.723 --> 01:27:35.184]  It's indisputable.
[01:27:35.184 --> 01:27:35.865]  Roger Stone?
[01:27:35.865 --> 01:27:37.586]  I have no connection to the Russians.
[01:27:37.586 --> 01:27:41.469]  That was not among the bogus... And by the way, Roger, talk about electioneering.
[01:27:41.469 --> 01:27:43.070]  Look at how that judge unprecedentedly...
[01:27:43.650 --> 01:27:48.773]  Won't let Flynn out of his conviction, even though they told him to reverse it, because it's a fraud.
[01:27:48.773 --> 01:27:50.394]  The judge just sits there for political reasons.
[01:27:50.394 --> 01:27:53.236]  Let's come back and talk about what Trump needs to do in the election.
[01:27:53.236 --> 01:28:06.045]  His big, incredible Nobel Peace Prize nominations, and how he really deserves it, and how Biden, I don't know if you saw this, had to admit, well, he accidentally got all these peace deals.
[01:28:06.045 --> 01:28:08.786]  We'll talk about that on the other side with Roger Stone.
[01:28:08.786 --> 01:28:10.527]  I'm Alex Jones with NewsWars.com.
[01:28:12.168 --> 01:28:13.491]  And Infowars.com.
[01:28:13.491 --> 01:28:19.642]  And the globalists work around the clock to suppress those and censor those because it's like penicillin for a country that's got...
[01:28:20.771 --> 01:28:23.974]  A serious bacterial infection, and you're the white blood cells.
[01:28:23.974 --> 01:28:26.176]  You carry the information.
[01:28:26.176 --> 01:28:28.498]  You carry the cure to it.
[01:28:28.498 --> 01:28:34.864]  So, everyone on local stations you're listening to, tell somebody at a store, at a red light right now, how you're listening.
[01:28:34.864 --> 01:28:36.605]  Call your wife, your husband, tell them to tune in.
[01:28:36.605 --> 01:28:37.826]  Tell your son, your daughter.
[01:28:37.826 --> 01:28:38.527]  Send out emails.
[01:28:38.527 --> 01:28:39.308]  Send out text messages.
[01:28:39.308 --> 01:28:40.008]  Get excited.
[01:28:40.008 --> 01:28:41.830]  Say, the forbidden show.
[01:28:41.830 --> 01:28:45.593]  What you're not supposed to hear, what they want to put people in prison for, is happening right now.
[01:28:45.593 --> 01:28:46.875]  Be the Paul Reveres.
[01:28:47.816 --> 01:28:49.642]  If you want to defeat them, you have to do it.
[01:28:49.642 --> 01:28:50.906]  This is not like regular elections.
[01:28:50.906 --> 01:28:52.732]  They get back in, folks, hell on earth.
[01:28:52.732 --> 01:28:53.314]  We'll talk about it.
[01:28:56.229 --> 01:29:09.923]  It sounds over the top when I go on air, and I explain that the controllers of the planet want to carry out the extermination of the entire human population, except for a few of what they call their new transcendent silicon gods.
[01:29:09.923 --> 01:29:12.306]  But that's really what they're now externalizing.
[01:29:12.306 --> 01:29:18.172]  They're now taking what was in their textbooks and white papers 30 years ago, and actually openly announcing it everywhere.
[01:29:18.612 --> 01:29:21.113]  They're going from beta to operational.
[01:29:21.113 --> 01:29:22.794]  And think about all these major corporations.
[01:29:22.794 --> 01:29:24.155]  They tell you humans are harmful.
[01:29:24.155 --> 01:29:25.496]  They tell you humans are a parasite.
[01:29:25.496 --> 01:29:27.597]  They tell you that we've all got to be gotten rid of.
[01:29:27.597 --> 01:29:32.679]  And then they won't let people see their old folks in nursing homes and then ship in COVID to kill them.
[01:29:32.679 --> 01:29:36.381]  That's all organizing as a beta test for larger operations.
[01:29:36.381 --> 01:29:41.544]  And everything is a microcosm and a laboratory test of larger scalability.
[01:29:41.844 --> 01:29:44.246]  of what they are now beginning to roll out.
[01:29:44.246 --> 01:29:51.392]  Look at how they're banning medical doctors from promoting therapeutics that are absolutely essential to stop viral infections like COVID-19.
[01:29:51.392 --> 01:29:54.355]  This is all absolute information control.
[01:29:54.355 --> 01:29:54.915]  This is beyond 1984.
[01:29:57.196 --> 01:30:04.162]  Ever wondered why big tech acts in unison to create monopolies and are so incredibly anti-human?
[01:30:04.162 --> 01:30:05.583]  Love to censor people.
[01:30:05.583 --> 01:30:09.406]  Love to cover up for corrupt authoritarian regimes and dictatorships.
[01:30:09.406 --> 01:30:10.547]  Well, it's very simple.
[01:30:10.547 --> 01:30:16.952]  The first computers ever created were created by Thomas Watson, the founder and owner of IBM, to carry out eugenics.
[01:30:16.952 --> 01:30:19.074]  And they helped run the death camps in Nazi Germany.
[01:30:19.074 --> 01:30:21.756]  That's what the tattoos were on the slaves' arms.
[01:30:21.756 --> 01:30:23.157]  It would decide who lived and who died.
[01:30:23.337 --> 01:30:29.679]  So from the beginning, it's been about creating monopolies, cornering markets, and making humans obsolete.
[01:30:29.679 --> 01:30:34.860]  The same people brought us baby formula that doesn't have enough protein and fat in it to make your child's brain small.
[01:30:34.860 --> 01:30:40.761]  The same people that said, put babies in cribs separate from their mothers, that lowers IQs about 20 points on average as well.
[01:30:40.761 --> 01:30:45.382]  These are hardcore eugenicists, survival of the fittest, social Darwinists.
[01:30:45.382 --> 01:30:46.402]  Grow up world.
[01:30:46.402 --> 01:30:47.403]  Admit the truth.
[01:30:47.403 --> 01:30:48.403]  Quit being saucy.
[01:30:48.663 --> 01:30:50.168]  Do you understand that?
[01:30:56.508 --> 01:31:01.051]  Introducing InfoWars Life Pure Turmeric Extract.
[01:31:01.051 --> 01:31:03.593]  This is taken under the tongue.
[01:31:03.593 --> 01:31:05.774]  It is pure turmeric.
[01:31:05.774 --> 01:31:14.980]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[01:31:14.980 --> 01:31:20.823]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach.
[01:31:20.823 --> 01:31:22.985]  So it's more of an intense delivery system.
[01:31:23.445 --> 01:31:26.666]  The two formulas are different, but both are concentrates.
[01:31:26.666 --> 01:31:28.506]  And our first product got rave reviews.
[01:31:28.506 --> 01:31:30.626]  We've now been testing this out for several months.
[01:31:30.626 --> 01:31:32.807]  Some of our staff like it more than bodies.
[01:31:32.807 --> 01:31:34.167]  Some like bodies better.
[01:31:34.167 --> 01:31:38.308]  For me, they're both amazing for their anti-inflammatory action and so much more.
[01:31:38.308 --> 01:31:39.488]  And they fund the InfoWare.
[01:31:39.488 --> 01:31:44.109]  So get our new liquid turmeric extract exclusively at InfoWareStore.com today.
[01:31:44.109 --> 01:31:44.849]  Get an additional 25% off.
[01:31:44.849 --> 01:31:45.329]  This is a 360 win.
[01:31:49.151 --> 01:31:58.421]  I know I say it all the time, but I mean it from the bottom of my heart.
[01:31:58.421 --> 01:32:09.532]  I want to thank you for the listeners and viewers of this broadcast, and all the stations, and all the affiliates, and the sponsors, and my family, and the crew, and just everybody out there.
[01:32:10.729 --> 01:32:30.398]  The listeners and viewers of this just said this is such an epic struggle and we've all been proven dead on we've been proven we're right because we're being led by God we have a spirit and we're very humble about that this this is not us this is God working through us but man now it's so precious to stay on air I used to think you know maybe I'll wake a bunch of people up and I can kind of proceed into the
[01:32:31.278 --> 01:32:53.307]  Background because fighting this thing 18 hours a day is a little bit old but now with evil so out in the open and everything we've said being vindicated I never questioned what I was saying because I knew it was true But I I did question where they'd ever actually try to carry it all out Well now we know they're gonna carry it out and then some so we got a fight and I just really appreciate you We're in this together and praise God past the ammunition the info war again.
[01:32:53.307 --> 01:32:54.068]  Take action folks.
[01:32:54.068 --> 01:32:54.508]  This is it
[01:32:59.637 --> 01:33:10.501]  You're listening to the Alex Jones Show.
[01:33:10.501 --> 01:33:12.582]  Waging war on corruption.
[01:33:12.582 --> 01:33:18.284]  It's Roger Stone and Alex Jones, 50 days out, where we were four years ago.
[01:33:18.284 --> 01:33:20.444]  Incredible times!
[01:33:20.444 --> 01:33:24.326]  The West and East Coast are collapsing, everyone's fleeing the leftists, but they
[01:33:25.430 --> 01:33:25.750]  I think?
[01:33:43.467 --> 01:33:44.488]  Wimps.
[01:33:44.488 --> 01:33:45.049]  That's the name.
[01:33:45.049 --> 01:33:46.411]  Pussycats.
[01:33:46.411 --> 01:33:49.074]  And look, we don't want to be in that orbit.
[01:33:49.074 --> 01:33:50.576]  We're trying to save the country.
[01:33:50.576 --> 01:33:51.858]  What is your advice to the President?
[01:33:51.858 --> 01:33:55.742]  You were telling me during the break, you actually think he's a little bit behind right now, but gaining.
[01:33:55.742 --> 01:33:58.326]  You think the Democrats are going to win right now via fraud or what?
[01:33:59.141 --> 01:34:04.343]  Well, if these elections were held today, I do think they would win, although mostly through fraud.
[01:34:04.343 --> 01:34:09.445]  I do think the president is slightly behind, but the momentum is with him.
[01:34:09.445 --> 01:34:10.765]  He is gaining.
[01:34:10.765 --> 01:34:21.589]  That's largely because he's back out on the stump and because they have badly overplayed their hand with this violence in a number of American cities.
[01:34:21.589 --> 01:34:24.410]  But Alex, you made a point that I have to come back to.
[01:34:25.445 --> 01:34:30.468]  What's going on in the Flynn case is one of the most outrageous things I have ever seen.
[01:34:30.468 --> 01:34:51.860]  Judge Sullivan, Emmett Sullivan, does not have the legal authority to appoint a special counsel, does not have the legal authority to decide whether General Flynn should now be charged with different crimes, because he folded to extraordinary... This is unprecedented, it's an overthrow of the Constitution on his face.
[01:34:53.022 --> 01:35:10.253]  And earlier in the trial, you may remember that Sullivan excoriated Flynn from the bench, called him a traitor, saying that he had worked for the Turkish government while in the employ of the United States government as National Security Advisor, which is not true.
[01:35:10.253 --> 01:35:18.879]  So he has demonstrated his bias against a genuine American war hero, a man who saved lives on the battlefield.
[01:35:19.560 --> 01:35:21.562]  Yeah, the appeals court in D.C.
[01:35:21.562 --> 01:35:25.585]  says that Sullivan's does nothing to show his bias.
[01:35:25.585 --> 01:35:28.547]  This man is a disgrace to the federal bench.
[01:35:28.547 --> 01:35:30.149]  He's not the only one in the D.C.
[01:35:30.149 --> 01:35:30.909]  circuit.
[01:35:30.909 --> 01:35:32.851]  But if Republicans win the House.
[01:35:33.684 --> 01:35:43.051]  There must be impeachment proceedings against a number of these judicial tyrants who think that they are not bound by the law or the Constitution.
[01:35:43.051 --> 01:35:47.133]  They're only going to... Obviously, there's a power grab by Democrats, period.
[01:35:47.133 --> 01:35:48.054]  They know they're losing.
[01:35:48.054 --> 01:35:49.215]  There's a political realignment.
[01:35:49.215 --> 01:35:56.300]  So they're trying to bring in an authoritarianism, a censorship, and a judicial tyranny to enforce their power to then extinct the Republican Party.
[01:35:56.840 --> 01:36:02.970]  And the only question is, do Trump, Mitch McConnell, and all these Rand Paul get the existential crisis we're in?
[01:36:02.970 --> 01:36:05.494]  Do they not get it?
[01:36:05.494 --> 01:36:06.896]  Some do, some don't.
[01:36:06.896 --> 01:36:08.219]  Let me say this.
[01:36:08.219 --> 01:36:10.863]  If you go to magapetitions.org
[01:36:11.966 --> 01:36:17.571]  There's a great petition there to sign for a pardon for General Flynn, to end what they're doing to him.
[01:36:17.571 --> 01:36:19.232]  I've been through this personally.
[01:36:19.232 --> 01:36:21.414]  I know how excruciating it is.
[01:36:21.414 --> 01:36:24.136]  I know how difficult it is on a person's family.
[01:36:24.136 --> 01:36:27.719]  So go to magapetitions.org and just sign the petition.
[01:36:27.719 --> 01:36:28.780]  It's free.
[01:36:28.780 --> 01:36:35.485]  But we want to get a million people to tell the President, it's time to end this circus and pardon this great American hero.
[01:36:35.485 --> 01:36:36.105]  Absolutely.
[01:36:36.105 --> 01:36:37.426]  And you know, what about Assange?
[01:36:37.426 --> 01:36:40.149]  I mean, this is the guy that Trump said, yeah, WikiLeaks has it, release it.
[01:36:41.352 --> 01:36:45.855]  You've got Snowden has been exonerated, and Trump needs to do this.
[01:36:45.855 --> 01:36:48.556]  He needs to put you up on the stage front and center at rallies.
[01:36:48.556 --> 01:36:50.798]  He needs to pardon Snowden.
[01:36:50.798 --> 01:36:52.298]  He needs to pardon Assange.
[01:36:52.298 --> 01:36:53.939]  That's what America wants to see.
[01:36:53.939 --> 01:36:56.301]  Let's move on to the good news.
[01:36:56.301 --> 01:37:06.907]  How does Biden spend this to say Trump accidentally gets an Israeli-Bahrain, Israeli-UAE, Serbia-Kosovo deal, stops the big crisis with North Korea?
[01:37:06.907 --> 01:37:08.268]  I mean, this is real
[01:37:14.540 --> 01:37:17.021]  No, it's actual statecraft.
[01:37:17.021 --> 01:37:22.563]  This is where I give the president's son-in-law, Jared Kushner, well-deserved credit.
[01:37:22.563 --> 01:37:26.185]  He's worked very hard on a viable peace deal.
[01:37:26.185 --> 01:37:28.305]  He deserves credit for that.
[01:37:28.305 --> 01:37:39.610]  There is no other American president who could have done this because the Israelis trust Donald Trump and the Saudis trust Donald Trump, and therefore he is able to bring everyone together.
[01:37:40.379 --> 01:37:46.783]  You notice the story about him being nominated for the Nobel Peace Prize appeared almost nowhere.
[01:37:46.783 --> 01:37:49.004]  It appeared in conservative media.
[01:37:49.004 --> 01:37:50.245]  Didn't see it on NBC.
[01:37:50.245 --> 01:37:51.745]  Isn't that strange?
[01:37:51.745 --> 01:38:03.872]  Yet, if you go back and look at the coverage, when Obama was nominated for such a prize, on the basis of what I can't figure out, it was front page news everywhere in America.
[01:38:03.872 --> 01:38:07.154]  It was an extraordinary historical happening.
[01:38:07.154 --> 01:38:08.375]  It's really quite incredible.
[01:38:09.616 --> 01:38:14.166]  Well, pulling back from this, Obama wasn't in office yet when he was given the Peace Prize.
[01:38:14.166 --> 01:38:18.114]  Then he launched a bunch of wars and expanded the Arab Spring in a bunch of horror.
[01:38:18.114 --> 01:38:19.557]  But the mere fact that...
