[00:00:00.009 --> 00:00:01.311]  The Alex Jones Show.
[03:12:58.120 --> 03:12:58.581]  Total lie.
[03:12:59.401 --> 03:13:06.784]  He has worked to unlawfully fund, protect, and defend known anti-American organizations in direct violation of 50 of the U.S.
[03:13:06.844 --> 03:13:09.265]  Code 843, and they list all the codes.
[03:13:09.545 --> 03:13:11.506]  There's 48 criminal charges in all.
[03:13:12.754 --> 03:13:16.016]  Even if he was only guilty of four, it would be enough to impeach him.
[03:13:16.316 --> 03:13:21.278]  So that's why you need to get this article, Report RNC Will Consider Obama Impeachment Proceedings out to everybody you know.
[03:13:21.578 --> 03:13:23.579]  Get them to read all these articles.
[03:13:23.599 --> 03:13:28.602]  I think we're going to do a video breakdown of each one and talk about all the instances that
[03:13:29.622 --> 03:13:32.183]  Where he has broken the law and show you how it happened.
[03:13:32.203 --> 03:13:33.703]  Because it's not just this year.
[03:13:33.743 --> 03:13:34.543]  It's not the year before.
[03:13:34.803 --> 03:13:37.424]  It goes all the way back to when he first got into office.
[03:13:37.444 --> 03:13:39.464]  The IRS scandal started right then.
[03:13:39.484 --> 03:13:42.905]  And even back in 2013, I just want to pull this article up.
[03:13:42.925 --> 03:13:45.606]  This is from the past of August 29, 2013.
[03:13:45.666 --> 03:13:48.246]  A hundred reasons to impeach Barack Obama.
[03:13:48.706 --> 03:13:50.747]  And that's from knowthelies.com.
[03:13:50.907 --> 03:13:55.268]  We list a few in there and then you can go to the article to see the rest.
[03:13:55.828 --> 03:13:59.310]  Now, one of the reasons in there was about his illegal gun grabs.
[03:13:59.510 --> 03:14:04.934]  And he has started the new year off with a bang, literally, going after our guns.
[03:14:06.055 --> 03:14:10.958]  He started his executive actions with the crocodile tears to make everybody feel bad.
[03:14:10.998 --> 03:14:13.279]  We showed you Coco, the gorilla.
[03:14:13.319 --> 03:14:14.220]  He's crying too.
[03:14:14.240 --> 03:14:16.781]  He's falling in line with Barack Obama.
[03:14:16.841 --> 03:14:18.082]  He's sad about guns.
[03:14:18.122 --> 03:14:20.324]  Guns are bad, says the gorilla, so we have to ban them.
[03:14:21.064 --> 03:14:22.606]  But let's see, here's what Trump had to say.
[03:14:22.626 --> 03:14:25.548]  This is Trump Rails Against Obama's Executive Action.
[03:14:26.009 --> 03:14:27.831]  And here's what he had to say about what Obama's doing.
[03:14:28.351 --> 03:14:30.373]  They're not going to take your guns away, folks.
[03:14:30.393 --> 03:14:31.814]  They're not going to take your guns away.
[03:14:31.875 --> 03:14:32.876]  Not going to do it.
[03:14:32.916 --> 03:14:33.516]  They're trying.
[03:14:34.377 --> 03:14:35.558]  They're talking about the bullets.
[03:14:35.598 --> 03:14:40.443]  They're talking about, and then as you see, President Obama is on television.
[03:14:45.016 --> 03:14:45.777]  Who can blame you?
[03:14:46.457 --> 03:14:46.737]  No, no.
[03:14:47.077 --> 03:14:51.038]  Honestly, after what we've gone through for years, who can blame you for that?
[03:14:51.058 --> 03:14:52.099]  I mean, who can blame you?
[03:14:52.559 --> 03:14:54.339]  But you saw what he did today.
[03:14:54.679 --> 03:14:55.520]  Executive orders.
[03:14:56.000 --> 03:14:56.500]  He wants to.
[03:14:56.840 --> 03:15:10.384]  Wouldn't it be nice if they could actually get Congress together and, you know, do it the old fashioned way where people work and they this and they cajole and they have drinks together and they get along or they don't get along and they come up with something.
[03:15:10.424 --> 03:15:12.365]  Just wants to sign executive orders all the time.
[03:15:13.203 --> 03:15:13.583]  It's no good.
[03:15:13.823 --> 03:15:14.183]  It's no good.
[03:15:14.223 --> 03:15:14.564]  It's no good.
[03:15:14.584 --> 03:15:15.204]  It's no fair.
[03:15:15.224 --> 03:15:16.745]  I'd like to see Congress get together.
[03:15:16.765 --> 03:15:18.466]  And they're not going to screw around with the Second Amendment.
[03:15:18.486 --> 03:15:22.007]  I'd like to see Congress get together and just do nothing for a couple years.
[03:15:22.587 --> 03:15:24.108]  We have plenty of laws on the books.
[03:15:24.168 --> 03:15:38.255]  Let's just, let's see what happens with the laws that we have instead of creating new laws and new regulations and new agencies to go out and harass the American citizens while we're trying to produce, while we're trying to make a living and just being hammered, hammered time and time again.
[03:15:38.655 --> 03:15:40.776]  Of course, here's what Hillary Clinton had to say.
[03:15:41.076 --> 03:15:42.377]  She's going to praise it.
[03:15:42.717 --> 03:15:43.978]  Oh yeah, we need to go after the gun.
[03:15:44.018 --> 03:15:47.641]  She's so afraid, that's why she has so many bodyguards with guns protecting her at all times.
[03:15:47.661 --> 03:15:48.021]  Here she is.
[03:15:48.662 --> 03:15:52.485]  I was so touched by the President, if any of you saw it on TV.
[03:15:54.186 --> 03:16:01.392]  I was very proud that he made these recommendations, some of which I have been advocating in this campaign for.
[03:16:02.523 --> 03:16:09.825]  We lose 90 people a day to gun violence, homicides, suicides, terrible, tragic, avoidable accidents.
[03:16:10.625 --> 03:16:13.845]  We can do better, and we can do it in a constitutional way.
[03:16:14.246 --> 03:16:16.546]  We can respect the rights of gun owners.
[03:16:16.586 --> 03:16:25.428]  In fact, comprehensive background checks, closing the gun show loophole and the online loophole, ending the immunity from liability for gun makers and sellers,
[03:16:26.550 --> 03:16:30.291]  Prohibiting people who are on the no-fly list from buying guns.
[03:16:30.311 --> 03:16:32.691]  You think that would be something we could all agree on?
[03:16:32.711 --> 03:16:35.692]  That's right, the no-fly list that you have no idea how you get on it.
[03:16:36.032 --> 03:16:37.412]  You have no idea how to get off of it.
[03:16:37.452 --> 03:16:39.233]  They won't tell you why you're on it.
[03:16:39.473 --> 03:16:40.793]  It's just an arbitrary list.
[03:16:41.233 --> 03:16:42.633]  We've had congressmen on this list.
[03:16:43.613 --> 03:16:45.994]  And she wants to say, we're just going to go by the no-fly list.
[03:16:46.294 --> 03:16:51.195]  That is just, that's a blatant violation of at least half the Bill of Rights right there.
[03:16:52.372 --> 03:17:00.058]  Now, coming out of Sun News up in Canada, this is Brian Lilly, and he has a story of a man who defended himself.
[03:17:00.819 --> 03:17:03.501]  It's a longer clip, we're not going to play the whole thing, it's about four minutes long.
[03:17:04.362 --> 03:17:10.907]  And he talks about how confiscation, well first, they have registration, always leads to confiscation.
[03:17:12.188 --> 03:17:18.133]  And I'm just going to let you hear it from him, and his words, he's got a show called Byline, and this is Brian Lilly.
[03:17:18.683 --> 03:17:20.964]  I've got a warning to my American friends.
[03:17:21.144 --> 03:17:23.965]  Registration will lead to confiscation.
[03:17:24.005 --> 03:17:26.627]  And if you don't believe me, just look at what's happened here.
[03:17:26.647 --> 03:17:29.108]  Now, are they going towards registration in the United States?
[03:17:29.568 --> 03:17:36.311]  According to the Washington Post, the Obama administration is considering a national database of all firearms in the U.S.
[03:17:36.351 --> 03:17:40.333]  to, quote, track the movements and sale of weapons, unquote.
[03:17:40.913 --> 03:17:44.935]  If such a database comes to fruition, it will lead to confiscation.
[03:17:45.775 --> 03:17:49.356]  Last year, we ended our national long gun registry here in Canada.
[03:17:49.376 --> 03:17:56.818]  It was a national database of every rifle and shotgun in the country that was supposed to help police track the movement and sale of weapons.
[03:17:57.438 --> 03:18:00.759]  Now, when it was introduced 20 years ago, critics said, hold on, hold on.
[03:18:01.039 --> 03:18:03.960]  If we register the firearms, they're going to be confiscated.
[03:18:04.895 --> 03:18:06.636]  And that criticism was just dismissed.
[03:18:06.676 --> 03:18:07.977]  It was ridiculed!
[03:18:08.518 --> 03:18:12.640]  Yet that's what was happening right up until the Long Gun Registry was dismantled.
[03:18:13.081 --> 03:18:19.725]  As recently as last winter, law-abiding gun owners who had complied with the registry were having their rifles confiscated.
[03:18:20.225 --> 03:18:34.515]  In late 2011, hundreds, if not thousands, of people who had legally purchased the Army Jagger AP-80, a .22 caliber variant of the AK-47, were informed that their rifles had been deemed illegal and must be surrendered.
[03:18:35.135 --> 03:18:47.365]  The letter read, you are required by law to return your firearm registration certificates without delay, either by mail to the address shown in the top left corner of this page, or in person to a peace officer or firearms officers.
[03:18:47.865 --> 03:18:56.352]  You have 30 days to deliver your firearm to a peace officer, firearms officer, or chief firearms officer, or to otherwise lawfully dispose of them.
[03:18:56.852 --> 03:18:58.994]  That was sent out by the Canadian Firearms Center.
[03:18:59.554 --> 03:19:03.957]  The reason for the need to surrender what had been legal firearms was simply cosmetic.
[03:19:04.437 --> 03:19:07.179]  The AP-80 looked too similar to the AK-47.
[03:19:07.459 --> 03:19:11.742]  They want to create any reason they can to go after... That's a weapon that fires .22 caliber.
[03:19:13.476 --> 03:19:13.816]  Bullets.
[03:19:14.156 --> 03:19:14.717]  Really small.
[03:19:15.617 --> 03:19:19.199]  And they're going to call that an assault rifle because it looks like one.
[03:19:19.219 --> 03:19:20.700]  Well, they designed that as marketing.
[03:19:21.120 --> 03:19:28.024]  But here we have in California, this came out December 31st, California gun confiscation law takes effect January 1st.
[03:19:28.084 --> 03:19:29.424]  This is already going on right now.
[03:19:29.444 --> 03:19:30.545]  This is from ABC 7.
[03:19:31.706 --> 03:19:39.670]  A new California law takes effect January 1st that allows legally owned guns to be confiscated if family or friends believe the owner is a threat to themselves or others.
[03:19:40.680 --> 03:19:41.581]  And there it is.
[03:19:41.641 --> 03:19:42.121]  Believe.
[03:19:42.221 --> 03:19:42.602]  Right there.
[03:19:42.642 --> 03:19:46.325]  So all you have to have is a neighbor that's kind of angry at you.
[03:19:46.625 --> 03:19:47.026]  Anybody.
[03:19:47.146 --> 03:19:48.327]  Oh, I think he's a threat.
[03:19:48.367 --> 03:19:48.967]  He has guns.
[03:19:50.148 --> 03:19:50.669]  And then boom.
[03:19:50.709 --> 03:19:51.610]  They swoop in and take him.
[03:19:51.650 --> 03:19:53.171]  We were showing you guys that a while back.
[03:19:53.391 --> 03:19:53.672]  Stay tuned.
[03:19:53.692 --> 03:19:54.272]  I'm going to come back.
[03:19:54.653 --> 03:19:55.713]  We're going to talk about open carry.
[03:19:55.733 --> 03:19:57.395]  What people think about open carry in Texas.
[03:19:57.435 --> 03:19:58.676]  Liam McAdoo is out on the street.
[03:19:58.856 --> 03:19:59.697]  And we've got a whole bunch more.
[03:20:00.518 --> 03:20:02.339]  David Knott will be up talking about Paul Ryan as well.
[03:20:02.379 --> 03:20:02.920]  So stay tuned.
[03:20:02.940 --> 03:20:03.961]  It's the 4th Hour of Overdrive.
[03:20:04.081 --> 03:20:04.922]  I'm your host, Rob Duke.
[03:20:11.400 --> 03:20:14.583]  Winter has just begun, and are you already tired of being cold?
[03:20:15.004 --> 03:20:16.806]  How would you like to never be cold again?
[03:20:16.826 --> 03:20:23.492]  This is Dale with Fortress Clothing, and I'm here to tell you, you will never be cold again with Fortress.
[03:20:24.235 --> 03:20:33.539]  If you're tired of freezing your butt off, elk hunting, sitting in a tree stand deer hunting, winter camping, fishing, ice fishing, no longer fear the cold.
[03:20:34.119 --> 03:20:37.520]  If you snowmobile, ski, snowboard, get Fortress.
[03:20:38.141 --> 03:20:44.263]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[03:20:44.763 --> 03:20:53.147]  If you're stuck outside working in the cold or find yourself in an emergency situation, get our winter bug out bag and you will never be cold again.
[03:20:53.647 --> 03:20:57.530]  Fortress is the answer, so quit complaining and go to FortressClothing.com.
[03:20:57.811 --> 03:21:00.553]  It's a mid-layer garment that goes with anything you want to wear.
[03:21:00.993 --> 03:21:04.656]  Enter coupon code RADIO and get 20% off any item.
[03:21:05.076 --> 03:21:06.978]  Go now while we still have inventory.
[03:21:07.378 --> 03:21:08.319]  FortressClothing.com
[03:21:10.731 --> 03:21:20.053]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[03:21:20.153 --> 03:21:24.473]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[03:21:24.573 --> 03:21:30.334]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[03:21:30.674 --> 03:21:33.375]  Buy now at DefenderShield.com.
[03:21:33.455 --> 03:21:35.675]  For 10% off, use promo code GCN.
[03:21:35.835 --> 03:21:39.376]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[03:21:41.331 --> 03:21:42.411]  We've all heard the news stories.
[03:21:42.891 --> 03:21:43.612]  Another shooting.
[03:21:44.012 --> 03:21:45.272]  And they're getting worse.
[03:21:45.712 --> 03:21:48.953]  That's why Infidel Body Armor introduces Infidel Fridays.
[03:21:49.293 --> 03:21:53.954]  Exclusive 24-hour insider deals to save you money and possibly save your life.
[03:21:54.294 --> 03:21:57.415]  Make it a favorite when you log on to InfidelBodyArmor.com.
[03:21:57.575 --> 03:22:03.316]  Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[03:22:03.456 --> 03:22:05.156]  That's InfidelBodyArmor.com.
[03:22:05.396 --> 03:22:08.097]  Infidel Body Armor just won't quit.
[03:22:10.874 --> 03:22:13.236]  This is a health care alert from the Pain Relief Hotline.
[03:22:13.556 --> 03:22:21.222]  If you, a family member, or a loved one suffers from knee, back, shoulder, or ankle pain and have Medicare as your primary insurance, we've got great news.
[03:22:21.462 --> 03:22:23.063]  You don't have to suffer any longer.
[03:22:23.363 --> 03:22:31.429]  You can immediately qualify for a pain relieving brace at little or no cost to you by calling our 24-7 Pain Relief Hotline at 866-389-0620.
[03:22:32.710 --> 03:22:35.292]  Delivery is free and all paperwork is handled for you.
[03:22:35.692 --> 03:22:39.535]  If you are on Medicare and have knee, back, shoulder, or ankle pain, don't wait.
[03:22:39.955 --> 03:22:48.259]  You can qualify to immediately receive a pain relieving brace at little or no cost by calling our 24-7 pain hotline now at 866-389-0620.
[03:22:48.519 --> 03:22:55.823]  Our representatives are standing by 24-7 to take your call and rush you your pain relieving brace at little or no cost to you.
[03:22:56.143 --> 03:22:58.584]  Shipping is free and all paperwork is handled for you.
[03:22:58.904 --> 03:22:59.384]  Just call 866-389-0620.
[03:22:59.444 --> 03:22:59.644]  That's 866-389-0620.
[03:22:59.664 --> 03:23:00.085]  Again, 866-389-0620.
[03:23:09.989 --> 03:23:11.990]  Are you sneezing, coughing, and aching?
[03:23:12.010 --> 03:23:15.452]  Do you have a sore throat, a fever, or the sniffles?
[03:23:15.932 --> 03:23:21.274]  There's no reason to be sick this cold and flu season with immune system support from Supernatural Silver.
[03:23:21.754 --> 03:23:26.196]  Supernatural Silver can give your body the help it needs to fight off harmful pathogens.
[03:23:26.556 --> 03:23:31.001]  Without hurting beneficial gut flora and without leaving behind resistant bacteria.
[03:23:31.602 --> 03:23:37.508]  Antibiotics can damage good microflora and often leave behind bacteria which can cause problems later on.
[03:23:37.929 --> 03:23:41.152]  If you're sick of being sick, try Supernatural Silver.
[03:23:41.333 --> 03:23:42.514]  Supernatural Silver.
[03:23:42.714 --> 03:23:49.676]  The number one choice of thousands for a safe and effective way to protect against the many diseases and illnesses that we are facing today.
[03:23:50.036 --> 03:23:56.858]  Go to SupernaturalSilver.com, read our customer reviews, and see the life-changing results that people are having.
[03:23:57.198 --> 03:23:59.218]  That's SupernaturalSilver.com.
[03:23:59.519 --> 03:24:01.239]  SupernaturalSilver.com.
[03:24:01.679 --> 03:24:04.980]  Use the promo code PROTECTED for 20% off your entire order.
[03:24:05.480 --> 03:24:06.600]  And like us on Facebook.
[03:24:07.021 --> 03:24:08.241]  SupernaturalSilver.
[03:24:11.263 --> 03:24:23.228]  No matter how hard you try, you can't stop us now!
[03:24:23.708 --> 03:24:26.009]  No matter how hard you try, you can't stop us now!
[03:24:26.049 --> 03:24:28.090]  The 1-800 number to join us is 800-259-9231.
[03:24:28.130 --> 03:24:29.950]  I'm going to be taking your calls in the next segment.
[03:24:29.970 --> 03:24:30.491]  I'm Rob Due.
[03:24:30.511 --> 03:24:33.132]  You're joining me for the fourth hour of Overdrive on the Alex Jones Show.
[03:24:33.172 --> 03:24:36.493]  Be sure you tell your friends and family out there to tune in for the fourth hour.
[03:24:36.513 --> 03:24:38.834]  You can watch it at infowars.com forward slash show.
[03:24:39.514 --> 03:24:41.175]  Or you could get your radio station to carry it.
[03:24:41.436 --> 03:24:42.696]  I just saw this on my Twitter feed.
[03:24:43.357 --> 03:24:46.519]  Making good people helpless won't make bad people harmless.
[03:24:46.719 --> 03:24:47.720]  Share if you agree.
[03:24:48.541 --> 03:24:53.564]  And I can't think of better words to say about this unconstitutional gun grab they want to go after.
[03:24:53.584 --> 03:24:57.748]  They want to make us defenseless so that the hordes of criminals can have their way with us.
[03:24:57.768 --> 03:25:00.189]  And then they come in and go, hey, the only answer is more police state.
[03:25:00.590 --> 03:25:03.472]  Now, we've had open carry here in Texas.
[03:25:03.532 --> 03:25:04.913]  It just started January 1st.
[03:25:05.073 --> 03:25:07.194]  Liam McAdoo was out on the street to see what people thought about it.
[03:25:07.215 --> 03:25:07.535]  Here it is.
[03:25:08.120 --> 03:25:10.041]  Leanne McAdoo for InfoWars.com.
[03:25:10.061 --> 03:25:11.321]  I'm here in Austin, Texas.
[03:25:11.382 --> 03:25:14.723]  Now, we are four days into the official passing of Open Carry.
[03:25:15.083 --> 03:25:21.786]  Wanted to see what people's opinion are of now they're going to be actually able to view people's guns in their holster.
[03:25:21.846 --> 03:25:22.787]  Are they afraid of that?
[03:25:22.827 --> 03:25:23.687]  Are they okay with that?
[03:25:24.067 --> 03:25:26.568]  And we also wanted to get people's take on what's happening in Oregon.
[03:25:26.608 --> 03:25:31.731]  Do they think this is a good move or is this going to bolster Obama's push for gun control?
[03:25:31.871 --> 03:25:35.032]  Well, we just passed Open Carry here January 1st.
[03:25:35.232 --> 03:25:35.633]  Oh, great.
[03:25:35.693 --> 03:25:36.333]  I'm all for it.
[03:25:36.573 --> 03:25:37.914]  Yeah, I'm all against it.
[03:25:38.414 --> 03:25:38.894]  Really?
[03:25:38.914 --> 03:25:39.455]  Yes.
[03:25:39.655 --> 03:25:40.595]  And we're still married.
[03:25:42.076 --> 03:25:47.619]  I am for gun regulations and open carry is weird.
[03:25:47.679 --> 03:25:52.281]  I'm not going to go to any business where I see people waltzing in there with their guns.
[03:25:52.422 --> 03:25:52.922]  It's just
[03:25:54.656 --> 03:25:55.577]  It just turns me off.
[03:25:55.877 --> 03:25:59.319]  What do you guys think about the open carry that just passed here in Austin?
[03:25:59.799 --> 03:26:00.419]  We're not from here.
[03:26:00.819 --> 03:26:01.120]  Sorry.
[03:26:01.260 --> 03:26:06.462]  Does that frighten you to think that people will have guns on their holster, or are you okay with it?
[03:26:07.463 --> 03:26:08.183]  I'm okay with it.
[03:26:08.943 --> 03:26:11.785]  As long as they're responsible, I'm fine with it.
[03:26:11.965 --> 03:26:14.987]  Would you be frightened to see people with their guns on their holster?
[03:26:17.008 --> 03:26:18.508]  I don't think so, because it is Texas.
[03:26:18.528 --> 03:26:23.471]  Probably in some places I would, and probably in some places I wouldn't.
[03:26:24.278 --> 03:26:25.399]  So it just depends on the setting?
[03:26:25.719 --> 03:26:25.999]  Yeah.
[03:26:26.479 --> 03:26:26.680]  Yeah.
[03:26:27.720 --> 03:26:30.122]  I think if you're responsible, it can be done well.
[03:26:30.362 --> 03:26:34.505]  But if you're not, and people aren't paying attention, bad things happen.
[03:26:34.845 --> 03:26:35.345]  I'm a fan.
[03:26:37.507 --> 03:26:39.928]  What's your opinion on it?
[03:26:40.649 --> 03:26:51.196]  Well, I don't think everyone should just be walking around with them, but mainly when it's really hot and you want to carry and it's too hard to wear eight pounds of clothes when it's 100 degrees out, then it's nice to be able to.
[03:26:51.758 --> 03:26:53.739]  Well, I'm all for Second Amendment.
[03:26:53.859 --> 03:26:56.440]  I think people should have the right to do what they wish to do.
[03:26:57.561 --> 03:27:03.744]  However, like my wife said, I think that it's better to have it concealed than to be shown.
[03:27:03.764 --> 03:27:07.366]  But if somebody wants to have it shown, that's up to them.
[03:27:07.526 --> 03:27:11.788]  But if you're allowed to have a gun, it's kind of odd to not be allowed to carry it.
[03:27:12.829 --> 03:27:13.769]  That's how I feel about it.
[03:27:13.789 --> 03:27:16.030]  It lets you know who has the weapon.
[03:27:16.570 --> 03:27:18.631]  There's people walking around with them concealed anyways.
[03:27:18.691 --> 03:27:19.492]  I think that's scarier.
[03:27:20.219 --> 03:27:24.741]  Would you continue to go to a business that allowed people to bring in their guns?
[03:27:26.402 --> 03:27:29.384]  Yeah, I think, I mean, I think I would.
[03:27:30.645 --> 03:27:31.726]  I wouldn't, like, boycott him.
[03:27:32.347 --> 03:27:37.431]  If I was in a circumstance where I felt uncomfortable or something, I might leave, but I wouldn't make a big point out of it.
[03:27:37.591 --> 03:27:39.413]  She said she wants more regulations.
[03:27:39.553 --> 03:27:48.301]  Well, people that are law-abiding citizens are now having more regulations placed upon them, and criminals will, in fact, skirt the law anyway.
[03:27:48.421 --> 03:27:49.742]  So, to me, it's ridiculous.
[03:27:50.202 --> 03:27:51.844]  Are you aware of what's going on in Oregon right now?
[03:27:52.424 --> 03:27:56.686]  Yeah, I'm aware, but I haven't read a lot of details about it.
[03:27:56.946 --> 03:28:01.848]  The president is about to come out on Thursday calling for more gun control regulations.
[03:28:02.248 --> 03:28:08.251]  Do you think something like that is going to cause the country to be in support of more gun control?
[03:28:08.511 --> 03:28:12.373]  Or do you think that they're going to be proud of Americans standing up?
[03:28:13.193 --> 03:28:18.516]  I think whoever is already in for gun control is just going to sway them more either way.
[03:28:19.321 --> 03:28:21.063]  I don't think it's going to change anyone's mind.
[03:28:21.083 --> 03:28:23.045]  I don't think it's going to be bringing people together.
[03:28:23.685 --> 03:28:26.048]  People are going to interpret it how they see it.
[03:28:26.168 --> 03:28:35.557]  They're going to either be on the side that thinks, oh man, this is what needs to be done, give an inch to take a mile, and the other side is, oh, this is so typical.
[03:28:35.577 --> 03:28:39.061]  There's a lot of people that feel like the federal government overreaches what
[03:28:39.827 --> 03:28:40.087]  We're good.
[03:28:57.674 --> 03:28:58.734]  I think things should be done legally.
[03:29:24.744 --> 03:29:27.807]  All right, and do I actually think that's going to hinder it?
[03:29:28.588 --> 03:29:31.510]  No, I think Obama's going to do what Obama wants to do.
[03:29:31.530 --> 03:29:38.877]  He's in his lame duck term as president, and he's just going to try to flex whatever muscle he thinks he can do and try to get away with it.
[03:29:39.378 --> 03:29:40.679]  He's going to do the right thing.
[03:29:45.453 --> 03:29:46.874]  He's gonna do what he wants to do.
[03:29:48.094 --> 03:29:51.215]  That was Leanne McAdoo on the street asking people what they thought about Open Carry.
[03:29:51.235 --> 03:29:53.215]  I got the phone lines loaded coming up.
[03:29:53.415 --> 03:29:57.416]  Angie, Tim, Kyle, Brandon wants to talk about ATF harassing gun show goers.
[03:29:57.917 --> 03:29:58.477]  So stay tuned.
[03:29:58.497 --> 03:29:59.037]  All that and more.
[03:29:59.057 --> 03:30:00.237]  David Knight's coming up next.
[03:30:00.277 --> 03:30:01.137]  We're on the march.
[03:30:01.638 --> 03:30:03.238]  The Empire's on the run.
[03:30:04.178 --> 03:30:06.859]  Alex Jones and the GCN Radio Network.
[03:30:10.959 --> 03:30:16.665]  Calls for President Obama's impeachment have circulated for years, but he's finally gone too far.
[03:30:17.086 --> 03:30:22.011]  Steve Watson reports, RNC will consider Obama impeachment proceedings.
[03:30:22.452 --> 03:30:26.216]  A document titled, Articles of Impeachment of Barack Hussein Obama.
[03:30:26.536 --> 03:30:32.479]  Consists of 48 criminal charges and is set to be weighed up at a January 13th meeting of the RNC.
[03:30:32.679 --> 03:30:45.126]  The resolution cites Obama's malfeasance, misconduct and abuse of the Oval Office and includes the IRS targeting of conservative organizations and bypassing Congress with the use of executive action on key issues.
[03:30:45.606 --> 03:30:56.373]  Article 3 of the Resolution states that Obama has been aiding and abetting known enemies of the United States, including the Muslim Brotherhood, ISIS, Al Qaeda, Hamas, and the Taliban, among others.
[03:30:56.713 --> 03:31:07.280]  The committeeman behind the Resolution says that we are a nation of laws and separation of powers, and this lets the President know that we are not going to put up with his ability to go around the Constitution.
[03:31:07.620 --> 03:31:10.262]  Leanne McAdoo reporting for InfoWars.com.
[03:31:11.027 --> 03:31:20.274]  Infowarslife and Infowarslife.com is extremely excited to announce our latest release, Winner's Sun, a revolutionary type of vitamin D3.
[03:31:20.514 --> 03:31:25.118]  Winner's Sun is a premium quality vitamin D3 nutritional supplement.
[03:31:25.218 --> 03:31:29.641]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[03:31:30.001 --> 03:31:32.883]  Every batch is analyzed for purity and D3 content.
[03:31:33.044 --> 03:31:35.145]  It's completely free of toxins and allergens.
[03:31:35.465 --> 03:31:38.848]  Simply put, if you want the best at an extremely low price, this is it.
[03:31:39.008 --> 03:31:42.850]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[03:31:42.890 --> 03:31:51.575]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[03:31:51.956 --> 03:31:56.698]  Read the facts at InfoWarsLife.com about Winter Sun vitamin D3.
[03:31:56.979 --> 03:32:02.542]  Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[03:32:02.902 --> 03:32:04.703]  Something the globalists are targeting.
[03:32:05.023 --> 03:32:09.284]  Visit InfoWars.com today or call 888-253-3139.
[03:32:09.304 --> 03:32:13.785]  When cells become toxic, they die early and aging sets in.
[03:32:14.085 --> 03:32:19.087]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[03:32:19.087 --> 03:32:19.387]  We're good.
[03:32:40.573 --> 03:32:44.794]  Used since before the days of the Roman Empire to support the body's natural systems.
[03:32:44.954 --> 03:32:48.916]  Introducing the new Infowarslife.com oil of oregano formulation.
[03:32:49.096 --> 03:32:53.877]  We have now procured the most high quality and potent forms of oregano oil on the market.
[03:32:54.037 --> 03:32:58.579]  Extracted directly from the wild herb and sealed in easy to use capsules.
[03:32:58.719 --> 03:33:02.020]  You will no longer need to endure the burning of liquid oregano on the tongue.
[03:33:02.180 --> 03:33:05.481]  Now available in our limited first run at Infowarslife.com.
[03:33:05.641 --> 03:33:07.481]  That's Infowarslife.com or call 888-253-3139.
[03:33:20.473 --> 03:33:21.474]  You want answers?
[03:33:22.315 --> 03:33:27.499]  Well, so does he.
[03:33:27.679 --> 03:33:31.762]  It's Alex Jones.
[03:33:31.802 --> 03:33:37.907]  This is Rob Dew here at the Alex Jones Show Overdrive Edition.
[03:33:37.927 --> 03:33:40.590]  I'm finishing up a cough drop.
[03:33:41.110 --> 03:33:43.672]  Getting over a slight cold, which I think could have been worse.
[03:33:43.692 --> 03:33:45.934]  They say a cold usually lasts 7 to 14 days.
[03:33:48.206 --> 03:33:49.487]  Mine's lasted three.
[03:33:49.507 --> 03:33:54.972]  This is my third day of just being really uncomfortable.
[03:33:55.993 --> 03:33:56.774]  And it's tailing off.
[03:33:56.834 --> 03:33:58.796]  I can already feel it from yesterday to today.
[03:33:58.816 --> 03:34:00.417]  It was really two days that were really bad.
[03:34:01.318 --> 03:34:05.823]  And one of the ways I did it, I'll tell you about in one second, I got David Knight in studio
[03:34:07.213 --> 03:34:20.195]  One way you can support us is by going to InfoWarsStore.com and buying all the products we have, the nutraceuticals, the survival gear, the water filters, stuff to protect you and your family.
[03:34:20.895 --> 03:34:23.776]  I want to get to the, one of the items we also have is the InfoWars calendar.
[03:34:23.996 --> 03:34:26.216]  People have calendars on their wall, put one of these up.
[03:34:27.597 --> 03:34:31.497]  Each month it has a coupon code for a different product.
[03:34:32.377 --> 03:34:34.698]  First one, January, say 20% off coffee mugs, 20%.
[03:34:36.987 --> 03:34:38.168]  10% off seeds in February.
[03:34:38.348 --> 03:34:39.308]  Get ready to start your garden.
[03:34:39.328 --> 03:34:42.110]  It's a picture of some of the founding fathers there.
[03:34:42.130 --> 03:34:45.211]  $5 off any InfoWars Life products over $19.95 in March.
[03:34:45.231 --> 03:34:45.971]  So you can go through all 12 months
