[00:00:00.170 --> 00:00:02.066]  The Alex Jones Show.
[03:26:41.811 --> 03:26:44.393]  He was the top trending thing on Twitter and he wasn't even there.
[03:26:44.853 --> 03:26:45.554]  So I think this was...
[03:26:46.514 --> 03:26:50.796]  If he does in fact decide that he's not going to show up, I think this is a smart move by him.
[03:26:51.196 --> 03:26:57.218]  But let's all kind of take a step back here and look at what's going on behind the scene.
[03:26:57.639 --> 03:27:03.381]  Now we reported on this yesterday about an insider who said it doesn't matter about Trump, Hillary will win.
[03:27:03.761 --> 03:27:05.322]  Now the reason why this is important
[03:27:05.982 --> 03:27:08.102]  Is because this came from Martin Sorrell.
[03:27:08.162 --> 03:27:09.943]  He's a highly influential CEO.
[03:27:10.723 --> 03:27:11.983]  He has ties to Fox News.
[03:27:12.263 --> 03:27:15.704]  He's the chief executive officer of WPPPLC.
[03:27:16.944 --> 03:27:22.265]  So they have ties to Fox News, but their affiliates represent up to half of all Fox News ad revenue.
[03:27:22.585 --> 03:27:27.226]  Clients include Ford, GlaxoSmith, IBM, Microsoft, Nestle, Walmart, Unilever.
[03:27:27.246 --> 03:27:29.387]  So these are all people who spend millions of dollars.
[03:27:29.407 --> 03:27:29.587]  Yes.
[03:27:29.947 --> 03:27:35.453]  Every single month on Fox News advertising, so for him to come out and say this, but that's not it.
[03:27:36.033 --> 03:27:46.964]  We've also got another top Bilderberger who is the associate editor of the Financial Times, Martin Wolf, insisting that the global super elite must stop Donald Trump from winning the presidency.
[03:27:47.364 --> 03:27:56.011]  He wrote this article called, The Economic Losers Are In Revolt Against The Elites, and he's basically telling his rich friends that we must stop Trump.
[03:27:56.191 --> 03:28:02.876]  So, unless this is like some ultimate reverse psychology, because, you know, Trump himself is a billionaire, they're really afraid of him.
[03:28:03.570 --> 03:28:11.253]  Yeah, and let me be very clear, I'm not on Team Trump, but I do think it's rather interesting how they continue to target this guy because they don't control him.
[03:28:12.093 --> 03:28:20.076]  So that's the big deal, he's not an establishment guy, they can't control him, they can't hold his leash so they don't know exactly what he's going to do if he was to get into office.
[03:28:20.356 --> 03:28:27.899]  Now on that, we also have another Trump clip where he's talking about how much support he has and how he could actually just walk up and shoot somebody in the head.
[03:28:28.619 --> 03:28:30.960]  And he still wouldn't lose any supporters.
[03:28:31.000 --> 03:28:32.321]  It's a very bold statement.
[03:28:32.361 --> 03:28:38.243]  But, you know, he seems, in some people's eyes, to be able to do no wrong, you know, even if it's a controversial statement.
[03:28:38.343 --> 03:28:41.344]  A lot of times they take stuff out of context that he does say.
[03:28:41.364 --> 03:28:41.985]  I will give him that.
[03:28:42.025 --> 03:28:43.565]  Sometimes they just completely twist his words.
[03:28:43.905 --> 03:28:47.927]  But for the stuff he has said that people didn't like, it just doesn't seem to knock him down.
[03:28:48.267 --> 03:28:52.109]  Let's go ahead and see Donald Trump saying that he could shoot somebody and still get away with it.
[03:28:53.393 --> 03:28:54.574]  My people are so smart.
[03:28:54.835 --> 03:28:56.476]  And you know what else they say about my people?
[03:28:56.516 --> 03:28:56.877]  The polls.
[03:28:57.357 --> 03:28:58.879]  They say I have the most loyal people.
[03:28:58.899 --> 03:28:59.619]  Did you ever see that?
[03:29:00.220 --> 03:29:04.584]  Where I could stand in the middle of Fifth Avenue and shoot somebody and I wouldn't lose any voters, okay?
[03:29:04.825 --> 03:29:05.525]  It's like incredible.
[03:29:05.926 --> 03:29:07.547]  Yeah, that is pretty incredible.
[03:29:07.568 --> 03:29:08.048]  Thank you guys.
[03:29:08.188 --> 03:29:09.369]  Trump, we love you too, man.
[03:29:09.730 --> 03:29:11.752]  Trump's voters are by far, you know, I'm at 68, 69 percent.
[03:29:11.772 --> 03:29:12.332]  I'm at 90 percent.
[03:29:16.181 --> 03:29:16.541]  Total.
[03:29:17.062 --> 03:29:18.723]  Like, when did you say that?
[03:29:18.763 --> 03:29:19.123]  Yeah, definitely.
[03:29:19.143 --> 03:29:27.448]  That's a very passionate group of supporters and I believe Richard Reeves is also going to be on the ground out there on our debate coverage so you guys can tune in and watch that as well.
[03:29:27.868 --> 03:29:30.109]  But it's not just the Republicans in the race, Liam.
[03:29:30.129 --> 03:29:31.110]  We also have the Democrats.
[03:29:31.150 --> 03:29:34.532]  We have a clip of Bernie Sanders that we will play when we come back after this break.
[03:29:34.872 --> 03:29:37.573]  And also, we can go ahead and start lining up the phone.
[03:29:38.234 --> 03:29:39.074]  We can get the number out.
[03:29:39.094 --> 03:29:39.154]  1-800-259-9231.
[03:29:42.216 --> 03:29:42.456]  1-800-259-9231.
[03:29:42.596 --> 03:29:47.139]  That will get you up and on the air in the next segment.
[03:29:47.420 --> 03:29:47.820]  Stay tuned.
[03:29:47.840 --> 03:29:51.522]  Jakari Jackson, Leanne McAdoo from the InfoWars.com Command Center.
[03:29:58.066 --> 03:29:58.967]  We're on the march.
[03:29:59.467 --> 03:30:01.048]  The Empire's on the run.
[03:30:01.989 --> 03:30:04.671]  Alex Jones and the GCN Radio Network.
[03:30:09.130 --> 03:30:12.711]  You hear a lot about the cashless society, but Europeans aren't buying it.
[03:30:13.012 --> 03:30:21.715]  According to the European Central Bank, a record 1 trillion euros of banknotes were in circulation in 2015, almost double the value 10 years ago.
[03:30:22.055 --> 03:30:24.576]  Paper money in circulation rose 6.5% last year, the most since 2008.
[03:30:27.855 --> 03:30:32.678]  In 2008, people were worried about financial turbulence and crashing markets then with good reason.
[03:30:32.879 --> 03:30:37.261]  And this year has begun with the worst two-week start on record for financial markets.
[03:30:37.562 --> 03:30:41.784]  But in 2015, we now have negative interest rates on bank accounts.
[03:30:42.245 --> 03:30:45.747]  And the risk of flat-out confiscation of accounts by government.
[03:30:45.827 --> 03:30:47.468]  What they call haircuts.
[03:30:50.190 --> 03:30:51.891]  And then there's privacy.
[03:30:51.951 --> 03:30:52.491]  Cashless?
[03:30:52.771 --> 03:30:53.172]  No thanks.
[03:30:54.052 --> 03:30:57.956]  Negative interest rates, risk of confiscation, economic uncertainty?
[03:30:58.556 --> 03:30:59.517]  I'll take it in cash.
[03:31:00.398 --> 03:31:04.822]  Paper notes may not be real money, but they sure beat negative interest and haircuts.
[03:31:05.542 --> 03:31:07.504]  For Prison Planet TV, I'm David Knight.
[03:31:08.685 --> 03:31:15.571]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[03:31:15.891 --> 03:31:25.274]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[03:31:25.554 --> 03:31:32.416]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[03:31:32.916 --> 03:31:40.381]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[03:31:40.742 --> 03:31:44.064]  We set out to bring you the very best at the lowest price.
[03:31:44.444 --> 03:31:49.147]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[03:31:49.408 --> 03:31:53.470]  In these times, it's essential to have high-quality, loyal silver on hand.
[03:31:53.811 --> 03:31:56.673]  No survival chest is complete without Silver Bullet.
[03:31:56.833 --> 03:31:59.835]  Exclusively available at Infowarslife.com.
[03:31:59.955 --> 03:32:01.456]  Secure your Silver Bullet today.
[03:32:01.656 --> 03:32:04.300]  Call toll free at Infowarslife.com or by calling toll free 888-253-3139.
[03:32:08.123 --> 03:32:12.467]  Tell folks how you got introduced to super male, and then when super female came out, tell us what happened.
[03:32:12.767 --> 03:32:17.392]  After I saw such a huge positive change in my husband, I had to try it for myself.
[03:32:17.532 --> 03:32:18.553]  Talk about the effects.
[03:32:18.873 --> 03:32:20.354]  I feel great when I wake up in the morning.
[03:32:20.374 --> 03:32:21.996]  I have drive to go to the gym.
[03:32:22.316 --> 03:32:23.357]  I feel like I look better.
[03:32:23.417 --> 03:32:24.058]  I feel better.
[03:32:24.138 --> 03:32:25.219]  I feel sexier.
[03:32:25.539 --> 03:32:25.899]  I love it.
[03:32:26.160 --> 03:32:29.082]  Even if you don't believe in supplements, take the challenge.
[03:32:29.142 --> 03:32:31.825]  Get a bottle of super male, a bottle of super female.
[03:32:32.065 --> 03:32:33.086]  Check it out for yourself.
[03:32:33.126 --> 03:32:34.167]  Consult your physician.
[03:32:34.327 --> 03:32:36.529]  Visit Infowarslife.com today.
[03:32:36.689 --> 03:32:37.629]  This is life-changing.
[03:32:38.070 --> 03:32:38.830]  Shower filters.
[03:32:38.971 --> 03:32:40.572]  We're introducing the best yet.
[03:32:40.592 --> 03:32:44.615]  The brand new ProPure ProMax high-performance shower filter.
[03:32:44.775 --> 03:32:49.379]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[03:32:49.599 --> 03:32:56.525]  This new four-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[03:32:56.665 --> 03:32:59.647]  You can find more details on this amazing new filter and free shipping
[03:32:59.747 --> 03:33:07.494]  At InfowarsStore.com or call 888-253-3139 to order your ProMax shower filter from ProPure today!
[03:33:20.666 --> 03:33:25.151]  Live from the Infowars.com studios, it's Alex Jones!
[03:33:34.437 --> 03:33:46.166]  Now that the Bill of Rights have been largely destroyed by our corporatized government, President Obama has decided to go for the meat of the American Constitution, the War Powers of the Constitution.
[03:33:46.426 --> 03:34:01.378]  Article 1, Section 8, Clause 11 of the United States Constitution, sometimes referred to as the War Powers Clause, vests in the Congress the power to declare war.
[03:34:01.939 --> 03:34:03.019]  This resolution
[03:34:04.039 --> 03:34:04.099]  Is
[03:34:19.628 --> 03:34:25.573]  So while the East Coast was buried under record snowfall, Obama's faux-Republican minions Lindsey Graham and Mitch McConnell
[03:34:41.807 --> 03:34:48.528]  Scuttled another dangerous fast-track bill into the halls of the most hated Congress in U.S.
[03:34:48.568 --> 03:34:49.029]  history.
[03:34:49.449 --> 03:34:55.530]  The legislation makes the unconstitutional Iraq war authorization of 2002 look like a walk in the park.
[03:34:56.210 --> 03:35:05.012]  It will allow this president and future presidents to wage war against ISIS without restrictions on time, geographic scope, or the use of ground troops.
[03:35:05.472 --> 03:35:10.673]  It is a completely open-ended authorization for the president to use the military as he wishes
[03:35:11.073 --> 03:35:12.994]  For as long as he or she wishes.
[03:35:13.795 --> 03:35:21.279]  Even President Obama has expressed concern over how willing Congress is to hand him unlimited power to wage war.
[03:35:21.559 --> 03:35:35.168]  The Foreign Relations Committee, whose chair is Senator Bob Corker, suggested that a new authorization for use of military force was unlikely to happen, and that President Obama currently has the legal authority he needs.
[03:35:35.948 --> 03:35:41.310]  Corker's authority was bypassed by McConnell's treasonous fast track.
[03:35:41.750 --> 03:35:49.653]  And Senator Lindsey Graham bleated out to reporters, if the Democrats don't want to give this to Obama, then stand up and tell me why.
[03:35:49.933 --> 03:35:53.834]  There may be some people running for president as Republicans who don't want this.
[03:35:54.294 --> 03:36:00.036]  I would be astonished that anybody seeking to be commander-in-chief wouldn't want this power.
[03:36:00.316 --> 03:36:06.939]  It would allow the administration to fight the terror group ISIS wherever, whenever, and however.
[03:36:07.399 --> 03:36:11.221]  As if the real threat of ISIS was a mystery to the American people.
[03:36:11.661 --> 03:36:18.084]  Most Americans are fully aware that our greatest threat lies in Obama's policies regarding immigration.
[03:36:18.504 --> 03:36:29.809]  The bill isn't even warm yet, and Vice President Joe Biden is in Turkey cheerleading World War III, presenting both sides of the issue to Turkey and the American people.
[03:36:30.177 --> 03:36:33.240]  Our allies in the region were our largest problem in Syria.
[03:36:34.021 --> 03:36:38.866]  The Turks were great friends, and I have a great relationship with Erdogan, which I just spent a lot of time with.
[03:36:39.747 --> 03:36:50.579]  They poured hundreds of millions of dollars and tens, thousands of tons of weapons into anyone who would fight against Assad.
[03:36:51.130 --> 03:37:02.749]  Except that the people who were being supplied were al-Nusra and Al-Qaeda and the extremist elements of jihadis coming from other parts of the world.
[03:37:03.809 --> 03:37:22.984]  Following World War II, the United States leadership has continually sought to foment and drive the industrial military complex machine into an unending unconstitutional state of global war, creating the very enemies Obama's dictatorial powers would seek to suppress.
[03:37:23.304 --> 03:37:31.250]  We have finally reached the precipice of the total annihilation of the balance of powers that act as the foundation of our republic.
[03:37:31.972 --> 03:37:36.896]  Let's not get involved in constitutional arguments.
[03:37:37.136 --> 03:37:51.246]  President Obama is desperately attempting to disarm the public and re-engineer the United States into a lawless military state overseen by corrupt politicians on par with the horror south of our border.
[03:37:51.726 --> 03:37:53.648]  John Bowne for Infowars.com
[03:37:54.388 --> 03:38:00.151]  Another excellent report from John Bowne, and those are the type of reports you get to see when you tune into the InfoWars Nightly News.
[03:38:00.591 --> 03:38:03.413]  I'm Jakari Jackson, joining studio with Leigh Ann McAdoo.
[03:38:03.853 --> 03:38:12.817]  Now, we have several callers lined up, but I want to dovetail on what John Bowne was saying, which actually ties into what Tim in California is going to say, but give us just one second here, Tim.
[03:38:13.418 --> 03:38:21.782]  He played the clip of the Senator, I believe she is from Maryland, saying when she was talking about gun control and gun legislation, let's not get caught up on this constitutional argument.
[03:38:22.102 --> 03:38:28.007]  Let's not sit around and have a debate of whether or not new laws and regulations are going to violate that Constitution.
[03:38:28.027 --> 03:38:29.508]  This pesky piece of paper.
[03:38:29.828 --> 03:38:34.853]  Yeah, you just need to wipe your behind with that piece of paper, I guess, is how they feel about it.
[03:38:35.293 --> 03:38:38.736]  And more on that, we have Kit Daniel's article, Backdoor Gun Control.
[03:38:39.216 --> 03:38:43.300]  Doctors, not just psychologists, to screen all adults for depression.
[03:38:43.740 --> 03:38:47.183]  Now, you know, you go into the doctor, you know, for whatever reason, you know.
[03:38:47.423 --> 03:38:50.265]  Let's say you break your leg, whatever, and maybe you're a little depressed.
[03:38:50.285 --> 03:38:51.646]  You're a baseball player.
[03:38:51.707 --> 03:38:52.287]  Now you can't play.
[03:38:52.307 --> 03:38:54.128]  So you may be a little bit depressed by that.
[03:38:54.329 --> 03:38:57.511]  That could be a prereq to having your guns taken away.
[03:38:57.591 --> 03:39:00.494]  As farfetched as that sounds, that's actually true now.
[03:39:00.574 --> 03:39:05.538]  If you're a football player, you have the mental issues there with the head trauma.
[03:39:05.558 --> 03:39:06.258]  You get a concussion.
[03:39:06.498 --> 03:39:06.679]  Right.
[03:39:07.259 --> 03:39:10.643]  And it's not just that, we see another article, this is from Kidd as well.
[03:39:11.043 --> 03:39:14.927]  A lawsuit, cops confiscate guns from vet diagnosed with insomnia.
[03:39:15.227 --> 03:39:23.776]  For the most basic, you know, silly things, we've seen people at the VA being discriminated against just because they have somebody help them with their taxes.
[03:39:23.856 --> 03:39:25.158]  You know, they say you're mentally incompetent.
[03:39:25.178 --> 03:39:26.019]  A lot of people have people.
[03:39:27.039 --> 03:39:32.862]  The tax code is really difficult to navigate.
[03:39:33.122 --> 03:39:35.944]  Most tax attorneys don't even know how to navigate the whole thing.
[03:39:36.224 --> 03:39:43.808]  But then we also have Don Salazar's article, City Demands Firearm Applicants Write an Essay Explaining Why They Need a Gun.
[03:39:44.881 --> 03:39:47.803]  So explain to me why you need your rights as a U.S.
[03:39:47.823 --> 03:39:47.964]  citizen.
[03:39:47.984 --> 03:39:52.828]  I want the people in that city to write an essay to me why they feel like violating my Second Amendment.
[03:39:52.868 --> 03:39:55.230]  Why do you think it's okay to violate my Second Amendment right?
[03:39:55.510 --> 03:40:00.074]  And give me that essay and then I'll judge whether or not that's, you know, reasonable grounds.
[03:40:00.114 --> 03:40:01.255]  Because clearly you're going to get an F.
[03:40:02.316 --> 03:40:07.721]  It's completely like yeah, you tell me why you have to violate my rights because somebody may do something someday.
[03:40:08.522 --> 03:40:10.103]  Let's not have constitutional arguments.
[03:40:10.123 --> 03:40:11.645]  Yeah, let's not have that constitutional argument.
[03:40:11.985 --> 03:40:13.627]  Now, Tim, I'm gonna let you on the show.
[03:40:13.667 --> 03:40:16.249]  Tim from California, please do not give us your constitutional argument.
[03:40:16.450 --> 03:40:17.130]  Welcome to the show.
[03:40:19.553 --> 03:40:19.793]  Hey.
[03:40:20.173 --> 03:40:20.354]  Hey.
[03:40:20.454 --> 03:40:21.895]  Oh, wow.
[03:40:22.015 --> 03:40:25.559]  This is totally an honor to be
[03:40:26.403 --> 03:40:26.943]  On the air.
[03:40:28.364 --> 03:40:31.385]  I am part of the resistance.
[03:40:31.605 --> 03:40:34.547]  Been part of the resistance before I knew what that meant.
[03:40:34.667 --> 03:40:34.987]  Alright.
[03:40:35.007 --> 03:40:35.387]  Awesome.
[03:40:35.487 --> 03:40:37.968]  So what's on your mind today?
[03:40:38.028 --> 03:40:43.031]  Just listening to up there in Oregon, what's going on, you know.
[03:40:44.891 --> 03:40:48.853]  To me, my opinion would be it's, they probably did murder the guy.
[03:40:48.893 --> 03:40:52.675]  It's going to be one of those things to create, to take our guns away.
[03:40:53.760 --> 03:40:58.003]  To just impose that martial law and say that us Americans are bad.
[03:40:59.344 --> 03:41:08.712]  And, you know, I see the writing on the wall, and I try to tell all my friends, and I am 100% this show, 100%, all or nothing.
[03:41:08.932 --> 03:41:12.635]  And I do my best to tell everybody, but, you know, I see it for what it is.
[03:41:12.655 --> 03:41:18.279]  You know, our leader will tell us that, oh, we got to take our guns.
[03:41:19.200 --> 03:41:21.842]  And we all know that guns is what keeps us safe from
[03:41:23.012 --> 03:41:25.893]  From everything, and it's just an honor to be on the show.
[03:41:26.553 --> 03:41:27.894]  Oh, thank you, Tim.
[03:41:28.714 --> 03:41:30.374]  It's an honor to talk to you as well.
[03:41:30.574 --> 03:41:36.716]  And the thing about this is, yeah, it undoubtedly is going to be used to like, this is why we need to take away your guns.
[03:41:36.756 --> 03:41:38.877]  This is why we need to have smart guns and all this other stuff.
[03:41:39.197 --> 03:41:44.259]  They will point to this, but the issue is, you know, you have so many other people who use their guns responsibly.
[03:41:44.279 --> 03:41:52.061]  And I'm not, you know, demonizing the people up there in Oregon, but it was always a tinderbox situation that could have easily gone,
[03:41:52.341 --> 03:41:53.983]  Well, that's what we said from day one.
[03:41:54.023 --> 03:41:55.664]  We were like, this is not well thought out.
[03:41:55.744 --> 03:42:04.192]  This isn't, you know, you got, they have good heart, but this isn't the right, this isn't the right time, especially with Obama coming out with his gun control push there with the State of the Union address.
[03:42:05.112 --> 03:42:16.162]  And, you know, I just like to point out that it's really obvious to see how well the divide and conquer has worked within this last year, because if you go on Twitter and social media when this man,
[03:42:17.063 --> 03:42:19.124]  You know, turns out someone was killed.
[03:42:19.724 --> 03:42:21.424]  Everyone's like, yeah, that's what you deserve.
[03:42:21.544 --> 03:42:22.864]  White guy out there with a gun.
[03:42:22.904 --> 03:42:25.205]  If you point a weapon at a Fed, that's what you get.
[03:42:25.965 --> 03:42:30.086]  And first of all, so did your sources tell you that he pointed a weapon?
[03:42:30.186 --> 03:42:34.807]  And then they send me an article and it's like, authorities say this is how it went down.
[03:42:34.827 --> 03:42:38.428]  OK, I'm like, all right, well, sources give me some other sources.
[03:42:38.868 --> 03:42:41.629]  But then it's like you have the same people who are
[03:42:42.529 --> 03:42:44.030]  Wanting people to rally around them.
[03:42:44.050 --> 03:42:59.934]  I just watched a video a guy in Florida was there giving his testimony to the judge And he was like I'm sorry I feared for my life these cops were gonna kill me I feel like they were crooked cops, and this is why I felt like I needed to defend myself And so people you know social justice warriors are rallying around him.
[03:42:59.954 --> 03:43:05.336]  Oh, yeah He's crooked cops or whatever, but then if it's these white guys if they think are just
[03:43:05.976 --> 03:43:06.236]  I don't
[03:43:25.316 --> 03:43:25.796]  That is true.
[03:43:25.816 --> 03:43:29.479]  To educate those people on their Second Amendment rights.
[03:43:29.959 --> 03:43:32.161]  You know, but now it's like the tables have turned.
[03:43:32.301 --> 03:43:37.785]  The race, the divide and conquer, has worked once again to keep us from fighting against the man.
[03:43:38.266 --> 03:43:39.146]  I definitely agree with that.
[03:43:39.186 --> 03:43:44.210]  It keeps you distracted by, you know, various issues that have nothing to do with the people that are at the top level.
[03:43:44.230 --> 03:43:44.711]  I agree with that 100%.
[03:43:45.131 --> 03:43:47.793]  Now let's talk to Eric in West Virginia.
[03:43:48.133 --> 03:43:50.455]  You also have several topics you want to talk about.
[03:43:50.955 --> 03:43:52.797]  Again, for the sake of time, can you pick one?
[03:43:52.837 --> 03:43:54.458]  What is your most important topic, Eric?
[03:43:55.616 --> 03:43:56.637]  I don't know.
[03:44:16.147 --> 03:44:24.435]  With the Declaration of Independence and the Constitution, and that the federal government's not supposed to own 30 miles of any property.
[03:44:24.535 --> 03:44:25.877]  That is correct.
[03:44:25.957 --> 03:44:31.322]  Now I didn't, I wasn't, I'm not familiar with that article, but yeah that is true what you say, that they're not supposed to own federal lands.
[03:44:31.342 --> 03:44:34.445]  So you said that was on, oh there it is, CBS News.
[03:44:34.505 --> 03:44:37.448]  Donald Trump don't hand federal lands to states.
[03:44:37.508 --> 03:44:37.768]  Wow.
[03:44:38.008 --> 03:44:40.271]  Yeah that is, in my mind, that's a red flag.
[03:44:41.351 --> 03:44:43.332]  He doesn't understand what's going on out there.
[03:44:43.352 --> 03:44:50.414]  And there's actually a really great article, John Rappaport, I'm going to try and get him on the show this week, I know he's a little tied up, but he poses this question.
[03:44:50.574 --> 03:44:53.035]  Is the Oregon standoff really about uranium?
[03:44:53.476 --> 03:45:00.638]  And talks about how the Clintons had their hands in selling the 20% of the uranium that's produced here in the U.S.
[03:45:00.678 --> 03:45:02.539]  now is in Putin's hands actually.
[03:45:02.899 --> 03:45:07.261]  And of course all of these federal lands, federal land grabs, this is one of the
[03:45:08.081 --> 03:45:12.983]  These mineral rights are one of the big clutches there that have to deal with these federal lands.
[03:45:13.003 --> 03:45:19.486]  Because like I said, they always try to push this narrative that it's we the people's land and they're just the stewards of it.
[03:45:19.646 --> 03:45:20.987]  And no, it's not.
[03:45:21.327 --> 03:45:28.591]  Like we have Harry Reid selling that land there in Nevada, leasing it out to the Chinese so they can put solar farms on it.
[03:45:29.571 --> 03:45:32.294]  Do we get, are we getting a pay cut of that with our electricity bill?
[03:45:32.314 --> 03:45:41.201]  He says you're a domestic terrorist if you go out there and oppose these guys who, and the issue with Harry Reid out there is he's saying these guys are domestic terrorists because they want to protect their cattle.
[03:45:41.502 --> 03:45:46.826]  Meanwhile BLM is shooting the cattle in the head and throwing them in a ditch and saying that they're the ones out there fighting for conservation rights.
[03:45:46.847 --> 03:45:52.011]  Or saying, oh we don't have the food to feed all the turtles that we said we needed to, you know, have as land for desert tortoise.
[03:45:53.072 --> 03:45:54.555]  You know, it's completely ridiculous.
[03:45:54.855 --> 03:45:55.757]  Thank you so much, Eric.
[03:45:56.037 --> 03:45:57.960]  Now, I am going to jump here a little bit.
[03:45:58.000 --> 03:46:00.645]  We see a call from Felicia in Oregon.
[03:46:00.705 --> 03:46:02.708]  She says she is an Oathkeeper member.
[03:46:03.028 --> 03:46:06.114]  So go ahead, Felicia, and tell us your thoughts on the Oregon situation.
[03:46:07.057 --> 03:46:08.358]  Actually, I attend the meetings.
[03:46:08.438 --> 03:46:09.519]  I'm not a formal member.
[03:46:09.539 --> 03:46:10.039]  Okay.
[03:46:10.459 --> 03:46:26.849]  And, um, actually some of the things you guys aren't reporting on is there's a group of like, um, the Pacific Northwest Patriots, the Idaho 3%, and more recently, the Oath Keepers are, have a perimeter around that refuge.
[03:46:27.049 --> 03:46:33.853]  And they've actually had face to face combats with the feds, not combats, but you know, um, talking.
[03:46:34.580 --> 03:46:34.780]  Okay.
[03:46:35.060 --> 03:46:39.963]  Saying that they would protect the people from them and the feds from the people.
[03:46:39.983 --> 03:46:42.104]  And this can be seen online.
[03:46:42.164 --> 03:46:44.345]  It's been recorded by people that were in on it.
[03:46:44.945 --> 03:46:46.146]  And this isn't being reported.
[03:46:46.226 --> 03:46:48.107]  And I'm so afraid for my friends.
[03:46:49.720 --> 03:46:53.543]  Well, do you have, uh, is it on a YouTube page or something else that people could access?
[03:46:53.603 --> 03:46:54.544]  It's on Pete Santilli.
[03:46:54.604 --> 03:46:56.286]  You can pick it up on Pete Santilli.
[03:46:56.426 --> 03:46:58.628]  They had someone in there recording that transaction.
[03:46:58.648 --> 03:47:00.170]  Alright, well thank you so much, Felicia.
[03:47:00.190 --> 03:47:02.492]  Alright, and let's see.
[03:47:02.512 --> 03:47:04.454]  Let's go on to another caller.
[03:47:04.474 --> 03:47:06.916]  We have Zen Girl in Florida.
[03:47:06.936 --> 03:47:08.998]  You want to talk about the debates and also Donald Trump.
[03:47:09.038 --> 03:47:09.319]  Go ahead.
[03:47:11.089 --> 03:47:13.451]  Hey, thank you so much for having me on.
[03:47:13.511 --> 03:47:20.996]  I have been a longtime listener and a devotee of Alex Jones InfoWars and PrisonPlanet.tv.
[03:47:21.476 --> 03:47:40.830]  Anyway, I'm calling because I feel that even though I like Trump and many of his attributes, he really came out with a stupid statement when he said he could stand in the middle of Times Square and shoot somebody and he would still have all his
[03:47:41.383 --> 03:47:42.003]  Followers.
[03:47:42.023 --> 03:47:47.526]  I think that's a very bad statement to make.
[03:47:47.866 --> 03:47:53.429]  It really sets a precedent of how low he's willing to go.
[03:47:53.449 --> 03:47:56.391]  He just is full of himself.
[03:47:56.651 --> 03:48:03.075]  And don't get me wrong, of everybody up there, he's the only one that I would consider voting for.
[03:48:03.455 --> 03:48:05.716]  But I just thought that was just
[03:48:06.514 --> 03:48:07.215]  Out of line.
[03:48:07.235 --> 03:48:07.935]  Right.
[03:48:08.035 --> 03:48:08.436]  I don't know.
[03:48:08.456 --> 03:48:09.817]  Do you feel the same way?
[03:48:09.857 --> 03:48:10.657]  Yeah, I agree with you.
[03:48:10.697 --> 03:48:16.542]  I think he's definitely known for making some outrageous statements, which the people were really attracted to.
[03:48:16.642 --> 03:48:19.184]  But there is a fine line that you can't cross.
[03:48:19.665 --> 03:48:20.665]  Nobody likes hubris.
[03:48:20.726 --> 03:48:25.049]  Nobody wants to start seeing the Obama smirk in Donald Trump.
[03:48:25.229 --> 03:48:30.013]  Then they're going to just realize, oh, wow, we're just voting for another populist leader here.
[03:48:30.754 --> 03:48:31.454]  So I agree with you.
[03:48:31.494 --> 03:48:34.517]  I think he kind of needs to tone it down a little bit.
[03:48:35.437 --> 03:48:38.359]  You know, if you're going to have that kind of narcissism, I believe.
[03:48:38.379 --> 03:48:40.040]  Well, thank you so much, Zen Girl.
[03:48:40.100 --> 03:48:42.321]  Like I said, I don't agree with everything Trump says.
[03:48:42.341 --> 03:48:44.682]  You know, there's some things I do agree with, some things I do not.
[03:48:45.102 --> 03:48:47.424]  Let's go ahead and talk to Joseph in California.
[03:48:47.464 --> 03:48:49.605]  You also want to talk about the Oregon standoff.
[03:48:49.765 --> 03:48:50.065]  Go ahead.
[03:48:51.926 --> 03:48:52.967]  Thanks for taking my call.
[03:48:53.667 --> 03:48:56.108]  Leanne highlighted what I was going to say earlier.
[03:48:56.188 --> 03:48:56.729]  Thanks for that.
[03:48:57.932 --> 03:49:04.625]  When I read about that story on John Rappaport's site, I can't remember the exact name of the company.
[03:49:04.665 --> 03:49:08.913]  It was a Canadian mining company, and it was sold to the Russians.
[03:49:09.777 --> 03:49:16.381]  And I think the deal may have even been brokered through the Clinton Foundation and some Canadian government officials.
[03:49:16.401 --> 03:49:17.141]  I'm not quite sure.
[03:49:17.261 --> 03:49:19.102]  Well, she was the Secretary of State.
[03:49:19.323 --> 03:49:26.427]  She was the Secretary of State who had to authorize that transaction because uranium is a, I mean, that could be a security threat.
[03:49:26.567 --> 03:49:28.248]  So she signed off on the deal.
[03:49:28.368 --> 03:49:28.848]  But go ahead.
[03:49:28.868 --> 03:49:30.509]  Right.
[03:49:30.529 --> 03:49:31.209]  No, thank you for that.
[03:49:31.289 --> 03:49:32.290]  Thank you for that.
[03:49:32.730 --> 03:49:34.011]  Thanks for taking my call on that.
[03:49:34.791 --> 03:49:39.314]  And just piggybacking off of what the previous caller said about Donald Trump.
